text,is_kelas
abang tidak ikut hadir nanti rebut lagi suara lho sama ini usaha akhir,0
maaf bapak seperti saya harus move on ed u a u bd ed u b u a ed u a u bd ed u b u a saya dulu kagum bapak tapi sekarang entah ed u a u bd ed u b u ed u a u bd ed u b u,-1
bapak dan aniessandi uno php pintar olah kata dp rumah tipu ini,-1
bapak kalau sudah omong beh bikin leleh ed u a u bd ed u b u,0
jangan beli kucing dalam karung yang sudah pasti saja,0
aazzzz,0
mantap ini bapak,0
no cocok jd sales oke oce oyes,-1
yg lebih wenang siapa om artikulasi koordinasi itu apa,0
janji itu mimpi jelas gk nyata kalau sdh ada yg nyata ngapain bingung,-1
maaf bukan sok pinter ya tapi pas bapak jadi menteri bagaimana ya monggo di jelas k kami ed u a u bd ed u b u,-1
orang kalaubdah pecat arti tidak guna,-1
pulau reklamasi jika batal pulau bisa jadi kampung nelayan abang dan hutan bakau abang cc,0
ya benar saja bapak bagi besar warga jkt kan datang karyawan maupun dagang ya spt saya ini u a,0
bagaimana bapak waktu anda jawab menit mulai sejak anda bicara,0
paslon itu sudah ruji bukti karya dikit banyak waris minta,1
pribadi santun cerdas dan rakyat,1
tetap no,0
beli,0
abang video mana atau tidak anggap sbg cagub muslim,0
jakarta butuh tukang cukur baru,0
nampaknya ini kredit rumah tanpa agun yang janji oleh aniessandi aniessandi hayo siapa yg mau ikut kredit,0
consistency integrity haus kuasa mmg rusak akhlak kl nda kuat iman ini adalah cont,-1
itu jg msh dgn timbang kalau salam bln nominal konsisten gtu pan ed u a u bd ed u b u ed u a u bd ed u b u,0
ha ha hah hah hah kenapa tidak suka anak nakal keluar ini alas,0
mw bwt kpr mw bikin perban ancur kredit macet yang ada,-1
jd menteri anda salah itung anggar arti anda kala cermat dgn mantri sunat yg tidak pernah salah potong,-1
kalau ada bukti brarti bukan fitnah doonk,0
kl byk hutang budi gubernur baru bisa ksh apa ama jkt nggak mlh sibuk balas budi tuh,0
ini bukti berik info sesat utk rakyat,-1
saya ga terima anda bilang warga ingin gubernur baru jakarta cuma mau,1
buat biaya hidup saja sudah susah bagaimana seh program ngawur wur,-1
bcra yg tidak realistis ga msk akal ambil mtor jah hrspke dp mna ada beli rmh bebas dp itu mustahil,-1
mereka tenun kebhinekaan yg jadi bangga dan,0
ini masuk kerasan verbal ato fisik pada bapak,0
bg aniessandi jangan sampai mata sipit kuda di nanti bagaimana nasib asli betawi dan jakarta,0
no hoax no sara issue n demo bismillah moga allah brsama dgn paslon yg trbaik mnurut nya amin,1
bapak kalau dp rumah bu sri mulyani bisa ngamuk npl kita sudah cukup tinggi boro mau investment grade yg ada turun rating,-1
yes dki bs tenggelam oleh kaum urban demi,0
mirip bapak,0
bukan nol dp bapak cuma geser dpnya angsur,-1
benar banget janji palsu pasang n ude tahu dari awal hehehe,-1
tentu suka dengan horaaang meng kayaaaal,-1
itu data utk seluruh indonesia bapak jadi dosen saja bapak lbh bagus,-1
abang bapak abang emang iya ya,0
koordinasi om bnn lebih tau dan faham yg sangkut dua,0
masih satu gerbong dan satu masinis masinis yg sibuk tuuwwwiiitt tuuuwwiiit,0
sama saja suruh nabung terus tidak boleh ambil dlm bulan sami mawon dp cicil boong banget,-1
saya hanya bisa doa untuk menang pa aniessandi dan abang aniessandi mudah jadi dki yg bs bawa jakarta damai,1
akhir paslon turut saya yg paling unggul dlm debat tadi mahir dalam rangkai kata jadi kalimat yg sejuk dengar,1
lucu bangsa umar abu bakar ustman bakal kualat ne tiga,0
kok di hapus komennya ed u a u bd ed u b u takut nggak di bayar,0
jago buat program dikbud tapi pengejewentahan ny tidak ada makanya jadi korban resulfe kabinet,-1
ampun bapak,0
emg kapan bapak kita gk jd tuan di rumah sendiri bisa lebih spesifik bapak biar konkret,0
didik dalam kurikulum indonesia hajar ed u a u bd ed u b u aa ed u a u bd ed u b u a dan bungkus dalam tenun sesat ed u a u bd ed u b u b ed u a u bd ed u b u bf,0
mrk sllu blg hrs santun tp debat tidak etika mnyerang personal bkn substansial program,0
naahh ini apa bapak ed u a u bd ed u b u ed u a u bd ed u b u ed u a u bd ed u b u,0
alokasi dana didik dari apbd dki paling tinggi se indonesia gara mantan mendikbu,0
monggo cek bro,0
napsu jd gubernur tp mlanggar atur,-1
pa bila allah swt jdkan sbgai pemimpin jakarta mhn seru melafadzkan sholawat tarhim jelang sholat subuh,0
saat bapak ahokdjarot dapat puisi dr anak sandang disabilitas cc,0
kasi paslon no ky murid jewer guru ska mat,0
sehat dan sukses selalu ya bapak,1
kenapa ini hny berlaku di jkt,0
program sama sekal tidak bisa laku ini fakta ilmiah ini jebak rakyat,-1
bgitupun sbaliknya tuhan maha asikk paham betul ktika takdir nanti tidak ssuai,0
skr tiap lihat omong bawaanya kesel en matiin tipi politik ubah orang,-1
tp bagi besar dr mrk pilih ahokdjarot ahokdjarot jangan sesat didlm bangun opini,1
dulu sangat kagum sama sampai inspirasi ikut kelas inspirasi untuk ngajar saya suka tutur kata bapak pintar open minded,1
lalu manis dan lalu banyak omong aniessandi jd lupa akan omong sendiri ed u a u bd ed u b u ed u a u bd ed u b u ed u a u bd ed u b u ed u a u bd ed u b,-1
coba koreksi lagi yg catat di icrw anak di indonesia nah yg bicara tadi kan di dki so,0
apresiasi jawab ttg lebih calon lain perfect answer hrs aku aniessandi baik di tanya yg bukan ttg program,1
jangan suudzhon,0
debat tadi hanya tarung antara ama well good luck deh ed u a u bd ed u b u,0
ingat gubernur adlh ayan masyarakat hrs rela waktu tenaga dan pikir utk rakyat,0
jangan buruk sangka bapak tanya ke panitia bukan ke guna twitter,0
semua kembali pd rakyat dki sapa pemimpan yang pantas untuk maju jakarta,0
jika pilih jangan kecewa warga jakarta,1
salam u c ed u a u bc ed u bf u bf,0
tema lindung anak,0
maju terus bapak demi jkrta,1
bagai orang ibu wanita rasa harga pk aniessandi thx,0
yakin mz anti kerasan kok mesra sama fpi cc,0
semua juga benar tolak bapak tolak di tangkap aparat,-1
kalau kata jangan curiga curiga curiga,0
abang uno emang jakarta belum jaya sekarang ya uda jaya kok dg demo gedg bertikagkt,0
ok oc,0
ini yang ahokdjarot bilang segala cara laku asal menang ngasih hal yg tidak mungkin wujud ke wa,-1
hari gin pilih yg pasti pasti saja sudah bukti sudah ruji ya paslon no lah,1
siang jadi gubernur malam ngejar jahat macam film datk justice top dah abang aniessandi ini,1
kira kalau thn itu feasible tidak bapak,0
mungkin ada gerak yg lebih bagus dari im,0
oh sampah lo jawab aja berapa gede pengaruh im kalau ada data kasih data gausah ceriwis,-1
jkt sudah maju koq saya lihat urus sama ahokdjarot sudah bukti dan bukan wacana dan janji lho,1
moga pilih bagai gubernur jkt dan bisa jaga amanah amie,1
sptnya bapak sbg orang didik hrs ajar kpd soal konsisten integritas,1
lg sajak nyanyi bapak,-1
ada beda antara dunia nyata dan fantasi sak,0
masa jabat cuma thn bikin skema cicil rmh thn bapak bank bikin skema cicil umum th itu ada feasibility study lho,0
betul itu bro pas banget itu ahokdjarot ahokdjarot gubernur nya,1
aba yg bawah comment fransisca pantes udahan j,0
smg klau perempuan yg maksud itu adlh irt tau jg mbagi waktu y bapak n bkn money oriented,0
bisa kok suundzon saja,0
menang,1
kita kembal kepada yang berpengalaman dan yang sudah bukti stuju,0
bro manteb nih legalisasi ganjo ed u a u bd ed u b u ancur u c u fef,0
pasti rebut jakarta,0
warga alexis maksud nya bapak sudah capek blusukan duluan eh malah jadi wakil,0
takdir sudah tulis tugas kita adl ikhtiar doa,0
tetap salam jari meski saya bukan warga dki,1
insya allah semangattttt,1
pasang yang serasi,0
moga menang putar,1
aniessandi si sombong yg santun aniessandi si cuci uang di panama paper,-1
bapak suatu itu katak bukti klau sdh realisasi klau belum realisasi bkn bukti nama,0
urus didik saja ga becus sampai pecat skr sok belagu mao urus dki yg lbh ruwet situ waras atau tidak tau malu bapak,-1
bismillah semangat tawakal hanya kpd allah ed u a u bd ed u b u f ed u a u bd ed u b u aa u a ed u a u bd ed u b u c,1
om dan tante,0
si sudah lihat ini belum ya paling mingkem,0
kurang bisa tutup begitu balik paslon lengkap,1
bapak kan temennya skrang fpi pks ya wajar d kamu jngan ikut ya ed u a u bd ed u b u,0
lah keselek apa statement tidak jelas sumber dan arah begitu ed u a u bd ed u b u ed u a u bd ed u b u,-1
saya selalu doa agar apa yg jadi tuju anda capai,1
bapak harus besok dtg ke even ini biar tidak salip oleh paslon,0
doa saya no menang abang dan abang itu doa ku u b,1
kepemimpinan itu pinta bukan minta fix ya saia ed u a u bd ed u b u c amanah saya untuk bapak abang,1
suudzon itu tidak baik lho bapak ed u a u bd ed u b u a,0
yg sdh jalan pns tni polri saja ada dana tunjang sbg dp,0
semangat bapak ed u a u bd ed u b u c ok oce,1
ini kata aniessandi dulu ed u a u bd ed u b u sekarang aniessandi sdh robek tenun bangsa demi raih kuasa,0
betul abang kecewa tadi pas ngak ada suara,0
wah tumben neh metrotivu bener hahahahaha,0
abang mau tanya kan kata bapak ahokdjarot bapak pecat jadi menteri karena tidak sinkron program beiau terus bu puan bagaimana,0
amin allohumma amin salam sama,0
cc sindir sama om fahri tuh,0
itu bukan artis ya yg di video hah siapa lagi yg bikin hah,0
bunglon mana bisa jawab tanya itu sama saja buka laku di depan debat tp banyak yg tau kalau,0
pilih baik masyrakat dki,1
saat urus lebih serius benar oleh mereka,0
selamat tanding abang bapak abang selamat juang utk jkt,0
pe ini nakaaal kali deh hahahahaa,0
saya suka jawab bapak ahokdjarot yang langsung skak mat nyata bapak kait koridor busway keren,1
wow coblos no ya,0
mana bukti,0
beli rumah tanpa dp tp nabung dl bulan saya da nabung tahun belum cukup buat dp om,0
dulu kerjax tanpa pamrih sekarang imbalanx tanpa kerja,0
pantes di pecat presiden haha tidak nyadar nyata,-1
program mimpi nhayalan u c yg sudah pasti ed u a u bd ed u b u,-1
wah anakkecil kok suruh bagi brosur jalan,0
selamat bapak abang aniessandi kalian juara cc,1
pantes saja di pecat anda memang jago citra dgn kata,-1
i remember this one dia mau legalize ganja bagai bagi dari terapi paliatif kontroversial tapi ilmiah,0
sudah nggak ada lagi senjata untuk saing sehat yg penting menang ya bapak martabat,-1
wartawan paslon apa solusi anda utk atas masalah banjir ini jakarta kita harus blaax ok oce,0
jwbn ga penting bapak,-1
kalau boleh dapat bocor itu rumah mau bangun mana y bujan rumah rapung kan,0
kwkw kepriben kiye ed u a u bd ed u b u d,0
ya gitu ya bapak,0
kontestasi pilkada dki ungkap jatidiri yg selalu sembunyi balik kata manis,0
selamat indonesia mulai dr ibukota sukses pilkada dki tidak ada nya,0
ane nabung tiap hari ribu lama tahun deh bapak bisa kagak ikut dp rumah ed u a u bd ed u b u ed u a u bd ed u b u ed u a u bd ed u b u ed u a u bd ed u b,0
bapak kalah polling di menang adalah abang,0
tolong kirim ke twiter bapak aniessandi supaya beliau bisa baca sehingga tidak mll,0
oh gitu ya ed u a u be ed u b u,0
yo wis mari pilih no dia rasa ga penting utk pilih,1
abang sih kurang cek data,0
dan itu tidak penting aba saja hehe,0
cegah bisa buat saja segala urus di pemda dki harus tes narkoba kalau positif rehab ato pecat ato lapor polis,0
warga yang mana bapak,0
benar bapak saya tuju pemimpin harus adil dan saya lebih percaya ahokdjarot timbang bapak thanks,1
walaupun tidak dengar suara insya allah menang,1
ini kalimat tutup di kena warga jakarta,0
ini kerasan hadap perempuan atau bukan bapak,0
kok bisa bapak satu ini jadi anggota dewan ya,0
cc mohon dengar jerit hati anak ini bapak,0
yg punya ide bagus itu banyak banget tapi yg bisa apliasikan itu sedikit selalu dukung bapak,1
bisa didik kita selesa ini supaya tiap anak berani bertanggungjawab atas pilih sbg diri sendiri,0
insya allah menang jadi gubernur dan wakil gubernur,1
makanya jadi dosen saja semua ada porsi masing,-1
pilkada ini bkn soal pasang calon tp soal kebahagian warga jakarta,0
saya minta kursi roda ko ga kasih bapak,0
anda td ga protes end up nya bagaimana ya ed u a u be ed u b u ed u a u be ed u b u ed u a u be ed u b u,0
yg bener bukan kota ramah koruptor,0
ya bapak untung beri sempat dua in the name of fairness,0
fpi itu kan usak citra islam suka grudukan keroyok masa demo kreatif gitu nanam padi di sawah,-1
saat umpama diri umar dia sdg tunjuk bahwa tidak cukup punya percaya diri kenal diri sbg diri saja,-1
tenun bangsa hehe tenun bangsa yang mana nih mz,0
bukan di pecat tapi henti krn tidak ada prestasi a kwakaka,-1
ya rasis kenapa takut sama org cina tidak punya kualitas om,-1
tidak nyambung dan blunder,-1
apa yg jadi pokok nya oke oce wkakakakakak,1
evaluasi dua debat catat buat calon pemolih,0
yg jelas hy yg tidak masuk kategori ayo pilih gubernur muslim,-1
tidak ada yg lbh baik dr atas tawur ajar kerasan di sekolah bahkan soeharto,0
harap abang bisa jelas kpr bpd tanpa dp back up apbd tapi tetap prudent tidak default karena gfc karena kpr,0
bapak tolong buat uu tentang alir sesat data,0
ngeres saja pikir abang fadlizone emang beliau selalu kritis abis sama jokowi dan ahokdjarot,0
lalu obral janji,-1
bisa aniessandi saja itu utk raih simpati fakta tidak besar itu lalu lebih bapak,0
kata sama fakta sama baik abang,0
makanya henti bapak jokowi program bagus tp cuma di kertas asli saya kecewa luar biasa sm bapak saya,-1
sudah sudah ga penting di debat kan ahokdjarot n aniessandi bagus koq cuma ahokdjarot emg lbh bagus an,1
kasi aniessandi aniessandi duit yg sudah mereka keluarin ga ada arti toh ga akan pilih,-1
gambar realisasi ya harus ada apa cuma konsep,0
cakep dan doa ku menang untuk sejuk dan kedamaiaan sama,1
ciri kaum munafik spt itu kyk nya,-1
bolak balik apa abang aniessandi tempe goreng apa martabak,0
kalau mau bangun rumah mana brp tipe tanah meter itu msh bisa dibwh juta dp cici,0
bapak yg omong masyrkt dki mw pempimpin baru kn pk aniessandi sm pendukungny y omong,0
kalau tidak plin plan ya masih menteri masbro,-1
ya umpaan sadis bgt ngenak ke banget ed u a u bd ed u b u,0
doa ya beri percaya sbg sejuk dan ayom buat masyarakat jakarta,1
ini contoh takabur sombong yg lg lihat oleh bapak istighfar bapak,-1
benar lbh dr warga jakarta tidak milik rmh sendiri simak data di,0
