"","text","is_kelas","sentimen_2","date"
"136.content","tlg dirapihin bs bahaya nyawa orang kabel berantak gin",0,0,"10/12/2016 14:24"
"137.content","maju terus pantang mundur",1,1,"10/12/2016 14:23"
"138.content","gadis sampul ati omong sb wali songgo keturuan tionghowa",-1,-1,"10/12/2016 14:23"
"139.content","semangat bapak",1,1,"10/12/2016 14:22"
"140.content","lintas germor jalan raya pasar ciracas tanggal",0,0,"10/12/2016 14:21"
"141.content","saya mau baca bapak mana dapat",1,1,"10/12/2016 14:21"
"142.content","bapak ahokdjarot lucu bapak kpn ikut tts bareng diam",1,1,"10/12/2016 14:19"
"143.content","malam bapak mau tanya atur ttg tembok makam apakah bnr islam tidak boleh bagaimana wni turun salam",0,0,"10/12/2016 14:18"
"144.content","sip",1,1,"10/12/2016 14:15"
"145.content","knape tiap hari blunder kamu bikin ngakak",-1,-1,"10/12/2016 14:14"
"146.content","tulis berantak asli pasti tidak ubah sd kayak",-1,0,"10/12/2016 14:14"
"147.content","tunggu jalan hidup maha rekayasa tuhan",0,0,"10/12/2016 14:13"
"148.content","apa mau sembunyi live spy rakyat jelas terang jdkan sangka slh",-1,-1,"10/12/2016 14:12"
"149.content","sip bapak jalan lupa cinetwit om kurawa hater baca kgk baca kagak apa benci bener cinta",1,1,"10/12/2016 14:11"
"150.content","giat gajah t bak lemari rw l klender",0,0,"10/12/2016 14:10"
"151.content","pesan",0,0,"10/12/2016 14:08"
"152.content","kutil babi ahokdjarot mulai nyalahin jokowi nyalahin orang pas kamu ngejabat",-1,-1,"10/12/2016 14:07"
"153.content","tarik baca",1,1,"10/12/2016 14:07"
"154.content","kapan tayang gramed ya",0,0,"10/12/2016 14:06"
"155.content","giat sapu jalan ngurah rai l klender",0,0,"10/12/2016 14:05"
"156.content","giat sapu jalan tidak ngurah rai l malaka sari",0,0,"10/12/2016 14:05"
"157.content","walaupun ahokdjarot tidak nista almaidah tetp orang muslim hrs patuh firman tuhan tanpa hrs raguk",-1,-1,"10/12/2016 14:04"
"158.content","tidak usah iri sukses orang lain fokus sj impi penting gerak",-1,0,"10/12/2016 14:03"
"159.content","mari relawan turun sbg militan bapak",1,1,"10/12/2016 14:03"
"160.content","semoga para anti ahokdjarot ampun dosa berahlakul karimah ahokdjarot",1,1,"10/12/2016 14:03"
"161.content","kl suka teriak babi anjing bunuh tv mana masih suka keinget tidak abang",-1,0,"10/12/2016 14:02"
"162.content","tidak pasti saya coblos",1,1,"10/12/2016 14:01"
"163.content","semoga buku ahokdjarot laku keras ahokdjarot masuk islam",1,1,"10/12/2016 14:01"
"164.content","suatu baik ujianya tantanganya pasti berat bapak saya kira masih p ahokdjarot",1,1,"10/12/2016 14:00"
"165.content","surat kuat john wesley kpd william wilberforce tlh ulang kl kalah senat inggris saat mau hp",0,0,"10/12/2016 14:00"
"166.content","ngeliat tanda tang bapak ahokdjarot lihat sekal orang eager ajar punya mindset depan goodluck bapak",1,1,"10/12/2016 13:57"
"167.content","maju hancur mundur leburr",0,0,"10/12/2016 13:57"
"168.content","jt jelas akun sebut cantum minimal donasi ribu semoga saya salah",0,0,"10/12/2016 13:56"
"169.content","mantap boss",1,1,"10/12/2016 13:55"
"170.content","rugi kt tonjok gubernur atau atau mikir jangan bdh terus ya",-1,0,"10/12/2016 13:55"
"171.content","gembel bapak ahokdjarot",-1,-1,"10/12/2016 13:54"
"172.content","gebiyar hadiah tahun baru beli cara kredit beat sporty cw dp bayar rp dapat jam dinding",0,0,"10/12/2016 13:54"
"173.content","sedih",-1,-1,"10/12/2016 13:51"
"174.content","hut kamu neng ngatain orang anjing bukannye balik hut kamu suka jilat",-1,-1,"10/12/2016 13:50"
"175.content","mantap bapak ahokdjarot",1,1,"10/12/2016 13:49"
"176.content","keren apalagi tulis oleh tidak sabar pingin baca selamat ya bapak bro kurawa",1,1,"10/12/2016 13:48"
"177.content","ntu buku website kamu terus laku kutip al maidah hog",-1,-1,"10/12/2016 13:47"
"178.content","posting autobiografi jelas salah sekal alia",0,0,"10/12/2016 13:46"
"179.content","giat lintas ranger jalan radin inten l duren sawit",0,0,"10/12/2016 13:44"
"180.content","mulut kamu tidak banderol ya provokasi kamu gaya jam batu gosok dikit dulu baru nyala",-1,-1,"10/12/2016 13:43"
"181.content","mau bapak",1,1,"10/12/2016 13:43"
"182.content","buku konon kata harga jt soldout luncur perdana bbrp jam orang mana borong ya",0,0,"10/12/2016 13:42"
"183.content","giat sapu jalan delima raya l malaka sari",0,0,"10/12/2016 13:40"
"184.content","tidak ingin pihak masih maka bahasa qalbu bagi seberang jalan",-1,0,"10/12/2016 13:39"
"185.content","kata fans bapak bs perkara nista bapak",-1,0,"10/12/2016 13:39"
"186.content","giat lintas germor jalan pahlwn revolusi l pdk bambu",0,0,"10/12/2016 13:37"
"187.content","giat sapu jalan pahlawan revolusi l pdk bambu",0,0,"10/12/2016 13:36"
"188.content","benar",0,0,"10/12/2016 13:35"
"189.content","giat gajah t lps rw l pondok kopi",0,0,"10/12/2016 13:34"
"190.content","sangat tarik",1,1,"10/12/2016 13:33"
"191.content","saya lain lang abang berani cuma rakyat",-1,-1,"10/12/2016 13:32"
"192.content","bapak ahokdjarot apa buku gramedia mohon info ya bapak ahokdjarot",0,0,"10/12/2016 13:31"
"193.content","maju terus bapak minat sekal beli mana bapak",1,1,"10/12/2016 13:30"
"194.content","ahokdjarot bersih transparan profesional suai nama bapak ahokdjarot tetap semangat bangun neger bapak",1,1,"10/12/2016 13:30"
"195.content","masih keinget acara live tv teriak taik terus",-1,-1,"10/12/2016 13:28"
"196.content","umat islam sudah maafin cuma proses hukum harus laksana agar tidak pura ceplos q",1,1,"10/12/2016 13:27"
"197.content","saya baca y",1,1,"10/12/2016 13:26"
"198.content","jawab bapak",0,0,"10/12/2016 13:26"
"199.content","seperti ahokdjarot salah jurus harus jurus dokter lihat tulis",-1,-1,"10/12/2016 13:25"
"200.content","maklum nak wong lbh mirip pki dia sndri",-1,-1,"10/12/2016 13:24"
"201.content","mudah mudah adil datang bapak wish survive this",1,1,"10/12/2016 13:23"
"202.content","maap bapak tulis susah baca ya",-1,-1,"10/12/2016 13:23"
"203.content","semangat bapak fitnah harus lewat supaya bapak naik tingkat terus sampai presiden",1,1,"10/12/2016 13:21"
"204.content","sini sar bapak",0,0,"10/12/2016 13:20"
"205.content","antik tulis mau dokter tidak sampai kaya",0,0,"10/12/2016 13:18"
"206.content","ngajak",0,0,"10/12/2016 13:17"
"207.content","bapak ahokdjarot saya rasa bapak korban kasus pulau ribu",1,1,"10/12/2016 13:17"
"208.content","tidak perlu ahokdjarot baca buku pikir bagaimana msk jerujibesi egois hukum karma buat ahokdjarot",-1,-1,"10/12/2016 13:16"
"209.content","saya tetap dukung ahokdjarot maju terus bapak",1,1,"10/12/2016 13:15"
"210.content","buku kata kasar tidak situ",-1,-1,"10/12/2016 13:15"
"211.content","sudah tidak sabar nunggu buku",1,1,"10/12/2016 13:15"
"212.content","makar",-1,-1,"10/12/2016 13:14"
"213.content","coret pesan atas buku lihat langsung buku ya",0,0,"10/12/2016 13:13"
"214.content","pake anonim nama sendiri berani tidak",-1,0,"10/12/2016 13:12"
"215.content","kisah nyata bapak bagi mereka tidak mereka asyik mimpi surga bidadari sampai orgasme terus mimpi",-1,0,"10/12/2016 13:12"
"216.content","sini baca beli buku lebih bagus",0,0,"10/12/2016 13:11"
"217.content","hrs punya ni",1,1,"10/12/2016 13:10"
"218.content","emangx bapak sudah sgt sgt sgt hormat orang lain koreksi dlulah kita sblm ngatain orglain",-1,-1,"10/12/2016 13:09"
"219.content","semoga alas bukan nyata",-1,-1,"10/12/2016 13:08"
"220.content","tau tidak tau kamu korup hukum kamu cmn bukan nista agama tambah korupsi",-1,-1,"10/12/2016 13:06"
"221.content","kirim bapak ahokdjarot saya tau bagaimana kisah thnks",1,1,"10/12/2016 13:04"
"222.content","rupa akrab",0,0,"10/12/2016 13:03"
"223.content","saya mau buku",1,1,"10/12/2016 13:02"
"224.content","saya ktp jakarta sudah pasti tidak top",1,1,"10/12/2016 13:01"
"225.content","semoga tuhan yesus berkat cina kontol",1,1,"10/12/2016 13:01"
"226.content","saya fans berat bapak ahokdjarot",1,1,"10/12/2016 13:00"
"227.content","sorry isi penuh palsu",-1,-1,"10/12/2016 13:00"
"228.content","semangat terus bapak gbu",1,1,"10/12/2016 13:00"
"229.content","alas saya tidak bela ahokdjarot",-1,-1,"10/12/2016 12:59"
"230.content","tuhan lindung beri kuat kpd p ahokdjarot salam jari",1,1,"10/12/2016 12:58"
"231.content","mana saya mendapatkn buku bapak bakak sangat menginsfirasi hidup saya",1,1,"10/12/2016 12:57"
"232.content","minta tanda tang ya bapak",1,1,"10/12/2016 12:56"
"233.content","tidak mna idonesia bik ktp sampai bulan",-1,-1,"10/12/2016 12:56"
"234.content","pasti seru tu buku mau",1,1,"10/12/2016 12:56"
"235.content","kl kepala tukang maki mulut jamban nista agama maka bawah apa setan preman hmhmhmhm",-1,-1,"10/12/2016 12:55"
"236.content","kisah nyata bertolakbelakang apa tulis buku lapang apa kbr kubang pasir tim jual",-1,-1,"10/12/2016 12:55"
"237.content","semoga kasih tuhan selalu curah saudara semua aceh",1,1,"10/12/2016 12:55"
"238.content","boleh saya mau dnk bapak ahokdjarot buku",1,1,"10/12/2016 12:54"
"239.content","sudah sedia ibu shop dekat",0,0,"10/12/2016 12:54"
"240.content","selamat ya salamjari bapak",1,1,"10/12/2016 12:54"
"241.content","job ahokdjarot tidak coblos ya putar",1,1,"10/12/2016 12:54"
"242.content","petas jelang sidang natal tahun baru giat tahun rutin",0,0,"10/12/2016 12:53"
"243.content","masuk kisah nyata ahokdjarot sindir polisi dosa lama jangan atm lapor",-1,-1,"10/12/2016 12:53"
"244.content","dimna saya dapat buku bapak saya tarik ingin baca",1,1,"10/12/2016 12:52"
"245.content","waspada kuda troya susup benteng tahan p by",-1,0,"10/12/2016 12:52"
"246.content","coba bikin pooling sidang buka apa tutup",0,0,"10/12/2016 12:51"
"247.content","smg sidang aman tito hrs usut tuntas bom pesan sp bnyk sudah ngancem mau bunuh",1,1,"10/12/2016 12:47"
"248.content","lucu ahokdjarot nista agama ne adil adap rakyat kecil kamu gusur tai",-1,-1,"10/12/2016 12:46"
"249.content","total titik spanduk rapik konunitas cerobong asap rajawali",0,0,"10/12/2016 12:43"
"250.content","korupsi sudah pasti masuk penjara pasti banyak kader sby sudah saya kunjung",-1,0,"10/12/2016 12:42"
"251.content","bintara jaya dtemukan bom tatp kg rncna dledakkan bsk istana ap tggpn anda",0,0,"10/12/2016 12:41"
"252.content","selamat hari asasi manusia",0,0,"10/12/2016 12:39"
"253.content","kemaren pas musibah gempa bumi aceh bilang alih isu kasus ahokdjarot sekarang temu bom pasti ahokdjarot",1,1,"10/12/2016 12:38"
"254.content","siapa tidak adab",-1,-1,"10/12/2016 12:36"
"255.content","emang peci nenek moyang punya tolol le ci",-1,-1,"10/12/2016 12:35"
"256.content","rakyat tahu kerja bapak ahokdjarot atas debat kabur aplgi krj belum bukti",1,1,"10/12/2016 12:33"
"257.content","ahokdjarot dibelain kelaut aj lo amalia tinggal sepah ya buang",-1,-1,"10/12/2016 12:31"
"258.content","semangat ya bapak terima kasih buat kerja keras jangan serah lia",1,1,"10/12/2016 12:29"
"259.content","salah satu alas bela mati",1,1,"10/12/2016 12:27"
"260.content","sumber waras bagaimana terus reklamasi bagaimana maling teriak maling sembunyi balik bilik penjara bentar",-1,-1,"10/12/2016 12:25"
"261.content","adap tidak hina",-1,-1,"10/12/2016 12:21"
"262.content","tuhan berkat bapak stay strong ya bapak",1,1,"10/12/2016 12:19"
"263.content","ahokdjarot kriminalisasi tekan massa",-1,-1,"10/12/2016 12:17"
"264.content","saya heran ma komen nyinyir kaya ngerti ham",-1,-1,"10/12/2016 12:14"
"265.content","iya bapak sikap harus adap ya bapak mari kita semua jaga mulut agar mulut kita adap",-1,-1,"10/12/2016 12:13"
"266.content","masyarakat suka ringan riang sederhana adl kunci sukses pilkada realistis",0,0,"10/12/2016 12:08"
"267.content","hiks om beneran beli tanah negara pake uang rakyat kamu bukan",-1,-1,"10/12/2016 12:07"
"268.content","adil mmg shrsnya buat nkri",1,1,"10/12/2016 12:06"
"269.content","saya yakin orang dki tidak rela beliau caplok daerah lain kcuali bt nkri",1,1,"10/12/2016 12:04"
"270.content","jika kepala lurus maka bawah tidak berani tidak lurus selamat hari anti korups",0,0,"10/12/2016 12:01"
"271.content","kawan demokrasi",0,0,"10/12/2016 11:56"
"272.content","sidang ahokdjarot hrs siar buka fitnah kpd sudah sampai desa sengaja jelek etnis",0,0,"10/12/2016 11:53"
"273.content","hbs kopdar ketemu relawan tetap semangat tunggu kopdar slanjutnya susun strategi menang",0,0,"10/12/2016 11:52"
"274.content","calon pemimpin kaya korupsi banyak musuh seluruh rakyat nista agama paling aman",-1,-1,"10/12/2016 11:50"
"275.content","bukti bahwa tidak anti islam kriminalisasi",1,1,"10/12/2016 11:49"
"276.content","dasar otak udang",-1,0,"10/12/2016 11:48"
"277.content","mau manusia adil plus ber adab bukan cuma xjodo dll normalisasi reklamasi btl tidak bapak gubernur",0,0,"10/12/2016 11:47"
"278.content","begitu tau mungkin langsung sms kira kira isi smsnya apa ya mo buatin pollingnya",0,0,"10/12/2016 11:47"
"279.content","sudah bapak tidak gubernur gpp menpora",-1,-1,"10/12/2016 11:46"
"280.content","baca lebih cerdas apa sudah capai indonesia hingga",-1,0,"10/12/2016 11:45"
"281.content","ayan tuhan ngetweetny ky",-1,-1,"10/12/2016 11:42"
"282.content","biasa mulai tampil sllu pura tidak tau n tidak kenal hoby bngt hidup pura pura",-1,-1,"10/12/2016 11:38"
"283.content","maju terus bapak adil milik semua anak manusia tuhan",1,1,"10/12/2016 11:38"
"284.content","sungguh mulia hati mu bapak",1,1,"10/12/2016 11:37"
"285.content","siapa bukan cina kontol",-1,-1,"10/12/2016 11:34"
"286.content","bukti valid bukti statement bapak ahokdjarot buat tidak arah kpd nista keep fighting bapak",1,1,"10/12/2016 11:33"
"287.content","smg om tidak pura amnesia sudah tsk baik bagaimana",-1,0,"10/12/2016 11:32"
"288.content","sip tuju lanjut tegak sila",1,1,"10/12/2016 11:29"
"289.content","sudah hapus kayak oleh dukung",-1,-1,"10/12/2016 11:23"
"290.content","seseorang ucap kata hari sejarah kalian nyinyir mana mata hati kalian jangan ladenin bapak anjing",1,1,"10/12/2016 11:20"
"291.content","kagum bapak hati luas samudra",1,1,"10/12/2016 11:17"
"292.content","waw seluruh rakyat lebanon kafir hebat anda",-1,-1,"10/12/2016 11:17"
"293.content","omong ham banget bapak macem paham",-1,-1,"10/12/2016 11:17"
"294.content","benar saya sangsi bapak berani memberhentikan sementara bestatus sbg sangka",0,0,"10/12/2016 11:14"
"295.content","apakah program ahokdjarot usir orang miskin bikin anda jijik",-1,-1,"10/12/2016 11:13"
"296.content","spertinya bapak tidak marah skalipun diri caci fitnah marah ketika uang rakyat curi cont",1,1,"10/12/2016 11:13"
"297.content","super duperr bapak makin lope bapak",1,1,"10/12/2016 11:10"
"298.content","tidak nista bukan fakta bgtu nasip kaum minoritas",1,1,"10/12/2016 11:09"
"299.content","pemimpin banyak ingat oleh banyak orang salam bapak basuki cahaya purnama ahokdjarot terus juang bapak",1,1,"10/12/2016 11:08"
