,text,is_kelas,sentimen_1,date
67.content,tekan program  bukan  politik uang chirpstory,0,0,01/12/2016 21:21
68.content,posko menang relawan  lima cilandak timur cilandak jaksel,0,0,01/12/2016 21:21
69.content,sekal,-1,-1,01/12/2016 21:21
70.content,makanya  hestek kan cuma bsnya prihatin kya sby,-1,-1,01/12/2016 21:21
71.content,ya gitulah buzer belaga pilon apa benar bloon,-1,-1,01/12/2016 21:21
72.content,hari gin masih maen playing victim playing hero dunk,-1,-1,01/12/2016 21:21
73.content,smg daganganny lais n lancar,1,1,01/12/2016 21:21
74.content,bot  org  playing as victims,-1,-1,01/12/2016 21:21
75.content,rekap survei dini para tarung,0,0,01/12/2016 21:21
76.content,posko menang relawan  lima kebayoranlama selatan kebayoran lama jaksel,0,0,01/12/2016 21:21
77.content,harap abang jika satu unit usaha  berik modal  serap lima kerja baru maka,0,0,01/12/2016 21:21
78.content,kalau blg bukan politik uang  adalah bela diri atau benar bukan buah benar  nilai bawaslu bukan dia,-1,-1,01/12/2016 21:21
79.content,posko menang relawan  bagus pasar minggu jaksel,0,0,01/12/2016 21:21
80.content,jangan pilih tidak dah gtu,-1,-1,01/12/2016 21:21
81.content,program abang   rencana bantu dana gulir rp t per tahun bagi unit usaha mikro,0,0,01/12/2016 21:21
82.content,markas  lunglung,0,0,01/12/2016 21:21
83.content,bagaimana bs prgrm  brjln kl sistm pengawasn  rw tidak dpt dipntw kmn arus m sebut   sm aj spt sstm blt,0,0,01/12/2016 21:21
84.content,atau mnrt radikalisme tidak masalah,-1,-1,01/12/2016 21:21
85.content,posko menang relawan  lima pasar minggu jaksel,0,0,01/12/2016 21:21
86.content,mantap,1,1,01/12/2016 21:21
87.content,sby  curang,-1,-1,01/12/2016 21:21
88.content,duren abang td   minta datang tim abang agussylvi thanks,0,0,01/12/2016 21:21
89.content,kita cari makan bukan minta blt program  harus didik  martabat,-1,-1,01/12/2016 21:21
90.content,cagub tidak wagubnya  mana ya,0,0,01/12/2016 21:21
91.content,posko menang relawan  lima agussylvi agussylvi kramat  mampang jaksel,0,0,01/12/2016 21:21
92.content,hari cukup kt sdh cium bau bangkenya  abang foto  hny tuk bukti otentik bhw cium kt,-1,-1,01/12/2016 21:21
93.content,posko menang relawan  lima agussylvi agussylvi jaksel,0,0,01/12/2016 21:21
94.content,bukan program bagi bagi uang  bla bla bla,-1,-1,01/12/2016 21:21
95.content,program   rencana bantu dana gulir rp triliun per tahun bagi unit usaha mikro,0,0,01/12/2016 21:21
96.content,senang lihat arung ciliwung serta janji  spt venice  bulan yl telah beker,1,0,01/12/2016 21:21
97.content,tanah abang  janji uang,-1,-1,01/12/2016 21:21
98.content,posko menang relawan  lima agussylvi agussylvi cikoko pancoran jaksel,0,0,01/12/2016 21:21
99.content,nmx psr ya pst rame  cb  hutan,0,0,01/12/2016 21:21
100.content,niat aksi bela islam  beberapa hari belum aksi ngumpul  cikeas dukung cagub magang masuk,-1,-1,01/12/2016 21:21
101.content,robot mulai kerja tidur,-1,-1,01/12/2016 21:21
102.content,pilih nomer sudah paket sama fpi  nyata seram ky lihat harta kaya bos,-1,-1,01/12/2016 21:21
103.content,ciee ikut bantuin ahokdjarot kampanye arti tuju kinerja emg  ya,1,0,01/12/2016 21:21
104.content,baca,0,0,01/12/2016 21:21
105.content,moga terus semangat  komitmen tinggi apkli,1,1,01/12/2016 21:21
106.content,menang tetap ikhtiar  selalu dekat dng hati rakyat salam buat keluarga besar dicikeas,1,1,01/12/2016 21:21
107.content,moga abang berik semua  baik oleh tuhan tuhan selamat sukses,1,1,01/12/2016 21:21
108.content,mirip mirip blt  tidak nyontek program kan,-1,-1,01/12/2016 21:21
109.content,biar  orang gencar mefitnah abang kami yakin  balik coba   cahaya  langit   terang  tiap jiwa,1,1,01/12/2016 21:21
110.content,sbg prajurit aktif tidak boleh bisnis cek  ps ayat iya tidak sby,-1,-1,01/12/2016 21:21
111.content,abang agussylvi saya tadi sore jam lihat abang agussylvi kampanye  jakarta timur keren banyak gemar abang agussylvi keren,1,1,01/12/2016 21:21
112.content,aksi abang keren tidak seperti paslon lain cuma berani kandang,1,1,01/12/2016 21:21
113.content,buly  dilakukab ahoker hadap atas tindak salah jadi pr ahokdjarot untung elektabilitasnya naik,-1,1,01/12/2016 21:21
114.content,palsu  asli tetap   kafir,-1,-1,01/12/2016 21:21
115.content,lebih arah ukur apa kalau lbh prihatin saya tuju,-1,-1,01/12/2016 21:21
116.content,tidak usah muluk emang uang siapa mau bagi,-1,-1,01/12/2016 21:21
117.content,posko   rapi  saat jadi gubernur posko sejarah  masa  datang,1,1,01/12/2016 21:21
118.content,kalau banding  jelas lebih tampan aniessandi daripada kalau gagah lebih gagah,-1,-1,01/12/2016 21:21
119.content,tolong timses utama bikin suasana sejuk,-1,-1,01/12/2016 21:21
120.content,posko menang relawan  lima agussylvi agussylvi pangadegan pancoran jaksel,0,0,01/12/2016 21:21
121.content,posko menang relawan  lima agussylvi agussylvi manggarai selatan tebet jaksel,0,0,01/12/2016 21:21
122.content,benerkan puji orang sendiri,-1,-1,01/12/2016 21:21
123.content,posko menang relawan  agussylvi agussylvi cipulir kebayoran lama jaksel,0,0,01/12/2016 21:21
124.content,wahai rakyat jakarta jangan mau bohong pake uang,-1,-1,01/12/2016 21:21
125.content,sudah inshaf neng,0,0,01/12/2016 21:21
126.content,doa sama santun anak yatim kaum dhuafa sama auditorium indra hasan jatiwaringin,0,0,01/12/2016 21:21
127.content,posko menang relawan  lima agussylvi agussylvi kuninganbarat mampang jakarta selatan,0,0,01/12/2016 21:21
128.content,kalian bayar berapa sama timses  iklan skrng kampus politik,-1,-1,01/12/2016 21:21
129.content,pln tidak  rugi negara  proyek listrik mangkrak,0,0,01/12/2016 21:21
130.content,posko menang relawan  lima agussylvi agussylvi duren tiga pancoran jakarta selatan,0,0,01/12/2016 21:21
131.content,kalau dia bukan nista agama kenapa polisi menjdkn ahokdjarot trsk mikir,-1,0,01/12/2016 21:21
132.content,entah harus kasi atau bagaimana  semua sudah takdir dy  milih ikut nyagub dy tau resikknya,-1,-1,01/12/2016 21:21
133.content,moga tuhan berik amanat kepada  pimpin jakarta,1,1,01/12/2016 21:21
134.content,arti  milih adlh org miskin  ngarep dpt uang tiap bln arti tidak semua org miskin  kibul,-1,-1,01/12/2016 21:21
135.content,emang nikmat buat gelintir dijadiin bancak apalagi nikmat bener,-1,-1,01/12/2016 21:21
136.content,ingat iklan  katak tidak,0,0,01/12/2016 21:21
137.content,abang mikir tidak kalau duit trilyun  banyak manfaat,-1,-1,01/12/2016 21:21
138.content,abang haji semngat,1,1,01/12/2016 21:21
139.content,kalau kamu pinter tunjukin muka kamu,-1,-1,01/12/2016 21:21
140.content,moga beliau beliau mrupkan pribadi tuan amanah  baik  rakyat,1,1,01/12/2016 21:21
141.content,posko menang relawan  agussylvi agussylvi l pancoran  pancoran jaksel,0,0,01/12/2016 21:21
142.content,akun bayar mulai mainin buat nutupin,-1,-1,01/12/2016 21:21
143.content,drpd kamu bingung mending tanya  temu lngsung abang kn gmpng ktemunya drpd na org laen,0,0,01/12/2016 21:21
144.content,kalaupun mau jatuhin memang apa  sudah bangun  dki bah,-1,-1,01/12/2016 21:21
145.content,janji manis ajar babe  nyata wujud adil sosial jkrta sjhtera,-1,-1,01/12/2016 21:21
146.content,inget bray senturi hambalang lapindo kami tolak lupa,-1,-1,01/12/2016 21:21
147.content,ckckck ngahok kaya  sdh dbayar  muka sma naga burik rizal aj sampai dcopot,-1,0,01/12/2016 21:21
148.content,tahu siapa  beri peci  agussylvi dur,0,0,01/12/2016 21:21
149.content,duit sby masih banyak tenang  tidak bagi nanti asal pilih begitu cerita cagub magang,-1,-1,01/12/2016 21:21
150.content,tidak rela cuma  tebar uang pes,-1,-1,01/12/2016 21:21
151.content,dulu saya selalu bilang bahwa program  adalah jiplak program  apa  sudah,-1,-1,01/12/2016 21:21
152.content,mmg  brilyan bagi duit demi comebacknya godfather cikeas,-1,-1,01/12/2016 21:21
153.content,program kerja tidak penting  penting logistik jangan kasih kendor,-1,-1,01/12/2016 21:21
154.content,prihatin saya,-1,-1,01/12/2016 21:21
155.content,suka kaget ya bapak,-1,-1,01/12/2016 21:21
156.content,buly  dilakukab ahoker hadap atas tindak salah jadi pr ahokdjarot untung elektab,-1,-1,01/12/2016 21:21
157.content,lantas kenapa  tuduh laku politik uang  lawan mulai panik  anak ingus terus leading,-1,-1,01/12/2016 21:21
158.content,waduh   abis ganda uang  sby bagaimana  apa ikut,-1,-1,01/12/2016 21:21
159.content,tuding dalang polis,0,0,01/12/2016 21:21
160.content,penjara  kampanye politik uang bukti sudah lengkap,-1,-1,01/12/2016 21:21
161.content,bagaimana agussylvi rw saya jadi dapet m ya,-1,-1,01/12/2016 21:21
162.content,arti agussylvi silvy kampanye  buat hal  sudah  agussylvi silvy bicara  ahokdjarot bsr sdh,-1,-1,01/12/2016 21:21
163.content,kalau ahokdjarot susur kali ciliwung  lihat hasil kerja  evaluasi kalau nikmat hasil,1,-1,01/12/2016 21:21
164.content,gubernur hak rencana apbd  disetujui oleh dprd jd kalau anggar m rw ut  rw bagaimana,0,0,01/12/2016 21:21
165.content,hrsnya beli dagang warga walau  batuk jangan kecewa,-1,0,01/12/2016 21:21
166.content,mikir otak mana otak,-1,-1,01/12/2016 21:21
167.content,kalau  sesat arti  bener adalah om aniessandi sukses bagai menteri meski pecat ama presiden,1,1,01/12/2016 21:21
168.content,hanya calon yanh maju  menang aniessandi tetap sakit,-1,-1,01/12/2016 21:21
169.content,bagaimana,0,0,01/12/2016 21:21
170.content,aniessandi janji sd hingga sma baik,0,0,01/12/2016 21:21
171.content,jadi halang hadir,-1,-1,01/12/2016 21:21
172.content,malah tidak datang bos,-1,-1,01/12/2016 21:21
173.content,demi buah ambisi kuasa beda tulis  ucap  sang latih kenapa begi,-1,-1,01/12/2016 21:21
174.content,selamat tuk abang  mpok agussylvi smua beli dah,1,1,01/12/2016 21:21
175.content,panwaslu kota jakarta utara suai  jurisdiksi sudah minta klarifikasi langsung tim kampanye,0,0,01/12/2016 21:21
176.content,aksi lempar kaos sagala rupa mantap,1,1,01/12/2016 21:21
177.content,berat sama pikul ringan sama jinjing,1,1,01/12/2016 21:21
178.content,rujuk  harus henti  tni sejak  anak jd kebal hukum,-1,-1,01/12/2016 21:21
179.content,harap masyarakat dki agar pilih jd gubernur  wakil gubernur,1,1,01/12/2016 21:21
180.content,suai tidak gaji militer  harta,0,0,01/12/2016 21:21
181.content,belum jadi gubernur sudah tidak konsiten dki program rp m agussylvi agussylvi,-1,-1,01/12/2016 21:21
182.content,hebat belum jd sudah ngelanggar melulu pusing,-1,-1,01/12/2016 21:21
183.content,program bukan bagi duit sgt jelas,1,1,01/12/2016 21:21
184.content,br  rw belum  dikaliin sama bls,0,0,01/12/2016 21:21
185.content,uang buat program milyar,-1,-1,01/12/2016 21:21
186.content,selamat tuk abang  mpok agussylvi,1,1,01/12/2016 21:21
187.content,saya  yudak cerah  jawab  proff  pwrtanyaan  agung etis tidak saya pake,0,0,01/12/2016 21:21
188.content,kampanye jokowi sdh   undang desa mau tingkat sdgkan program agussylvi  tidak undang undang rw,-1,-1,01/12/2016 21:21
189.content,bukan ambil  harta agussylvi  m kmrn dilaporin bagaimana thoo kowe guuuz,-1,-1,01/12/2016 21:21
190.content,gilir abang agussylvi kata in standar ganda emg mereka tu,-1,-1,01/12/2016 21:21
191.content,saya prihatin,-1,-1,01/12/2016 21:21
192.content,abang bagi uang dong,-1,-1,01/12/2016 21:21
193.content,bawaslu  omong  abang bukan saya sumpah bukan saya pls jangan laporin  fpi ya,-1,-1,01/12/2016 21:21
194.content,tidak mungkin mikir sampai situ  penting ambisi capai lebih baik pilih  sudah bukti kerja nyata,-1,-1,01/12/2016 21:21
195.content,idddiiiihhhhh malu  mana janji uang pulak anggar  kata bawaslu sportif dong,-1,-1,01/12/2016 21:21
196.content,pesan akhir ngeri ngeri sedap bongkarrrrrrrrr,-1,-1,01/12/2016 21:21
197.content,jd mikir mau kuliah  harvard kalau lulus kayak gin,-1,-1,01/12/2016 21:21
198.content,abang teman istri cinta  lihat putar ciliwung,1,1,01/12/2016 21:21
199.content,tanah abang unjung antusias ingin lihat cagub dki tidak,1,1,01/12/2016 21:21
200.content,kirain bantu pribadi,-1,-1,01/12/2016 21:21
201.content,sdh kita tidak usah iri masa sih anak mantan presiden kudu miskin mah tambah malu,-1,-1,01/12/2016 21:21
202.content,putus  kpud,0,0,01/12/2016 21:21
203.content,sudah jelas ahokdjarot gubernur podomoro  tukang gusur masih pilih,-1,0,01/12/2016 21:21
204.content,siapa pemimpin ibukota fasilitas  harus tetap,0,0,01/12/2016 21:21
205.content,abang harus cerdas nilai mana berita  netral mana  pihak,-1,-1,01/12/2016 21:21
206.content,prilaku buat berita kan soal tidak imbang,0,0,01/12/2016 21:21
207.content,ati jebak betmen akun sebar data palsu dngn niat bully padahal gaampuh sehat  el jngn gawaras,-1,0,01/12/2016 21:21
208.content,yakin kalian semua ayam sayur       gen penghianat,0,0,01/12/2016 21:21
209.content,berita banyak  miring ya  gawat kalau prilakunya spt,-1,-1,01/12/2016 21:21
210.content,ahokdjarot dpt tunjang operasional gubernur  atur   dia bg  masy  tiap pg dtg,1,0,01/12/2016 21:21
211.content,dengarin semua pangeran omong,-1,-1,01/12/2016 21:21
212.content,ya tahu  arah mana   bodoh zul,-1,-1,01/12/2016 21:21
213.content,kuda sampah,-1,-1,01/12/2016 21:21
214.content,gagah kali   abang ayo pilih agussylvi agussylvi nomor,1,1,01/12/2016 21:21
215.content,anda sehat anda punya pembntu rmh sp  ngepel anda apa bantu gtu ja  repot anda kurang p,-1,-1,01/12/2016 21:21
216.content,tuju program m ngajarin tingkat bawah korup program  bobot donk jangan  imingin pake duit mulu,-1,-1,01/12/2016 21:21
217.content,abang masih jam politik uang  jangan diam tindak,-1,-1,01/12/2016 21:21
218.content,kata cerdas lulus as nyata level hanya segitu,-1,-1,01/12/2016 21:21
219.content,abang ikut jejak mertua kabareskrim sekarang  politik uang  pidana,-1,-1,01/12/2016 21:21
220.content,obat dulu abang sakit kambuh,-1,-1,01/12/2016 21:21
221.content,nagari balik,-1,-1,01/12/2016 21:21
222.content,program m per rw gampang dikalahin paslon lain bikin  program m per rw nt rw tinggal milih  plng bnyk dpt duit,-1,-1,01/12/2016 21:21
223.content,prof banyak  cari cari kurang apa  sedang manang  polling saya tidak milih jabar,0,0,01/12/2016 21:21
224.content,hal cuma    laku kasi akun gelo  agussylvi mantap sampai gila an serang,1,1,01/12/2016 21:21
225.content,bos,1,1,01/12/2016 21:21
226.content,ya kenapa harus henti,0,0,01/12/2016 21:21
227.content,mau bagaimana  program cuman   kog plis  jangan gitu donk tar   baper terus kompres  ni,-1,-1,01/12/2016 21:21
228.content,ya moga  makin sini makin liar,-1,-1,01/12/2016 21:21
229.content,mana   mnggusur   relokasi pindah kan warga  tempat  lebih layak prihatin saya,-1,-1,01/12/2016 21:21
230.content,emang  bukti,0,0,01/12/2016 21:21
231.content,curang,-1,-1,01/12/2016 21:21
232.content,batal,-1,-1,01/12/2016 21:21
233.content,harta  dilaporin oleh agussylvi  harta gabung  istri siapa tau   punya malah istri,0,0,01/12/2016 21:21
234.content,hus ngomongnya  bau fitnah ya,-1,-1,01/12/2016 21:21
235.content,bangun karir  kerja keras sehingga  percaya  teman,0,0,01/12/2016 21:21
236.content,ya maksdnya  supaya menang cundang sejati seperti bapak halal segala cara,-1,-1,01/12/2016 21:21
237.content,buat sby  belum   beres urus kpk bagaimana kalau anak sby naik,-1,-1,01/12/2016 21:21
238.content,biasa kerja sistematis,0,0,01/12/2016 21:21
239.content,tunggu dapat hukum prof kait kampanye politik uang,0,0,01/12/2016 21:21
240.content,mikir pake otak sendiri mayor jangan pake otak sby,-1,-1,01/12/2016 21:21
241.content,tidak uang politik susah menang,-1,-1,01/12/2016 21:21
242.content,kalau sampai kpud dki batal jd cagub kira apa reaksi,0,0,01/12/2016 21:21
243.content,pesan  aksi desember jangan anarkis,0,0,01/12/2016 21:21
244.content,mau tawa ngakak sampai berak baca twit  minta masukin penjara katanye,-1,0,01/12/2016 21:21
245.content,kan mantan tentara kenapa pensiun kerja jadi langgar atur niru siapa sih,-1,-1,01/12/2016 21:21
246.content,jangan menang demi uang,-1,-1,01/12/2016 21:21
247.content,mungkin koalisi  memang sgt mengandalkn uang satu menang  uang,-1,-1,01/12/2016 21:21
248.content,irawadi tim kami sama sekal tidak singgung kasus abang agussylvi fokus  kampanyen,0,0,01/12/2016 21:21
249.content,benar,1,1,01/12/2016 21:21
250.content,prof mungkin agi sibuk jadi belum  cerah tentang,0,0,01/12/2016 21:21
251.content,usaha banget jatohin dngn hubung isu trhdp lagu lama tidak ampuh malah naik elektabilitas agussylvi,-1,1,01/12/2016 21:21
252.content,tidak,0,0,01/12/2016 21:21
253.content,program kerja  ud rampung bapak atau mas program bagi duit rakyat  rakyat,-1,-1,01/12/2016 21:21
254.content,hebat apkh tidak jd bancak para koruptor ntar bakal super sibuk nangani kss   muncul,-1,-1,01/12/2016 21:21
255.content,lebih bodoh  kalau agama  hina msh mlh ahokdjarot mikir,-1,0,01/12/2016 21:21
256.content,foto asli kalau bukan  pilkada ngapain kumpul  cikeas hayoo,-1,-1,01/12/2016 21:21
257.content,abang manfa at  dia tidak tau apalagi suruh mikir,-1,-1,01/12/2016 21:21
258.content,cuma komen   sdh buta mata hati mah bangga bangga,-1,-1,01/12/2016 21:21
259.content,aksi anarkis mk  paling rugi ya,0,0,01/12/2016 21:21
260.content,adminstratif  kalau bolh menjanjikn uang hya sj tidak dimasukn  program mnjanjikn uangkn larang,-1,-1,01/12/2016 21:21
261.content,ustad   benci  hati,-1,0,01/12/2016 21:21
262.content,hati janji janji super muluk  cagub  pasti gk  tepat pilih  pasti,-1,-1,01/12/2016 21:21
263.content,mantap abang jangan kyk ditimpukin batu,1,1,01/12/2016 21:21
264.content,helow kalau berita  benar bs rugi pasang,0,0,01/12/2016 21:21
265.content,rp miliar per rw agussylvi nyata bagai politik uang harus,0,0,01/12/2016 21:21
266.content,mikir tidak ya mikir tidak ya mikir tidak ya,-1,-1,01/12/2016 21:21
267.content,kaga usah pake bawaslu  kalau tidak pernah  tindak,-1,0,01/12/2016 21:21
268.content,citra biar bilang mesra,-1,-1,01/12/2016 21:21
269.content,apa dapat abang atas nyata,0,0,02/12/2016 21:22
270.content,jelas maksud ya  agussylvi agussylvi dong militer teknobirokrat terimakasih,0,0,02/12/2016 21:22
271.content,mo tidak ajar debat oleh lus tidak tidak maluin spt skr,-1,-1,02/12/2016 21:22
272.content,prihatin,-1,-1,02/12/2016 21:22
273.content,saya jamin warga saya sejahtera kaya rata,0,0,02/12/2016 21:22
274.content,cuman fitnah,-1,-1,02/12/2016 21:22
275.content,ya tahu sumpah sdh coba tidak bagi duit tidak   muncul  turut nasehat sby,-1,-1,02/12/2016 21:22
276.content,bwakakakakak dulu jkw kampanye pilpres  janjiin m desa  adem,0,0,02/12/2016 21:22
277.content,ingat  machiavellism,-1,-1,02/12/2016 21:22
278.content,sekalin ketapel,0,0,02/12/2016 21:22
279.content,terus  anda dukung tidak,0,0,02/12/2016 21:22
280.content,apalagi kalau dinasti  sudah banyak rampok duit negara kalau terus hancur nkri,-1,-1,02/12/2016 21:22
281.content,gk mirip  bingung jadi,0,0,02/12/2016 21:22
282.content,om jd program m rw bagaimana saya mau jd rw kl tidak jadi saya batalin jd rw,-1,-1,02/12/2016 21:22
283.content,saya sbtulnya tidak simpati pake atribut militer  giat sipil,0,0,02/12/2016 21:22
284.content,mau sih   apa daya sby lebih sayang ananda,-1,-1,02/12/2016 21:22
285.content,jika  memang benar alangkah bangsat cagub demi syahwat kuasa sama,-1,-1,02/12/2016 21:22
286.content,sudah  maka  tetiba ingat  sby  nyagub,-1,-1,02/12/2016 21:22
287.content,prestasi hebat ketua tim cyber  mulia,0,0,02/12/2016 21:22
288.content,fans tidak  sosmed rame banget  dunia nyata lol,-1,0,02/12/2016 21:22
289.content,pikir gampang orang korban karier hormat jangan bikin fitnah  byk kader pkb pan ppp  marah,-1,0,02/12/2016 21:22
290.content,posko menang relawan  lima agussylvi agussylvi l tanah tinggi jakpus,0,0,02/12/2016 21:22
291.content,pikir panjang jangan bilang semua sudah atur apa bapak sby  atur kader pan pkb ppp,-1,-1,02/12/2016 21:22
292.content,bukan fitnah semua sudah atur bapak sby tinggal terima jadi jangan rendah kader pan pkb ppp,-1,-1,02/12/2016 21:22
293.content,mana  fitnah,0,0,02/12/2016 21:22
294.content,jalanam  sungai  cat hijau,0,0,02/12/2016 21:22
295.content,jangan jumawa jangan pula panjang bicara nanti jadi fitnah,0,0,02/12/2016 21:22
296.content,satu  ngutil perabot rmh nas,-1,-1,02/12/2016 21:22
297.content,pasang calonpaling kece se antero jakarta,1,1,02/12/2016 21:22
298.content,ya tidak masalah lama program   lapor  bawaslu  situ  lapor tidak,0,0,02/12/2016 21:22
299.content,agussylvi menang kalau  dia taruh besar,0,0,02/12/2016 21:22
300.content,lihat politik nye kelessssss demo lama   ato  emo neutral,-1,-1,02/12/2016 21:22
301.content,saya tanya  program lain kaga kapan saya blg tidak blh bagi duit saat tua rabun  serang,-1,-1,02/12/2016 21:22
302.content,bagi,0,0,02/12/2016 21:22
303.content,bagi,0,0,02/12/2016 21:22
304.content,memang nyata  program   sebut cuman  kan wajar donk saya tanya  program apa,-1,-1,02/12/2016 21:22
305.content,saya pernah juara debat se sumut  tidak pernah mampu pidato kayak gin,0,0,02/12/2016 21:22
