"","text","is_kelas","sentimen_1","date"
"136.content","ingat iklan pd katak tidak","0",2,"01/12/2016"
"137.content","abang mikir tidak kalau duit trilyun itu banyak manfaat","-1",1,"01/12/2016"
"138.content","abang haji semngat","1",3,"01/12/2016"
"139.content","klu kamu pinter tunjukin muka kamu","-1",1,"01/12/2016"
"140.content","moga beliau beliau mrupkan pribadi tuan amanah yg baik untuk rakyat","1",3,"01/12/2016"
"141.content","posko menang relawan haha agussylvi agussylvi l pancoran c pancoran jaksel","0",2,"01/12/2016"
"142.content","akun bayar mulai mainin buat nutupin","-1",1,"01/12/2016"
"143.content","drpd kamu bingung mending tanya dan temu lngsung abang kn gmpng ktemunya drpd na org laen","0",2,"01/12/2016"
"144.content","kalaupun mau jatuhin memang apa yg sudah bangun untuk dki bah","-1",1,"01/12/2016"
"145.content","si itu janji manis ajar babe ini nyata wujud adil sosial jkrta sjhtera","-1",1,"01/12/2016"
"146.content","inget bray senturi hambalang lapindo kami tolak lupa","-1",1,"01/12/2016"
"147.content","ckckck ngahok kaya jg sdh dbayar d muka sma naga burik rizal aj sampai dcopot","-1",0,"01/12/2016"
"148.content","ada yang tahu siapa yg beri peci nya agussylvi dur","0",2,"01/12/2016"
"149.content","duit sby masih banyak tenang saja tidak bagi nanti asal pilih begitu cerita cagub magang","-1",1,"01/12/2016"
"150.content","tidak rela cuma bisa tebar uang pes","-1",1,"01/12/2016"
"151.content","dari dulu saya selalu bilang bahwa program dan adalah jiplak program dan apa yg sudah","-1",1,"01/12/2016"
"152.content","mmg itu brilyan bagi duit demi comebacknya godfather cikeas","-1",1,"01/12/2016"
"153.content","program kerja tidak penting yg penting logistik jangan kasih kendor","-1",1,"01/12/2016"
"154.content","gt gt lt lt prihatin saya","-1",1,"01/12/2016"
"155.content","suka kaget ya bapak","-1",1,"01/12/2016"
"156.content","buly yang dilakukab ahoker hadap atas tindak salah jadi pr ahokdjarot untung elektab","-1",1,"01/12/2016"
"157.content","lantas kenapa di tuduh laku politik uang karena lawan mulai panik si anak ingus terus leading","-1",1,"01/12/2016"
"158.content","waduh ada yg abis ganda uang nya sby bagaimana ini apa ikut juga","-1",1,"01/12/2016"
"159.content","tuding dalang polis","0",2,"01/12/2016"
"160.content","penjara yg kampanye politik uang bukti sudah lengkap","-1",1,"01/12/2016"
"161.content","bagaimana agussylvi rw saya jadi dapet m ya","-1",1,"01/12/2016"
"162.content","arti agussylvi silvy kampanye utk buat hal yg sudah ada agussylvi silvy bicara akan ahokdjarot bsr sdh","-1",1,"01/12/2016"
"163.content","kalau ahokdjarot susur kali ciliwung untuk lihat hasil kerja dan evaluasi kalau nikmat hasil","1",-1,"01/12/2016"
"164.content","gubernur hak rencana apbd yg disetujui oleh dprd jd klu anggar m rw ut b rw bagaimana","0",2,"01/12/2016"
"165.content","hrsnya beli dagang warga walau lg batuk jangan kecewa","-1",0,"01/12/2016"
"166.content","mikir otak mana otak","-1",1,"01/12/2016"
"167.content","kalau itu sesat arti yg bener adalah om aniessandi sukses bagai menteri meski pecat ama presiden","1",3,"01/12/2016"
"168.content","hanya calon yanh maju yang menang aniessandi tetap sakit","-1",1,"01/12/2016"
"169.content","bagaimana","0",2,"01/12/2016"
"170.content","aniessandi janji sd hingga sma baik","0",2,"01/12/2016"
"171.content","bisa jadi halang hadir","-1",1,"01/12/2016"
"172.content","malah tidak datang bos","-1",1,"01/12/2016"
"173.content","demi buah ambisi kuasa beda tulis dgn ucap haha sang latih kenapa begi","-1",1,"01/12/2016"
"174.content","selamat tuk abang dan mpok agussylvi smua beli dah","1",3,"01/12/2016"
"175.content","panwaslu kota jakarta utara suai dg jurisdiksi sudah minta klarifikasi langsung tim kampanye","0",2,"01/12/2016"
"176.content","ada aksi lempar kaos sagala rupa mantap","1",3,"01/12/2016"
"177.content","berat sama pikul ringan sama jinjing","1",3,"01/12/2016"
"178.content","rujuk haha harus henti dari tni sejak karena anak jd kebal hukum","-1",1,"01/12/2016"
"179.content","harap masyarakat dki agar pilih jd gubernur dan wakil gubernur","1",3,"01/12/2016"
"180.content","suai tidak gaji militer dengan harta","0",2,"01/12/2016"
"181.content","belum jadi gubernur sudah tidak konsiten dki program rp m agussylvi agussylvi","-1",1,"01/12/2016"
"182.content","hebat belum jd sudah ngelanggar melulu pusing","-1",1,"01/12/2016"
"183.content","program bukan bagi duit sgt jelas","1",3,"01/12/2016"
"184.content","ini br untuk rw belum jg dikaliin sama bls","0",2,"01/12/2016"
"185.content","uang buat program milyar","-1",1,"01/12/2016"
"186.content","selamat tuk abang dan mpok agussylvi","1",3,"01/12/2016"
"187.content","saya juga yudak cerah dengan jawab si proff dan pwrtanyaan si agung etis tidak saya pake si","0",2,"01/12/2016"
"188.content","kampanye jokowi sdh ada di undang desa mau tingkat sdgkan program agussylvi ada tidak undang undang rw","-1",1,"01/12/2016"
"189.content","lho bukan ambil dr harta agussylvi yg m kmrn dilaporin bagaimana thoo kowe guuuz","-1",1,"01/12/2016"
"190.content","gilir abang agussylvi kata in standar ganda emg mereka tu","-1",1,"01/12/2016"
"191.content","saya prihatin","-1",1,"01/12/2016"
"192.content","abang bagi uang dong","-1",1,"01/12/2016"
"193.content","bawaslu yg omong lho abang bukan saya sumpah bukan saya pls jangan laporin haha fpi ya","-1",1,"01/12/2016"
"194.content","tidak mungkin mikir sampai situ yg penting ambisi capai lebih baik pilih yg sudah bukti kerja nyata","-1",1,"01/12/2016"
"195.content","idddiiiihhhhh malu haha mana janji uang pulak anggar tuh kata bawaslu sportif dong b","-1",1,"01/12/2016"
"196.content","pesan akhir ngeri ngeri sedap bongkarrrrrrrrr","-1",1,"01/12/2016"
"197.content","jd mikir mau kuliah d harvard kalau lulus kayak gin","-1",1,"01/12/2016"
"198.content","bismillah abang teman istri cinta akan lihat putar ciliwung","1",3,"01/12/2016"
"199.content","haha tanah abang unjung antusias ingin lihat cagub dki tidak","1",3,"01/12/2016"
"200.content","haha kirain bantu pribadi","-1",1,"01/12/2016"
"201.content","sdh kita tidak usah iri masa sih anak mantan presiden kudu miskin mah tambah malu","-1",1,"01/12/2016"
"202.content","putus di kpud","0",2,"01/12/2016"
"203.content","sudah jelas ahokdjarot gubernur podomoro dan tukang gusur masih pilih","-1",0,"01/12/2016"
"204.content","siapa pemimpin ibukota fasilitas ini harus tetap ada","0",2,"01/12/2016"
"205.content","nah abang harus cerdas nilai mana berita yg netral mana yg pihak","-1",1,"01/12/2016"
"206.content","prilaku buat berita kan soal tidak imbang","0",2,"01/12/2016"
"207.content","ati jebak betmen akun sebar data palsu dngn niat bully padahal gaampuh sehat haha el jngn gawaras","-1",0,"01/12/2016"
"208.content","yakin kalian semua ayam sayur gt gt haha lt lt dari gen penghianat","0",2,"01/12/2016"
"209.content","haha berita banyak yg miring ya bisa gawat kalau prilakunya spt itu","-1",1,"01/12/2016"
"210.content","ahokdjarot dpt tunjang operasional gubernur yg atur haha itu dia bg utk masy yg tiap pg dtg haha","1",0,"01/12/2016"
"211.content","dengarin semua pangeran omong","-1",1,"01/12/2016"
"212.content","ya tahu deh arah mana ini karena bodoh zul","-1",1,"01/12/2016"
"213.content","kuda sampah haha","-1",1,"01/12/2016"
"214.content","gagah kali haha ini abang ayo pilih agussylvi agussylvi nomor","1",3,"01/12/2016"
"215.content","anda sehat anda punya pembntu rmh sp yg ngepel anda apa bantu gtu ja haha repot anda kurang p","-1",1,"01/12/2016"
"216.content","tuju program m ngajarin tingkat bawah korup program yg bobot donk jangan di imingin pake duit mulu","-1",1,"01/12/2016"
"217.content","abang masih jam politik uang cc jangan diam tindak","-1",1,"01/12/2016"
"218.content","kata cerdas lulus as nyata level hanya segitu","-1",1,"01/12/2016"
"219.content","abang ikut jejak mertua kabareskrim sekarang a politik uang bisa pidana","-1",1,"01/12/2016"
"220.content","obat dulu abang sakit kambuh tuh","-1",1,"01/12/2016"
"221.content","nagari balik","-1",1,"01/12/2016"
"222.content","program m per rw gampang dikalahin paslon lain bikin saja program m per rw nt rw tinggal milih yang plng bnyk dpt duit","-1",1,"01/12/2016"
"223.content","prof banyak yg cari cari kurang apa karena sedang manang di polling saya tidak milih jabar","0",2,"01/12/2016"
"224.content","hal cuma yg lagi lagi laku kasi akun gelo ini agussylvi mantap sampai gila an serang haha","1",3,"01/12/2016"
"225.content","haha bos","1",3,"01/12/2016"
"226.content","ya kenapa harus henti","0",2,"01/12/2016"
"227.content","mau bagaimana lah program cuman itu saja kog plis deh jangan gitu donk tar ada yg baper terus kompres lg ni","-1",1,"01/12/2016"
"228.content","ya moga saja makin sini makin liar","-1",1,"01/12/2016"
"229.content","lt lt lagi mana ada yg mnggusur ada juga relokasi pindah kan warga haha tempat yg lebih layak prihatin saya","-1",1,"01/12/2016"
"230.content","emang ada bukti","0",2,"01/12/2016"
"231.content","curang","-1",1,"01/12/2016"
"232.content","bisa batal","-1",1,"01/12/2016"
"233.content","fyi nih harta yang dilaporin oleh agussylvi itu harta gabung dengan istri siapa tau itu yg punya malah istri","0",2,"01/12/2016"
"234.content","hus ngomongnya haha bau fitnah ya","-1",1,"01/12/2016"
"235.content","bangun karir dengan kerja keras sehingga di percaya untuk teman","0",2,"01/12/2016"
"236.content","ya maksdnya itu supaya menang cundang sejati seperti bapak halal segala cara","-1",1,"01/12/2016"
"237.content","yang buat sby saja belum ada yg beres urus kpk bagaimana kalau anak sby naik","-1",1,"01/12/2016"
"238.content","biasa kerja sistematis","0",2,"01/12/2016"
"239.content","tunggu dapat hukum prof kait kampanye politik uang cc","0",2,"01/12/2016"
"240.content","mikir pake otak sendiri mayor jangan pake otak sby","-1",1,"01/12/2016"
"241.content","tidak uang politik susah menang","-1",1,"01/12/2016"
"242.content","kalau sampai kpud dki batal jd cagub kira apa reaksi cc","0",2,"01/12/2016"
"243.content","pesan untuk aksi desember jangan anarkis","0",2,"01/12/2016"
"244.content","haha mau tawa ngakak sampai berak baca twit ini minta masukin penjara katanye","-1",0,"01/12/2016"
"245.content","si ini kan mantan tentara kenapa pensiun kerja jadi langgar atur niru siapa sih","-1",1,"01/12/2016"
"246.content","dan jangan menang demi uang jga","-1",1,"01/12/2016"
"247.content","mungkin koalisi ini memang sgt mengandalkn uang satu menang karena uang","-1",1,"01/12/2016"
"248.content","di irawadi tim kami sama sekal tidak singgung kasus abang agussylvi fokus pada kampanyen","0",2,"01/12/2016"
"249.content","benar","1",3,"01/12/2016"
"250.content","prof mungkin agi sibuk jadi belum ada cerah tentang","0",2,"01/12/2016"
"251.content","usaha banget jatohin dngn hubung isu trhdp lagu lama tidak ampuh malah naik elektabilitas agussylvi","-1",1,"01/12/2016"
"252.content","kok tidak ada","0",2,"01/12/2016"
"253.content","program kerja nya ud rampung bapak atau mas program bagi duit rakyat utk rakyat saja","-1",1,"01/12/2016"
"254.content","hebat apkh tidak jd bancak para koruptor ntar bakal super sibuk nangani kss yg akan muncul","-1",1,"01/12/2016"
"255.content","lebih bodoh lg klu agama di hina msh mlh ahokdjarot mikir","-1",0,"01/12/2016"
"256.content","lah itu ada foto asli kalau bukan karena pilkada ngapain kumpul di cikeas hayoo haha","-1",1,"01/12/2016"
"257.content","abang manfa at saja dia tidak tau apalagi suruh mikir","-1",1,"01/12/2016"
"258.content","cuma komen dengan yg sdh buta mata hati mah bangga bangga","-1",1,"01/12/2016"
"259.content","haha aksi anarkis mk yg paling rugi ya","0",2,"01/12/2016"
"260.content","adminstratif itu klu bolh menjanjikn uang hya sj tidak dimasukn dlm program mnjanjikn uangkn larang","-1",1,"01/12/2016"
"261.content","ustad haha ada benci dalam hati","-1",0,"01/12/2016"
"262.content","hati janji janji super muluk dr cagub yg pasti gk akan tepat pilih yg pasti saja","-1",1,"01/12/2016"
"263.content","mantap abang jangan kyk ditimpukin batu","1",3,"01/12/2016"
"264.content","helow kalau berita ini benar bs rugi pasang","0",2,"01/12/2016"
"265.content","rt rp miliar per rw agussylvi nyata bagai politik uang harus","0",2,"01/12/2016"
"266.content","mikir tidak ya mikir tidak ya mikir tidak ya","-1",1,"01/12/2016"
"267.content","kaga usah pake bawaslu lah kalau tidak pernah ada tindak","-1",0,"01/12/2016"
"268.content","citra biar bilang mesra","-1",1,"01/12/2016"
"269.content","apa dapat abang atas nyata ini","0",2,"02/12/2016"
"270.content","lho ini jelas maksud ya haha agussylvi agussylvi dong militer teknobirokrat terimakasih","0",2,"02/12/2016"
"271.content","nah mo tidak ajar debat oleh lus tidak tidak maluin spt skr ini cc","-1",1,"02/12/2016"
"272.content","prihatin","-1",1,"02/12/2016"
"273.content","saya jamin warga saya sejahtera kaya rata","0",2,"02/12/2016"
"274.content","bisa nya cuman fitnah saja","-1",1,"02/12/2016"
"275.content","ya tahu sumpah sdh coba tidak bagi duit tidak ada yg muncul lalu turut nasehat sby","-1",1,"02/12/2016"
"276.content","bwakakakakak dulu jkw kampanye pilpres jg janjiin m desa kok adem","0",2,"02/12/2016"
"277.content","ingat pada machiavellism","-1",1,"02/12/2016"
"278.content","sekalin ketapel haha","0",2,"02/12/2016"
"279.content","terus yg anda dukung tidak","0",2,"02/12/2016"
"280.content","apalagi kalau dinasti nya sudah banyak rampok duit negara kalau terus hancur nkri","-1",1,"02/12/2016"
"281.content","haha gk mirip haha bingung jadi","0",2,"02/12/2016"
"282.content","om jd program m rw bagaimana saya mau jd rw kl tidak jadi saya batalin jd rw","-1",1,"02/12/2016"
"283.content","saya sbtulnya tidak simpati pake atribut militer utk giat sipil","0",2,"02/12/2016"
"284.content","mau sih haha tapi apa daya sby lebih sayang ananda","-1",1,"02/12/2016"
"285.content","jika ini memang benar alangkah bangsat cagub demi syahwat kuasa sama haha","-1",1,"02/12/2016"
"286.content","sudah haha maka itu tetiba ingat nya sby karena nyagub","-1",1,"02/12/2016"
"287.content","prestasi hebat ketua tim cyber yang mulia","0",2,"02/12/2016"
"288.content","itu fans tidak di sosmed rame banget di dunia nyata lol","-1",0,"02/12/2016"
"289.content","haha pikir gampang orang korban karier hormat jangan bikin fitnah bisa byk kader pkb pan ppp pd marah","-1",0,"02/12/2016"
"290.content","posko menang relawan haha lima agussylvi agussylvi l tanah tinggi jakpus","0",2,"02/12/2016"
"291.content","pikir panjang jangan bilang semua sudah atur apa bapak sby bisa atur kader pan pkb ppp","-1",1,"02/12/2016"
"292.content","ini bukan fitnah semua sudah atur bapak sby tinggal terima jadi jangan rendah kader pan pkb ppp pd","-1",1,"02/12/2016"
"293.content","yg mana yg fitnah","0",2,"02/12/2016"
"294.content","jalanam dan sungai di cat hijau","0",2,"02/12/2016"
"295.content","jangan jumawa jangan pula panjang bicara nanti jadi fitnah","0",2,"02/12/2016"
"296.content","satu lg ngutil perabot rmh nas","-1",1,"02/12/2016"
"297.content","pasang calonpaling kece se antero jakarta","1",3,"02/12/2016"
"298.content","ya tidak masalah lama program itu di lapor haha bawaslu yg situ ada lapor tidak","0",2,"02/12/2016"
"299.content","agussylvi menang kalau yg dia taruh besar lho ini","0",2,"02/12/2016"
