"","text","is_kelas","sentimen_3","date"
"52.content","tidak ada yg raguk rekam jejak ttg komitmen anti korupsi",1,1,"10/12/2016"
"53.content","alergi panggung",0,0,"10/12/2016"
"54.content","haha aceh saja ayo kita bantu dengan nyata jangan hanya doa dan prihatin saja y",0,0,"10/12/2016"
"55.content","joz",1,1,"10/12/2016"
"56.content","nah itu program nya bapak dan bapak",0,0,"10/12/2016"
"57.content","pemimpin adalah orang yang ikut era sukarela baik kata mau pun buat",0,0,"10/12/2016"
"58.content","semangat",1,1,"10/12/2016"
"59.content","para mantan komisioner kpk percaya sbg pemimpin yg bersih dlm fakta bagaimana banding kandidat lain biar publik nilai",1,1,"10/12/2016"
"60.content","abang cerita piano gading di hari anti korupsi",0,1,"10/12/2016"
"61.content","dalam demokrasi kita dapat pilih apakah berantas korupsi lawan para koruptor akan menang atau kalah",0,0,"10/12/2016"
"62.content","bro dan sis masih boleh haha kalau mau ikut bareng dan",1,1,"10/12/2016"
"63.content","selamat hari korupsi bapak",-1,-1,"10/12/2016"
"64.content","lho ini kapan ya",0,0,"10/12/2016"
"65.content","tidak bantah jago saya cagubnya tokoh gerak didik cawagubnya",1,1,"10/12/2016"
"66.content","mohon maaf bukan rahim yang salah bapak tp didik yang kurang moral dan linhkungn jg mmpengaruhi",-1,-1,"10/12/2016"
"67.content","lalu sadis kait kan calon koruptor dgn rahim ibu sebut saja atur hukum yg lebih keras utk para koruptor apa",-1,-1,"10/12/2016"
"68.content","saya kira lalu sadis hubung calon koruptor dengan rahim ibu mesti sebut saja atur hukum yg lbh keras",-1,-1,"10/12/2016"
"69.content","maju terus abang moga bisa jadi contoh tempat lain",0,0,"10/12/2016"
"70.content","harga tokoh bawa ubah dunia majalah foresight jepang",1,1,"10/12/2016"
"71.content","lagi training cara debat",-1,-1,"10/12/2016"
"72.content","amin",0,0,"10/12/2016"
"73.content","cara bagaimana bapak emang ibu en anak jadi koruptor itu gantung didik bos",-1,-1,"10/12/2016"
"74.content","mantap",1,1,"10/12/2016"
"75.content","rindu kami pada ya rasul nyanyi oleh abang dan abang",0,0,"11/12/2016"
"76.content","tuips kabar adalah the only cagubcawagub yg dapat sholat jum at sama hoax bukan sih",1,1,"11/12/2016"
"77.content","rindu kami pada mu ya rasul vocal by dan",0,0,"11/12/2016"
"78.content","mari kita do akan kalau bapak aniessandi bapak aniessandi jd gubernur dihrpkn mau rutin keliling subuh an dgn warga",1,1,"11/12/2016"
"79.content","berik contoh yg positif pd masyarakat dan sejuk hati",1,1,"11/12/2016"
"80.content","abang abang dan bapak saling sapa jelang sholat subuh di sunda kelapa hari ini",0,0,"11/12/2016"
"81.content","ada abang dan abang di masjid sunda kelapa qiamulail dan",0,0,"11/12/2016"
"82.content","taushiah oleh",0,0,"11/12/2016"
"83.content","alhamdulillah subuh di sunda kelapa haha ketemu abang abang dan subuh penuh takbir allahu akbar",1,1,"11/12/2016"
"84.content","moga bila pilih jadi gubernur dan wakil gubernur bisa terus lanjut sholat subuh berjamaah amin",1,1,"11/12/2016"
"85.content","alhamdulillah sama dan di masjid sunda kelapa",0,0,"11/12/2016"
"86.content","lurus niat hati riya hangus semua",0,0,"11/12/2016"
"87.content","abang dan subuh bareng di masjid sunda kelapa",0,0,"11/12/2016"
"88.content","bapak juga ya",0,0,"11/12/2016"
"89.content","tunjuk berani haha para calon gubernur pamer visi misi",0,0,"11/12/2016"
"90.content","hmm lepas ini kampanye atau bukan apresiasi saya buat salat subuh berjamaahnya allah maha tahu",1,1,"11/12/2016"
"91.content","sampai saat ini di pilgub dki program masih lebih realitis daripada saya coblos",1,1,"11/12/2016"
"92.content","gua bakak share lo dmna biar lo dapet sanksi sosial karena lo kgak normal seperti laki pada umum",0,0,"11/12/2016"
"93.content","sipdeh pokok kalau cagub yg laen mah sah saja",0,0,"11/12/2016"
"94.content","situ yg tres jd orang jeruk makan jeruk dasar manusia homo",0,0,"11/12/2016"
"95.content","ayo sholat subuh bareng betul abang dan akan di masjid sunda kelapa besok",1,1,"11/12/2016"
"96.content","bebas pokok ini bukan kampanye ya ini sholat jamaah",0,0,"11/12/2016"
"97.content","jangan lupa",1,1,"11/12/2016"
"98.content","subuh berjamaah sama abang abang di masjid sunda kelapa jakarta pusat",0,0,"11/12/2016"
"99.content","pasti ada jln untuk benar moga demokrasi tidak mati",0,0,"11/12/2016"
"100.content","ada baik sbg timses paslon di medsos papar dg data fakta cc",0,0,"11/12/2016"
"101.content","tolong catat ya om",0,0,"11/12/2016"
"102.content","pungli sudah biasa di tulungagung lho fakta begitu haha",0,0,"11/12/2016"
"103.content","biarin kan jadi tau mana yang komit ama rakyat mana yg takut ama kritik rakyat",0,0,"11/12/2016"
"104.content","bapak dulu menghimbau haha pemda untuk proaktif ingat tiap sekolah agar tidak legal kena pungli",1,1,"11/12/2016"
"105.content","cie cie anti korupsi ni",0,0,"11/12/2016"
"106.content","abang jakarta jadi rumah kita sama jakarta jadi ruang menang untuk nomer",0,0,"11/12/2016"
"107.content","tetap semangat mpok silvy jg pd bung ayo dukung dua",1,1,"11/12/2016"
"108.content","di puji bgt lho di akun fb nya bapak bangga lho beliau cinta indonesia dg cara",0,0,"11/12/2016"
"109.content","semalem fotbar sama di depan ada bapak haha haha tidak enak bgt masa foto depan bapak aniessandi",0,0,"11/12/2016"
"110.content","kalau beliau betul datang tnp sepengetahuan apalagi sama istri buah apresiasi luar biasa dr seoran",1,1,"11/12/2016"
"111.content","rugi besar warga jakarta tapi minimal warga punya alternatif cagub kompeten dan abal",0,0,"11/12/2016"
"112.content","salut",1,1,"11/12/2016"
"113.content","kalau ahokdjarot gagal di pilgub dki pilih akhir yg harus jadi pasang pokok jangan anak sby syuramm",0,0,"11/12/2016"
"114.content","mari lihat data",0,0,"11/12/2016"
"115.content","ayo bersholawat",0,0,"11/12/2016"
"116.content","kenapa tidak ada bapak ahokdjarot",0,0,"11/12/2016"
"117.content","daripada rebut basis ahokdjarot yg hanya mending dekat haha pemilih muslim yg sangat banyak",1,1,"11/12/2016"
"118.content","mantap",1,1,"11/12/2016"
"119.content","nah lho",0,0,"11/12/2016"
"120.content","luarbiasa bagaimana dg kbr ya",0,0,"11/12/2016"
"121.content","sudah nikmatin saja ricuh tanggal kemaren",0,0,"11/12/2016"
"122.content","dan miskin itu bukan dampak tapi bagi dari sistem bangun",0,0,"11/12/2016"
"123.content","apakah kalau anda jadi gubernur yg miskin jadi kaya atau malah tambah makin miskin plus",-1,-1,"11/12/2016"
"124.content","bapak ajar dr singapura jkt bukan singapura baru jangan mau pribumi betawi hilang dr jkt",0,0,"11/12/2016"
"125.content","saudara banyak teori bambang selamat sby anda muluk nyata panama pers intergritasnya gubernur masih miskin",-1,-1,"11/12/2016"
"126.content","cari sm mbak mau kasi tanya jangan kabur whooii diketawain sm",0,0,"11/12/2016"
"127.content","jakarta kece senin desember pkl wib di net tv",0,0,"11/12/2016"
"128.content","menang warga jakarta",1,1,"11/12/2016"
"129.content","jadi cagub harus sering sering citra ya haha",-1,0,"11/12/2016"
"130.content","mantab",1,1,"11/12/2016"
"131.content","makin yakin akan lahir pemimpin gerak nasional baru di ibukota cc",1,1,"11/12/2016"
"132.content","dg lantik relawan saya deklarasi saya dukung abang sbg cagu pilih",1,1,"11/12/2016"
"133.content","sama",1,1,"11/12/2016"
"134.content","berik pidato cagub dki jakarta ajak utk wujud maju kota bahagia warga",0,0,"11/12/2016"
"135.content","ini dia gubernur pilih qta",1,1,"11/12/2016"
"136.content","salam komando sama ust",1,1,"11/12/2016"
"137.content","salam komando salam menang dan presiden pks",1,1,"11/12/2016"
"138.content","bismillah rentak kita mulai acara buat top",1,1,"11/12/2016"
"139.content","menang dan dengan siap",1,1,"11/12/2016"
"140.content","top dah bikin d",1,1,"11/12/2016"
"141.content","cakep for kapan kampanye akbar aniessandi aniessandi",0,1,"11/12/2016"
"142.content","apel siaga koord rw se dki di gor pertamina simprug siap menang",1,1,"11/12/2016"
"143.content","untuk cagub paling clean dari korupsi dan anti korupsi buat saya yg pertama",1,1,"11/12/2016"
"144.content","insya allah kordinator rw per tps ini akan hadir oleh",0,0,"11/12/2016"
"145.content","perang opini mnj kursi dki ahokdjarot tamat tidak kejar penyeimbang",0,0,"11/12/2016"
"146.content","serta para kordinator rw dan tim relawan mulai datang haha lokasi cc",0,0,"11/12/2016"
"147.content","bukan soal debat tp siape nyang ngerti deket ame kongkrit buat rakyat jakarta ya tidak om abang",1,1,"11/12/2016"
"148.content","alhamdulillah nyang kalem nyang ngayom ya pilih ame rakyat d met pagi om abang",1,1,"11/12/2016"
"149.content","bapak mau nanam kangkung",0,0,"12/12/2016"
"150.content","dukung warga jakarta buat abang dan abang",0,0,"12/12/2016"
"151.content","relawan mana abang",0,0,"12/12/2016"
"152.content","apa banyak orang jadi relawan abang dan abang karena relawan begitu harga bagi mer",1,1,"12/12/2016"
"153.content","yg edit tu siapa coba suruh lihat yg ahli poto",0,0,"12/12/2016"
"154.content","kredibelitas abang yang tidak di ragunan lagi makin mantap pilih",1,1,"12/12/2016"
"155.content","ahokdjarot fokus pd kelas mngah aniessandi fks ngangkat drajat org miskin ahokdjarot mau gusur tnp gnt rugi",1,1,"12/12/2016"
"156.content","bagmn mau damai di negara kita ini selalu evoria ujung bagi bagi jabat bagi anggar sdh th jalan",-1,-1,"12/12/2016"
"157.content","pala pusing aniessandi",-1,-1,"12/12/2016"
"158.content","cie cie uang sm ahokdjarot skrng",0,0,"12/12/2016"
"159.content","doa jadi menteri bukan dki itu yang butuh",0,0,"12/12/2016"
"160.content","nah hujan luar biasa jelas dlm debat dg ahokdjarot td malam di kendali debit air",1,1,"12/12/2016"
"161.content","kalau ini apa ya pantesan bela mati mati",0,0,"12/12/2016"
"162.content","bisa lihat ubah itu biasa ikut bagi dalam ubah itu luar biasa",0,0,"12/12/2016"
"163.content","diri republik ini tidak pernah atak ada mayoritas dan minoritas semua sama",0,0,"12/12/2016"
"164.content","saya pernah lihat bapak nganterin anaknnya berangkat sekolah pake motor matic jauh belum jadi cawagub dki",1,1,"12/12/2016"
"165.content","bapak dan ahokdjarot sama kece dlm debat malam tp syg yg satu lg lbh suka lompat timbang share program utk jkt lebih kece",1,1,"12/12/2016"
"166.content","bisa bilang tidak fair karena selalu yg lebih dahulu jawab jadi paslon tidak mmliki ksmpatan haha brpikir",1,1,"12/12/2016"
"167.content","si ini omong apa too level ngantuk tingkat dewa",-1,-1,"12/12/2016"
"168.content","hebat aniessandi aniessandi",1,1,"12/12/2016"
"169.content","indah masa lalu jln tangerang jakarta",0,0,"12/12/2016"
"170.content","debat cagub ahokdjarot dan di des",0,0,"12/12/2016"
"171.content","msh mau cs bully jangan jd buzzer haha on ya tidak",0,0,"12/12/2016"
"172.content","mari buka bapak punya solusi tata ruang kota jakarta bapak punya solusi untuk didik jakarta",1,1,"12/12/2016"
"173.content","ada debat di karena beda tapi tetap damai",1,1,"12/12/2016"
"174.content","salute utk anda tarung dgn ksatria tidak spt anak sby",1,1,"12/12/2016"
"175.content","senyum bapak tetap semangat y bapak",1,1,"12/12/2016"
"176.content","dan hadir debat kualitas dan harmonis di salut utk cerdas gagas",1,1,"12/12/2016"
"177.content","jangan dusta hati mu pilihlh cagub yg bs mmbw kmajuan utk dki ibu kota r n bs qt rasakn",0,0,"12/12/2016"
"178.content","salut dgn yg hasil saji debat cagub dki dgn konsep bangun harmoni dan kini keren n",1,1,"12/12/2016"
"179.content","misal yg beri muat ajar adil tadi ya bagus memang tp itu bukan lebih haha ranah menteri ya",-1,-1,"12/12/2016"
"180.content","buat saya lebih kuasa lapang jelas banding yg bagi besar jawab kurang teknis",1,0,"12/12/2016"
"181.content","sekarang kita jd smakin tau kwalitas dari tiga kandidat makasih",0,0,"12/12/2016"
"182.content","studio primadona dukung bapak bapak",1,1,"12/12/2016"
"183.content","saya dukung bapak andai amit bapak tidak pilih lg sudah sgt cukup bangsa qt diam ditmpt lama th",1,1,"12/12/2016"
"184.content","iya bg moga bs direview ulang olh pemda dan instansi kait",0,0,"12/12/2016"
"185.content","bapak aniessandi milih ahokdjarot kan ya",0,0,"12/12/2016"
"186.content","betul dan itu yg hrsnya jd salahsatu fokus penting dlm tentu piliha pemimpin jkt",0,0,"12/12/2016"
"187.content","keren dan bapak yng tidak dateng mungkin baper",1,1,"12/12/2016"
"188.content","bapak adalah orang didik dekat selalu bagai guru yg usaha manusia manusia aga",0,0,"12/12/2016"
"189.content","exactly dude jakarta milik sama mari sama bangun jakarta utk lebih baik dan manusiwi",1,1,"12/12/2016"
"190.content","good moga dilncrkan karena kita tau kondisi geografi demografi jkt spt apa air bersih adlh isu pntg",1,1,"12/12/2016"
"191.content","bapak anak bapak dicariin tuh haha di",-1,0,"12/12/2016"
"192.content","begitu kalau orang didik dalam lihat hidup selalu dasar dgn kasih sayang",1,1,"12/12/2016"
"193.content","haha maaf saya tidak sedang bicara ttg al quran",0,0,"12/12/2016"
"194.content","dan ini masih soal infrastruktur dasar masih ada bidang miskin non konsumsi lain yg kacau",0,0,"12/12/2016"
"195.content","sangat jls ttg program yg sdh sdg akan jalan visi yg baik dari agussylvi ojo lompat terus agussylvi",1,1,"12/12/2016"
"196.content","cocok seperti nih pasang jadi gubernur wakil",0,0,"12/12/2016"
"197.content","gawsa pening abang itu nyata moga om aniessandi bs lbh fokus utk kelola itu",0,0,"12/12/2016"
"198.content","yang bener bapak selalu di hati sejak saya kenal im tahun lt",0,0,"12/12/2016"
"199.content","abang ingin jakarta maju kota dan bahagia warga mari kita semangat cc",1,1,"12/12/2016"
"200.content","tidak adab itu ciri ciri manusia jahiliyah haha",0,0,"12/12/2016"
"201.content","abang pihak kepada masyarakat bawah jakarta lapang kerja harga bahan pokok jangkau dan didik jadi prioritas",1,1,"12/12/2016"
"202.content","kerenn cagub kualitas tinggi",1,1,"12/12/2016"
"203.content","bohong al maidah mksdnya",0,0,"12/12/2016"
"204.content","acara debat sedia panggung buat lompat biar dan debat yang penting frame d",0,0,"12/12/2016"
"205.content","kami siap dukung abang aniessandi",1,1,"12/12/2016"
"206.content","kurang informasi saya tidak bisa jawab",0,0,"12/12/2016"
"207.content","saya jadi mirip timses ahokdjarot ya haha maaf abang aniessandi saya warga biasa kagak ada apiliasi haha timses mana",0,0,"12/12/2016"
"208.content","terima kasih telah saji desember para cagub",0,0,"12/12/2016"
"209.content","maju terus bapak jakarta butuh pemimpin spti bapak aniessandi bapak",1,1,"12/12/2016"
"210.content","smw msh dibwh capai nasional yg rendah jkt timur susul kep ribu",0,0,"12/12/2016"
"211.content","harus berani untuk tidak populer pasti",0,0,"12/12/2016"
"212.content","tuju program lebih haha masyarakat kelas bawah nah ini masalah kompleks d jakarta",1,1,"12/12/2016"
"213.content","yg tengah itu cagub baru ya",0,0,"12/12/2016"
"214.content","dgn lihat ini wajar dulu abang na siapa setelah na siapa sekarang na mana ckckck",0,0,"12/12/2016"
"215.content","hanya sapu bersih yang dapat pakai untuk bersih",0,0,"12/12/2016"
"216.content","tiap hari bila haha telusur jalan jalan nya hati haha sedih jakarta",0,0,"12/12/2016"
"217.content","sukses pakde",1,1,"12/12/2016"
"218.content","nice info nih buat yg dukung tapi nilai saya soal beliau belum banyak ubah haha",-1,-1,"12/12/2016"
"219.content","arus emang pake saja apbd tuh politis ramah beneran haha haha yang penting mah pinter saja divlomasi",0,0,"12/12/2016"
"220.content","menang adalah dan yg sangat kece di",1,1,"12/12/2016"
"221.content","bapak terang filosofi konsep kerja yg kerja oleh",0,0,"12/12/2016"
"222.content","kagak ada masalah abang politis baik warga nurut koropsinya sejak abad sm happy",-1,-1,"12/12/2016"
"223.content","tuh mbak itu paham soal sistem akut di jekardah",0,0,"12/12/2016"
"224.content","moga banyak yg siar live",0,0,"12/12/2016"
"225.content","bagaimana hasil debat tadi kita perlu apresiasi bp beliau berani datang",0,0,"12/12/2016"
"226.content","turut saya sih maaf kalah telak malam ini ahokdjarot is still the best",-1,-1,"12/12/2016"
"227.content","ubah dulu sistem yg koropsi kian abad itu baru bicara bangun tender saja sikat kagak peduli pimpin",-1,-1,"12/12/2016"
"228.content","brharap nettv atau maupun jg siar langsung",0,0,"12/12/2016"
"229.content","jkt sudah habis warna tanah merah coklat mirip dgn darah airmata",0,0,"12/12/2016"
"230.content","ya sidang langsung buka mirip sidang jessica tp spertinya tidak live",0,0,"12/12/2016"
"231.content","haha kl lihat dan di net tv makin yakin mereka dua akan lolos haha putar haha haha ingat el clasico",0,0,"12/12/2016"
"232.content","cara kasat mata kasat telinga mampu pidato motivasi aniessandi itu ad pidato motivasi ahokdjarot",-1,-1,"12/12/2016"
"233.content","yoi bro sdm haha teknologi haha dan program jalan insyaallah jakarta bisa lebih maju",1,1,"12/12/2016"
"234.content","coba sebutin di mana baik yg laku ini substansial",0,0,"12/12/2016"
"235.content","owh gitu thx ya info nya selamat malam",0,0,"12/12/2016"
"236.content","tolong kering airmata kami dan ganti dgn senyum cuma itu kami mohon",0,0,"12/12/2016"
"237.content","bicara bangun huni utk kelas tengah haha bawah itu mudah yg jd soal mana brp biaya bgm dg macet",-1,-1,"12/12/2016"
"238.content","tidak perlu lang jauh bila cuma angan lbh baik selang tp nyata",-1,0,"12/12/2016"
"239.content","jujur saya suka yg cerdas santun tp dki cari gubernur bukan dosen apalagi lompat cc",-1,-1,"12/12/2016"
"240.content","ada himbauan dri dewa pers agar tidak siar live mngkin kena intervensi",0,0,"12/12/2016"
"241.content","byk yg belum selesai",0,0,"12/12/2016"
"242.content","tunjuk kualitas diri kalian bukan cuma soal debat di atas kertas",0,0,"12/12/2016"
"243.content","dan memang akur yang bikin tidak akur kan yang satu lagi siapa itu",-1,0,"12/12/2016"
"244.content","walaupun saya bukan orang dki tapi saya rasa didik demokrasi politik yang sangat luar biasa",0,0,"12/12/2016"
"245.content","lah haha lokal ini adh praktek urban di mana mana abang kamu omong urban atau suburban atau desa nih",0,0,"12/12/2016"
"246.content","sering baca internet jangan situs porno dan nonton program tv knowledge plus dalam baca artikel ilmiah",0,0,"12/12/2016"
"247.content","sorry mau tanya bsk sidang bapak live tidak ya di tv thx",0,0,"12/12/2016"
"248.content","tidak perlu uji coba pa mereka bukan kelinci coba tengah mahal biaya beril haha pake coba mulu",-1,-1,"12/12/2016"
"249.content","yang kami mau keringat campur debu yg ada di wajah kami kalian hapus",0,0,"12/12/2016"
"250.content","ingat pesan ahokdjarot apresiasi kpd dua kandidat ahokdjarot aniessandi atas gagas",0,0,"12/12/2016"
"251.content","kait masalah subsidi abang lagi lagi tidak bicara infrastruktur abang aniessandi bicara bangun manusia jakarta cc",0,0,"12/12/2016"
"252.content","bapak luarbiasa kali walaupun saya medan tetap dukung bapak moga bsa memenangin milu damai dan saya en jmpa bapak",1,1,"12/12/2016"
"253.content","ntar kapan saya jelasin ttg padat lantai bangun bro huni bukan soal tanah dan lahan",0,0,"12/12/2016"
"254.content","yang kami mau airmata kami yg tiap hari tetes di pipi kalian hapus",0,0,"12/12/2016"
"255.content","tidak uda kerja tidak msh jual konsep dgn data jam kumis haha teknik bhs indah",-1,-1,"12/12/2016"
"256.content","hadir syangx tidak hadir padahal ada momen adu program",0,0,"12/12/2016"
"257.content","dukung sama akan jaga damai seperti yang ucap mereka mari doa utk mereka",1,1,"12/12/2016"
"258.content","masuk dari tentang kelola air cukup haha rasa kaya bisa jadi masuk untul dewan pakar abang nih",0,0,"12/12/2016"
"259.content","yang kami mau anggur tidak ada emis dan anak jalan tidak ada",0,0,"12/12/2016"
"260.content","huni itu soal land based jadi sangat kait erat tambah huni tambah beban hadap ruang harus ada a",0,0,"12/12/2016"
"261.content","damai selalu indonesia haha kdepankan nilai demokrasi cie tumben ahokdjarot damai biasa",0,0,"12/12/2016"
"262.content","makin rasa konsep gagas dan visi abang buat jakarta di tiap jawab tidak cuma dengar tapi rasa",1,1,"12/12/2016"
"263.content","kata harus hadir itu suatu",0,0,"12/12/2016"
"264.content","yang kami mau bila kami sakit bisa obat gratis atau murah sekal",0,0,"12/12/2016"
"265.content","keren banget santun cerdas cool maju sama rakyat dki bapak aniessandi dan bapak",1,1,"12/12/2016"
"266.content","net memang televisi masa kini",0,0,"12/12/2016"
"267.content","sama di jakarta kece duel gagas haha duel si agussylvi mana",0,0,"12/12/2016"
"268.content","sudah ditreatment grey water bs utk air baku bahan air minum pam atau utk refill aquifer",0,0,"12/12/2016"
"269.content","malam ini sgt bagus dua tunjuk kualitas pemimpin yang sangat baik good luck abang dan bapak",1,1,"12/12/2016"
"270.content","kece ll haha bt mereka b",1,1,"12/12/2016"
"271.content","itu soal resiko tidak ada hubnya dgn sedia huni jangkau kelas tengah haha bawah di tengah kota",0,0,"12/12/2016"
"272.content","super bgt bukan hanya kota tetapi juga warga ingin maju sdmnya",1,1,"12/12/2016"
"273.content","kasihan yg itu tidak di mention saya wakilin haha",0,0,"12/12/2016"
"274.content","pa jawab pintar inovatif bangga bgt",1,1,"12/12/2016"
"275.content","di kantor mall hotel dsb paksa dan kasih insentif haha mereka yg pisah grey water dan black water",0,0,"12/12/2016"
"276.content","yang kami mau bagaimana kami tiap hari pulang pergi angkot nyaman dan aman",0,0,"12/12/2016"
"277.content","saya salut kpd dua calon gubernur dki dan mereka dua ajar demokrasi yang sehat dan bersih",1,1,"12/12/2016"
"278.content","bangun jakarta sama warga sangat inspirasi dari bukan sekedar bangun karena punya kuasa",1,1,"12/12/2016"
"279.content","tuju sm bapak aniessandi jakarta milik sama",1,1,"12/12/2016"
"280.content","yang kami mau cuma bagaimana esok hari hrg di pasar bisa jangkau murah",0,0,"12/12/2016"
"281.content","senang lihat ahokdjarot aniessandi senyum sama di jakarta kece net tv m",0,0,"12/12/2016"
"282.content","abang apa tanggap stelah saksi debat bapak vs bapak di",0,0,"12/12/2016"
"283.content","nonton acara jakarta kece di sneng lihat visi misi bapak sama bapak dan tidak ada nada tinggi",1,1,"12/12/2016"
"284.content","kami rakyat tidak butuh teori intelek yg ribet jlimet susah di erti",0,0,"12/12/2016"
"285.content","adem liat ya",1,1,"12/12/2016"
"286.content","ahokdjarot abang itu s rektor teknokrat aniessandi sangat detail kerja keras ucap kontroversial",0,0,"12/12/2016"
"287.content","lucu jg lihat diskusi cagub jkt ma lihat kalem nya",1,1,"12/12/2016"
"288.content","seru pilkada damai dari bapak untuk",0,0,"12/12/2016"
"289.content","pemimpin jakarta bukan hanya cuma unggul dalam kertas tapi bukti nyata",0,0,"12/12/2016"
"290.content","seru lihat dan debat di salut mereka baik saja kenapa yg bukan warga jakarta banyak yg sewot ya",1,1,"12/12/2016"
"291.content","terima kasih bapak untuk aku hadap kerja all out bapak terima kasih keren",1,0,"12/12/2016"
"292.content","bagaimana hebat berani papar pandang lawan tahana mantap",1,1,"12/12/2016"
"293.content","teoretis abang bukan teoritis",0,0,"12/12/2016"
"294.content","terimakasih sangat kece debat adem ngeliat bapak dan bapak",1,1,"12/12/2016"
"295.content","bener kece badai bapak ama bapak saling bangun argumen satu sama lain lengkap gagas jika jadi",1,1,"12/12/2016"
