text,is_kelas
nmx psr ya pst rame cb hutan,0
niat aksi bela islam beberapa hari belum aksi ngumpul cikeas dukung cagub magang masuk,-1
robot mulai kerja tidur,-1
pilih nomer sudah paket fpi nyata seram ky lihat harta kaya bos,-1
ikut bantuin ahokdjarot kampanye arti tuju kinerja emg ya,1
baca,0
semoga terus semangat komitmen tinggi apkli,1
menang tetap ikhtiar selalu dekat dng hati rakyat salam buat keluarga besar dicikeas,1
semoga abang berik semua baik oleh tuhan tuhan selamat sukses,1
mirip mirip blt tidak nyontek program,-1
orang gencar mefitnah abang kami yakin balik coba cahaya langit terang tiap jiwa,1
sbg prajurit aktif tidak boleh bisnis cek ps ayat iya tidak sby,-1
abang agussylvi saya tadi sore jam lihat abang agussylvi kampanye jakarta timur keren banyak gemar abang agussylvi keren,1
aksi abang keren tidak seperti paslon lain cuma berani kandang,1
buly dilakukab ahoker hadap atas tindak salah pr ahokdjarot untung elektabilitasnya naik,-1
palsu asli tetap kafir,-1
lebih arah ukur apa lbh prihatin saya tuju,-1
tidak usah muluk emang uang siapa mau bagi,-1
posko rapi saat gubernur posko sejarah masa datang,1
banding jelas lebih tampan aniessandi daripada gagah lebih gagah,-1
tolong timses utama bikin suasana sejuk,-1
posko menang relawan lima agussylvi agussylvi pangadegan pancoran jaksel,0
posko menang relawan lima agussylvi agussylvi manggarai selatan tebet jaksel,0
benerkan puji orang sendiri,-1
posko menang relawan agussylvi agussylvi cipulir kebayoran lama jaksel,0
wahai rakyat jakarta jangan mau bohong pake uang,-1
sudah inshaf neng,0
doa santun anak yatim kaum dhuafa auditorium indra hasan jatiwaringin,0
posko menang relawan lima agussylvi agussylvi kuninganbarat mampang jakarta selatan,0
kalian bayar berapa timses iklan skrng kampus politik,-1
pln tidak rugi negara proyek listrik mangkrak,0
posko menang relawan lima agussylvi agussylvi duren tiga pancoran jakarta selatan,0
dia bukan nista agama kenapa polisi menjdkn ahokdjarot trsk mikir,-1
entah harus kasih atau bagaimana semua sudah takdir dy milih ikut nyagub dy tau resikknya,-1
semoga tuhan berik amanat kepada pimpin jakarta,1
arti milih adlh orang miskin ngarep dpt uang tiap bln arti tidak semua orang miskin kibul,-1
emang nikmat buat gelintir dijadiin bancak apalagi nikmat bener,-1
ingat iklan katak tidak,0
abang mikir tidak duit trilyun banyak manfaat,-1
abang haji semngat,1
kamu pinter tunjukin muka kamu,-1
semoga beliau beliau mrupkan pribadi tuan amanah baik rakyat,1
posko menang relawan agussylvi agussylvi l pancoran pancoran jaksel,0
akun bayar mulai mainin buat nutupin,-1
drpd bingung mending tanya temu lngsung abang gmpng ktemunya drpd na orang laen,0
kalaupun mau jatuhin memang apa sudah bangun dki bah,-1
janji manis ajar babe nyata wujud adil sosial jkrta sjhtera,-1
inget bray senturi hambalang lapindo kami tolak lupa,-1
ckckck ngahok kaya sudah dbayar muka naga burik rizal aj sampai dcopot,-1
tahu siapa beri peci agussylvi dur,0
duit sby masih banyak tenang tidak bagi nanti asal pilih begitu cerita cagub magang,-1
tidak rela cuma tebar uang pes,-1
dulu saya selalu bilang bahwa program adalah jiplak program apa sudah,-1
mmg brilyan bagi duit demi comebacknya godfather cikeas,-1
program kerja tidak penting penting logistik jangan kasih kendor,-1
prihatin saya,-1
suka kaget ya bapak,-1
buly dilakukab ahoker hadap atas tindak salah pr ahokdjarot untung elektab,-1
lantas kenapa tuduh laku politik uang lawan mulai panik anak ingus terus leading,-1
waduh abis ganda uang sby bagaimana apa ikut,-1
tuding dalang polis,0
penjara kampanye politik uang bukti sudah lengkap,-1
bagaimana agussylvi rw saya dapet m ya,-1
arti agussylvi silvy kampanye buat hal sudah agussylvi silvy bicara ahokdjarot bsr sudah,-1
ahokdjarot susur kali ciliwung lihat hasil kerja evaluasi nikmat hasil,1
gubernur rencana apbd disetujui oleh dprd anggar m rw ut rw bagaimana,0
hrsnya beli dagang warga walau batuk jangan kecewa,-1
mikir otak mana otak,-1
sesat arti bener adalah om aniessandi sukses bagai menteri meski pecat ama presiden,1
hanya calon yanh maju menang aniessandi tetap sakit,-1
bagaimana,0
aniessandi janji sd hingga baik,0
halang hadir,-1
malah tidak datang bos,-1
demi buah ambisi kuasa beda tulis ucap sang latih kenapa begi,-1
selamat tuk abang mpok agussylvi smua beli dah,1
panwaslu kota jakarta utara suai jurisdiksi sudah minta klarifikasi langsung tim kampanye,0
aksi lempar kaos sagala rupa mantap,1
berat pikul ringan jinjing,1
rujuk harus henti tni sejak anak kebal hukum,-1
harap masyarakat dki agar pilih gubernur wakil gubernur,1
suai tidak gaji militer harta,0
belum gubernur sudah tidak konsiten dki program rp m agussylvi agussylvi,-1
hebat belum sudah ngelanggar melulu pusing,-1
program bukan bagi duit sgt jelas,1
br rw belum dikaliin bls,0
uang buat program milyar,-1
selamat tuk abang mpok agussylvi,1
saya yudak cerah jawab proff pwrtanyaan agung etis tidak saya pake,0
kampanye jokowi sudah undang desa mau tingkat sdgkan program agussylvi tidak undang undang rw,-1
bukan ambil harta agussylvi m kmrn dilaporin bagaimana thoo kowe guuuz,-1
gilir abang agussylvi kata in standar ganda emg mereka tu,-1
saya prihatin,-1
abang bagi uang,-1
bawaslu omong abang bukan saya sumpah bukan saya pls jangan laporin fpi ya,-1
tidak mungkin mikir sampai situ penting ambisi capai lebih baik pilih sudah bukti kerja nyata,-1
idddiiiihhhhh malu mana janji uang pulak anggar kata bawaslu sportif,-1
pesan akhir ngeri ngeri sedap bongkarrrrrrrrr,-1
mikir mau kuliah harvard lulus kayak gin,-1
abang teman istri cinta lihat putar ciliwung,1
tanah abang unjung antusias ingin lihat cagub dki tidak,1
kirain bantu pribadi,-1
sudah kita tidak usah iri masa anak mantan presiden kudu miskin mah tambah malu,-1
putus kpud,0
sudah jelas ahokdjarot gubernur podomoro tukang gusur masih pilih,-1
siapa pemimpin ibukota fasilitas harus tetap,0
abang harus cerdas nilai mana berita netral mana pihak,-1
prilaku buat berita soal tidak imbang,0
ati jebak betmen akun sebar data palsu dngn niat bully padahal gaampuh sehat el jngn gawaras,-1
yakin kalian semua ayam sayur gen penghianat,0
berita banyak miring ya gawat prilakunya spt,-1
ahokdjarot dpt tunjang operasional gubernur atur dia bg masy tiap pg dtg,1
dengarin semua pangeran omong,-1
ya tahu arah mana bodoh zul,-1
kuda sampah,-1
gagah kali abang ayo pilih agussylvi agussylvi nomor,1
anda sehat anda punya pembntu rmh sp ngepel anda apa bantu gtu ja repot anda kurang p,-1
tuju program m ngajarin tingkat bawah korup program bobot jangan imingin pake duit mulu,-1
abang masih jam politik uang jangan diam tindak,-1
kata cerdas lulus as nyata level hanya segitu,-1
abang ikut jejak mertua kabareskrim sekarang politik uang pidana,-1
obat dulu abang sakit kambuh,-1
nagari balik,-1
program m per rw gampang dikalahin paslon lain bikin program m per rw nt rw tinggal milih plng bnyk dpt duit,-1
prof banyak cari cari kurang apa sedang manang polling saya tidak milih jabar,0
hal cuma laku kasih akun gelo agussylvi mantap sampai gila an serang,1
bos,1
ya kenapa harus henti,0
mau bagaimana program cuman kog plis jangan gitu tar baper terus kompres ni,-1
ya semoga makin sini makin liar,-1
mana mnggusur relokasi pindah warga tempat lebih layak prihatin saya,-1
emang bukti,0
curang,-1
batal,-1
harta dilaporin oleh agussylvi harta gabung istri siapa tau punya malah istri,0
hus ngomongnya bau fitnah ya,-1
bangun karir kerja keras sehingga percaya teman,0
ya maksdnya supaya menang cundang sejati seperti bapak halal segala cara,-1
buat sby belum beres urus kpk bagaimana anak sby naik,-1
biasa kerja sistematis,0
tunggu dapat hukum prof kait kampanye politik uang,0
mikir pake otak sendiri mayor jangan pake otak sby,-1
tidak uang politik susah menang,-1
sampai kpud dki batal cagub kira apa reaksi,0
pesan aksi desember jangan anarkis,0
mau tawa ngakak sampai berak baca twit minta masukin penjara katanye,-1
mantan tentara kenapa pensiun kerja langgar atur niru siapa,-1
jangan menang demi uang,-1
mungkin koalisi memang sgt mengandalkn uang satu menang uang,-1
irawadi tim kami sekal tidak singgung kasus abang agussylvi fokus kampanyen,0
benar,1
prof mungkin agi sibuk om cerah tentang,0
usaha banget jatohin dngn hubung isu trhdp lagu lama tidak ampuh malah naik elektabilitas agussylvi,-1
tidak,0
program kerja ud rampung bapak atau abang program bagi duit rakyat rakyat,-1
hebat apkh tidak bancak para koruptor ntar bakal super sibuk nangani kss muncul,-1
lebih bodoh agama hina masih mlh ahokdjarot mikir,-1
foto asli bukan pilkada ngapain kumpul cikeas hayoo,-1
abang manfa at dia tidak tau apalagi suruh mikir,-1
cuma komen sudah buta mata hati mah bangga bangga,-1
aksi anarkis mk paling rugi ya,0
adminstratif bolh menjanjikn uang hya sj tidak dimasukn program mnjanjikn uangkn larang,-1
ustad benci hati,-1
hati janji janji super muluk cagub pasti tidak tepat pilih pasti,-1
mantap abang jangan kyk ditimpukin batu,1
helow berita benar bs rugi pasang,0
rp miliar per rw agussylvi nyata bagai politik uang harus,0
mikir tidak ya mikir tidak ya mikir tidak ya,-1
kaga usah pake bawaslu tidak pernah tindak,-1
citra bilang mesra,-1
apa dapat abang atas nyata,0
jelas maksud ya agussylvi agussylvi militer teknobirokrat terimakasih,0
mo tidak ajar debat oleh lus tidak tidak maluin spt skr,-1
prihatin,-1
saya jamin warga saya sejahtera kaya rata,0
cuman fitnah,-1
ya tahu sumpah sudah coba tidak bagi duit tidak muncul turut nasehat sby,-1
bwakakakakak dulu jkw kampanye pilpres janjiin m desa adem,0
ingat machiavellism,-1
sekalin ketapel,0
terus anda dukung tidak,0
apalagi dinasti sudah banyak rampok duit negara terus hancur nkri,-1
tidak mirip bingung,0
om program m rw bagaimana saya mau rw kl tidak saya batalin rw,-1
saya sbtulnya tidak simpati pake atribut militer giat sipil,0
mau apa daya sby lebih sayang ananda,-1
jika memang benar alangkah bangsat cagub demi syahwat kuasa,-1
sudah maka tetiba ingat sby nyagub,-1
prestasi hebat ketua tim cyber mulia,0
fans tidak sosmed rame banget dunia nyata lol,-1
pikir gampang orang korban karier hormat jangan bikin fitnah byk kader pkb pan ppp marah,-1
posko menang relawan lima agussylvi agussylvi l tanah tinggi jakpus,0
pikir panjang jangan bilang semua sudah atur apa bapak sby atur kader pan pkb ppp,-1
bukan fitnah semua sudah atur bapak sby tinggal terima jangan rendah kader pan pkb ppp,-1
mana fitnah,0
jalanam sungai cat hijau,0
jangan jumawa jangan pula panjang bicara nanti fitnah,0
satu ngutil perabot rmh nas,-1
pasang calonpaling kece se antero jakarta,1
ya tidak masalah lama program lapor bawaslu situ lapor tidak,0
agussylvi menang dia taruh besar,0
lihat politik nye kelessssss demo lama ato emo neutral,-1
saya tanya program lain kaga kapan saya blg tidak blh bagi duit saat tua rabun serang,-1
bagi,0
bagi,0
memang nyata program sebut cuman wajar saya tanya program apa,-1
saya pernah juara debat se sumut tidak pernah mampu pidato kayak gin,0
bicara miliar rw thn bhsmu bagibagi duit apa beda program jokowi miliar desa pura lupa,-1
laga orang agussylvi ahokdjarot aniessandi terus kenapa bahas malah bapak jokowi,-1
mulai sensi ama jokowi tidak dkt saya omong presiden kamu bahas,-1
sby apa jorok pemikiran saya tolong jelasin ya,-1
mana tahu sewot asumsi negatif sj tidak emoticon apa tweetku,-1
iyain cuma abang berani,1
gaji nunggu lebaran kuda kena tipu,-1
jangan tebar fitnah,-1
bukan patuh hukum mangkrak da kemarin kasus mega korupsi,-1
ya arti mangkrak patuh hukum,1
ya mmg uda mangkrak kasus makanya stop kpk tau dl siapa tikus nye,-1
anti kritik anti tanya ya sudah,-1
dana negara terus bagi apa tidak mangkrak bangun infrastruktur,-1
ajar adil sejak pikir bung kata pramoedya ananta toer sastrawan kali nominasi nobel,-1
mngkin jdwl y prlu prbaiki brbaik sngka lebih baik mnusia ladang kkurangan angkap bagai saran,0
agussylvi soal jokowi bicara dana desa tidak apa ya,-1
berita kayak gin,0
keren,1
pidato kayak gin mana linknya pidato politik agussylvi harimurti yudhoyono,0
habis bahan ya pantes tidak tampil sorbanan macam kampanye dulu,-1
posko menang relawan l rawa bunga jaktim,0
pasti tidak kayak sumber waras,0
tidak sempat salam baca,0
drpd blt ujung proyek mangkrak program apa jalan lama tahun,-1
yra,1
bahas kayak lebih penting neng atau,0
nama ahokdjarot sebut soal korupsi,0
akun abal otak dengkul mbak hilda,-1
sedih,-1
terus duit darimana tu,-1
politik uang salah satu,-1
ibu bingung apa saya ibu,0
baru nyalon anggar begini amat bagaimana percaya ni orang anak siapa sby ya,-1
emang pernah bapak nye nemuin demo,0
pernah tidak bedak mana hacker mana blogger,-1
abang lama luar neger sampai tidak tau jkrta sekarang bapak bangun sgl bidang,-1
coba sm bapak sisih uang buat orang,0
tidak jkt damai,1
tidak usah gubris ahoker emng tugasny mnjatuhkn lawan,-1
abang agussylvi maju terus jangan hirau anjing helder ahokdjarot gonggong komen sinis,1
anak sby kebal hukum ahokdjarot begitu sudah demo habis,-1
hambalang sudah siap tanam bangun tidak,-1
kolektor mbl antik semoga tidak,0
mang kenapa masalah buat kamu,-1
pemimpin tegas cerdas kualitas,1
mata kamu katarak ya apa tidak baca lihat kamar tidak,-1
kamu tidak cerdas baik milih masa,-1
kamu cuma tidak bangga jago,-1
abang abang jangan lupa ya nanti gubernur jadikalah saya ketua rw salam sayang se,-1
terima beres dah tong tidak usah ribet betul tidak sby,-1
tong kosong nyaring bunyi bs menang miris tidak asli kemenganya bapak tngan demo fpi mu,-1
posko menang relawan lima agussylvi agussylvi l cakung jaktim,0
semua visi misi sampa masalah asumsi teori prediksi oleh tinggal tgu menang ukt aplikasi,1
buahahahaaha anak sby nanti baper,-1
tidak actionnya bawaslu,0
eyang tmbah senang,0
posko menang relawan agussylvi agussylvi jaksel,0
dia cara solusi bangun ruang buka hijau tanpa gusur,0
saya tidak undang,0
iya nanti bantuin gubernur ahokdjarot ama wkl gubernur ahokdjarot ya buat ubah besar,1
terjun abang,0
contoh buzzer tidak punya cara selain fitnah ckck,-1
bilang gubernur siapa gr kamu kagak,-1
bagi duit mana goblok abang cuma sampa program kampanye,1
spesialis cadang menteri gantiin korup dor gantiin sakit tolak,-1
hal cuma laku kasih akun gelo agussylvi mantap sampai gila an serang,1
ya dia anggota dpr menpora kualitas sangat raguk,-1
kampanye cempaka sari rw lurah harap mulya camat mayor jakarta pusat,0
lihat politik nye kelessssss demo lama ato,0
waketum,0
posko menang relawan lima agussylvi agussylvi jakarta timur,0
posko menang relawan lima agussylvi agussylvi l duri kosambi jakbar,0
cara solusi bangun ruang buka hijau tanpa gusur bodoh,0
arti bapak dukung tidak minggir,1
bapak cagub tidak program internet gratis gituh pilih nanti,0
satu bw pulang perabot rmh nas,-1
demo tidak gede doski keluar neger terus tiap demo yegak,0
nyimak,0
bilang apbd bancaan apbd tidak tau msk kantong bagi dikit tidak usah bngun sudah,-1
tidak jenderal,-1
saya sabar kog,0
asal jangan takut debat ya abang,0
unggul mana,-1
cara bagaimana apa mau beli lahan warga atau rumah dana gelembung kaya hammm,0
papi papi papi kalah ama bikin album puluh proyek mangkrak saya,-1
mbokk sekal na mbah google tidak keliatannnn bodoh na,-1
pilih nomor jakarta lebih baik segala bidang,1
salfok btw layout keren abang el bagus publikasi prestasi jelek,0
tiap dinding rumah tanam pihon rambat,0
pake balon udara,0
promosi ksuksesan ahokdjarot gratis,1
nama calon republik mimpi,-1
orang bego rasa cerdas sudah kritik orang cerdas,-1
ayo beri semangat agussylvi anggar sgr capai,1
semangat abang sedikit ayo kejar target,1
cara ntar na sby dulu,-1
sebar sebar duit adalah koenci bawaslu dki temu duga anggar program rp m,-1
cat semua bangun warna hijau bagaimana gitu tidak ngerti trobosan baru,0
kangen abang berseragam loreng lihat pas gagah ngono lo,1
cara ganti cat gedung dpr warna hijau,0
sudah briefing bapake sblm blusukan,-1
katak tidak,-1
tenang prof kl menyalahin atur kampanye tidak prof pidana atau sekedar perin,0
tidak usah gubris ahoker emng tugasny mnjatuhkn lawan politikny bahkan sm,-1
posko menang relawan lima agussylvi agussylvi l duri selatan jakbar,0
gugur emg,0
bapak doyan mangkrak dana tidak sedikit ank mau hamburin uang calon paling parah,-1
kampanye wajar bos tidak usah pake politik uang sudah basiii,-1
abang dinomention cagub tidak,0
kayak gin mo gubernur,-1
baa lucu banget,0
program kembang usaha abang mpok ruang uang bg sluruh lapis usaha,0
el omong km panik naik naik kuda kali,-1
masih ngeles program tidak daftar kpu ya tidak,-1
bagaimana cuma negarawan peduli kasih solusi ngeyel ikat kpntingan,-1
program kembang usaha abang mpok selenggara latih kerja wirausaha,0
ngelonin sambil netek ya kerja toko cina ya pantes libur paranoid ya,-1
sudah tau om program ukm abang mpok dana gulir jt unit usaha,0
cuma klik dapat hadiah uang pulsa voucher,0
sejak kapan tim angkat awas milu,0
total persen besar,0
tuju banget,1
jalalhusin yudhoyono jhy,0
lucu banget,0
ganteng saing,0
ambisius akhir bablas trlalu percaya diri tidak tau diri saya prihatin,-1
bro saranin ngelanggar terus br kl mau menang hrs ayo semangat ya,-1
posko menang relawan lima agussylvi agussylvi l kampung bal jakpus,0
alamak,0
abang agussylvi kemaren kasih bener relasi warga kampung tengah minta baju abang agussylvi boleh tidak,0
dulu gsk bikin janji kawin artis lain ya abang,0
tidak baca berita padahal jokowi mantau proyek infrastruktur,-1
terima kasih abang rasa penuh cinta masjid jam nurul huda wijaya timur,1
terus pas demo kemarin jokowi mana lol,0
gaes jangan lupain gaess calon dibatalin,-1
baru presiden tidak kayak denger,0
saya mimpi kamu gubernur terus bantuin tkg nasi padang ukm modalnye susah abang tuhan kamu lbh baik kader y laen,1
banyak jobless tingkat wilayah mending modalin ukm kecil tengah abang drpd kasih rw m bulan juta rbut mulu,-1
btw program abang kasihin rw m cuma buat makin chaos abang alam alm babeh saya sampai fitnah malah,-1
posko menang relawan lima agussylvi agussylvi l semper barat jakut,0
yaw jelas wong acara bpkmu,-1
bapak boleh rakyat dapat ide segar visi anda pribadi,0
saat menang agar rakyat panglima bukan korban,1
terimakasih,1
posko menang relawan lima agussylvi agussylvi jakbar,0
posko menang relawan lima agussylvi agussylvi l senen jakapus,0
keren doa titip doa ya ahokdjarot gubernur lagih,1
mmg top tidak sia bokapnya main mata sekte gelontor fulus,-1
kl saya malu ya,-1
hits tekan program bukan politik uang by,1
ide brilliant indah,1
posko menang relawan lima agussylvi agussylvi l rorotan jakut,0
posko menang relawan agussylvi agussylvi koja selatan jakut,0
betul,0
saya tidak paham pemikiran om saya paham abang jalan kampanye baik,1
harus prihatin keluar mulut,-1
umum bawaslu dki rancam sanksi batal bagai,-1
tidak usah gubris ahoker emng tugasny mnjatuhkn lawan politikny bahkan sampai fitnah,-1
cek mba jangan bloon kaya ahoker lain,-1
ayo semangat kami terus dukung kalian,1
pilih gubernur wujud program,0
asyik mdhan punya nyali dtg,-1
nyusahin,-1
sudah baca belum,0
dear bapak sby jangan bunuh diri baca,0
bapak pemimpin kami bantu islam neger indonesia bapak,1
bagi duit program tidak salah salah bagi kata asal bunyi satu in,-1
bapak y koruptor ya,-1
saya ikut prihatin abang,-1
program rumah rakyat abang mpok keren,1
doa pilih nomor menang putar periode tq demo,1
program rumah rakyat abang mpok bangun laku scr integrasi,0
bangun tanpa gusur program abang mpok,1
moda transportasi lintas air konsep abang mpok,0
smentara timses korbanin kampanye sampai orang diskorsing tidak gaji,-1
main curang krna inspirasi sby,-1
ibu seperti damba abang pemimpin semoga apa damba ibu,1
tuips kita post ayo gambar prnh buat abang mpok sebar ayo,1
duga mungkin orang suruh,-1
apkh berani buat putus adil suai,0
arti syarat agar polisi jaksa lihat langsung oleh rakyat,0
ttg jakarta masih digodog arti alat lengkap daerah yaitu jabat bs dicontrol,0
abang mbak hati hati susur sungai ciliwung jaga sehat abang mbak,1
abang aye nitip atu legacy babe nyata musti dilanjutin kite mulai jakarta ayo,1
arti bukan bela islam ya bela silvyana gambar bicara,1
waktu tentu bro,0
bawaslu dki dapat lapor temu panwaslu duga anggar politik uang laku oleh,0
komitmen abang mpok nek miras,0
rujuk bukan awas milu ngawur kuadrat,-1
damai cuma slogan ngidam,-1
malu ikut jejak sang mertua aulia pohan tanya sby,-1
bikin pikir dulu cara sby begini,-1
mmg tajir bagi blt,-1
yakin sampai sana,0
waketum partai,0
cemen kamu bray,-1
pagar makan tandur tolong rmh singgah anjal,0
betul banget takut ajang debat,-1
bakal nambah byk tabung gubernur dki,-1
thn kuasa petral berapa,-1
benar kivlan zien rachmawati serta sri bintang aman polda metro jaya,0
mantap,1
orang bego rasa cerdas sudah kritik orang cerdas bego lupa,-1
iya jelas sudah bukti sa guna uang politik,-1
lumayan m,-1
sudah jelas janji beri cash pilih masuk uang politik pinter tahu,-1
orang cerdas tidak dukung kcuali imbal tidak kasih imbal ya kcerdasan raguk,-1
ya program sampai ditegor bawaslu bukan mawasdiri mlh bangga,-1
tuju abah keluarga tukang tipu tampil palsuuuuuuuuu semua,-1
hasil polling twitter selalu indikasi ahokdjarot wakakak,1
prilly with bapak agussylvi,0
memang mental sprti bapak tidak mau kerja program bagi duit rusak mental warga,-1
masih kalah tukang martabak,-1
mau pemimpin kecut seperti mau uang pajak mu colong oleh tikus dasi,-1
agussylvi siap berik ruang warga gelar giat agama,0
tidak perlu hebat sederhana namun tulus,1
tolong jawab jangan pake lompat tidak bagus sehat,-1
yakin urus dki logis jangan obral janji km pilih anda jika tangkap sisa koruptor djaman sby,-1
miskin adalah kuat bagi harus kuasa,-1
kerja nyata relawan rw agussylvi jakut pimpin m hafiz tidak bantah,0
program dangkal implementasi belum dipikirin gubernur laksana tidak kompeten,-1
kalah betul tidak bukan kader partai,0
agussylvi kamu menang gua pindah,-1
cemen mutu segitu,-1
pilih pilih rakyat sudah cerdas tidak tidak program byknya pncitraan tau bagi uang anak sd,-1
ngakaksss abang hadir buat bikin banyak anggar pilkada,-1
karabitan minim alam tidak tau masalah cuma bagi duit program nihil ngacirrrr,-1
semua hsl kerjasama kanjeng abang,-1
anak bapak ya saya ikut prihatin,-1
junjung ouw agussylvi junjung kamu tong,0
prestasi pribadi junjung kamu apa,-1
lupa kelam penuh gusur jkt buah masa depan cerah rakyat jakar,1
saya lebih suka ketemu gubernur dki agussylvi nomor,1
laporin bah masak strategi bagi bagi duit oleh teamnya abang ungkap publik,-1
bung mank gaji tentara salam thn lulus akmil thn sampai sekarang kl total brp duit,-1
bener abang takut debat jangan bikin malu dukung abang,-1
pakai batik siapa ya abang,0
balik sukses pria selalu wanita hebat sisi,1
alas hadir acara debat apa urus debat program,0
love rakyat jakarta tunggu,1
salah satu polling paling goblok jagat kamu lucu ya gun dungu,-1
payah ajak debat ngacir,-1
ngakak tidak gin amat kali yaampuunnnn,-1
