text,is_kelas
bcra tidak realistis tidak msk akal ambil mtor jah hrspke dp mna beli rmh bebas dp mustahil,-1
mereka tenun kebhinekaan bangga,0
masuk kerasan verbal ato fisik bapak,0
bg aniessandi jangan sampai mata sipit kuda nanti bagaimana nasib asli betawi jakarta,0
tidak hoax tidak sara issue n demo semoga tuhan brsama paslon trbaik mnurut,1
bapak dp rumah ibu sri mulyani ngamuk npl kita sudah cukup tinggi boro mau investment grade turun rating,-1
ya dki bs tenggelam oleh kaum urban demi,0
mirip bapak,0
bukan nol dp bapak cuma geser dpnya angsur,-1
benar banget janji palsu pasang n ude tahu awal,-1
tentu suka horaaang meng kayaaaal,-1
data seluruh indonesia bapak dosen bapak lbh bagus,-1
abang bapak abang emang iya ya,0
koordinasi om bnn lebih tau faham sangkut dua,0
masih satu gerbong satu masinis masinis sibuk tuuwwwiiitt tuuuwwiiit,0
suruh nabung terus tidak boleh ambil bulan sami mawon dp cicil bohong banget,-1
saya hanya doa menang bapak aniessandi abang aniessandi mudah dki bs bawa jakarta damai,1
akhir paslon turut saya paling unggul debat tadi mahir rangkai kata kalimat sejuk dengar,1
lucu bangsa umar abu bakar ustman bakal kualat ne tiga,0
hapus komennya takut tidak bayar,0
jago buat program dikbud pengejewentahan tidak makanya korban resulfe kabinet,-1
ampun bapak,0
emg kapan bapak kita tidak tuan rumah sendiri lebih spesifik bapak konkret,0
didik kurikulum indonesia hajar bungkus tenun sesat,0
mrk sllu blg hrs santun debat tidak etika mnyerang personal bukan substansial program,0
apa bapak,0
alokasi dana didik apbd dki paling tinggi se indonesia gara mantan mendikbu,0
monggo cek bro,0
napsu gubernur mlanggar atur,-1
bapak bila tuhan jdkan sbgai pemimpin jakarta mhn seru melafadzkan sholawat tarhim jelang sholat subuh,0
saat bapak ahokdjarot dapat puisi anak sandang disabilitas,0
kasih paslon tidak ky murid jewer guru ska mat,0
sehat sukses selalu ya bapak,1
kenapa hny berlaku jkt,0
program sekal tidak laku fakta ilmiah jebak rakyat,-1
bgitupun sbaliknya tuhan maha asyik paham betul ktika takdir nanti tidak ssuai,0
skr tiap lihat omong bawaanya kesel matiin tipi politik ubah orang,-1
bagi besar mrk pilih ahokdjarot ahokdjarot jangan sesat didlm bangun opini,1
dulu sangat kagum sampai inspirasi ikut kelas inspirasi ngajar saya suka tutur kata bapak pintar open minded,1
manis banyak omong aniessandi lupa omong sendiri,-1
coba koreksi catat icrw anak indonesia bicara tadi dki so,0
apresiasi jawab ttg lebih calon lain perfect answer hrs aniessandi baik tanya bukan ttg program,1
jangan suudzhon,0
debat tadi hanya tarung antara ama well luck,0
ingat gubernur adlh ayan masyarakat hrs rela waktu tenaga pikir rakyat,0
jangan buruk sangka bapak tanya panitia bukan guna twitter,0
semua kembali rakyat dki sapa pemimpan pantas maju jakarta,0
jika pilih jangan kecewa warga jakarta,1
salam,0
tema lindung anak,0
maju terus bapak demi jkrta,1
bagai orang ibu wanita rasa harga bapak aniessandi thx,0
yakin abang anti kerasan mesra fpi,0
semua benar tolak bapak tolak tangkap aparat,-1
kata jangan curiga curiga curiga,0
abang aniessandi emang jakarta belum jaya sekarang ya uda jaya demo gedg bertikagkt,0
oc,0
ahokdjarot bilang segala cara laku asal menang ngasih hal tidak mungkin wujud wa,-1
hari gin pilih pasti pasti sudah bukti sudah ruji ya paslon tidak,1
siang gubernur malam ngejar jahat macam film datk justice top dah abang aniessandi,1
kira thn feasible tidak bapak,0
mungkin gerak lebih bagus im,0
sampah lo jawab berapa gede pengaruh im data kasih data gausah ceriwis,-1
jkt sudah maju saya lihat urus ahokdjarot sudah bukti bukan wacana janji,1
semoga pilih bagai gubernur jkt jaga amanah amie,1
sptnya bapak sbg orang didik hrs ajar kpd soal konsisten integritas,1
sajak nyanyi bapak,-1
beda antara dunia nyata fantasi sak,0
masa jabat cuma thn bikin skema cicil rmh thn bapak bank bikin skema cicil umum th feasibility study,0
betul bro pas banget ahokdjarot ahokdjarot gubernur,1
aba bawah comment fransisca pantes udahan j,0
smg klau perempuan maksud adlh irt tau mbagi waktu y bapak n bukan uang oriented,0
suundzon,0
menang,1
kita kembal kepada berpengalaman sudah bukti stuju,0
bro mantap legalisasi ganjo ancur fef,0
pasti rebut jakarta,0
warga alexis maksud bapak sudah capek blusukan duluan malah wakil,0
takdir sudah tulis tugas kita adl ikhtiar doa,0
tetap salam jari meski saya bukan warga dki,1
tuhan semangat,1
pasang serasi,0
semoga menang putar,1
aniessandi sombong santun aniessandi cuci uang panama paper,-1
bapak suatu katak bukti klau sudah realisasi klau belum realisasi bukan bukti nama,0
urus didik tidak becus sampai pecat skr sok belagu mao urus dki lbh ruwet situ waras atau tidak tau malu bapak,-1
semangat tawakal hanya kpd tuhan,1
om tante,0
sudah lihat belum ya paling mingkem,0
kurang tutup begitu balik paslon lengkap,1
bapak temennya skrang fpi pks ya wajar kamu jngan ikut ya,0
keselek apa statement tidak jelas sumber arah begitu,-1
saya selalu doa agar apa tuju anda capai,1
bapak harus besok dtg even tidak salip oleh paslon,0
doa saya tidak menang abang abang doa,1
kepemimpinan pinta bukan minta fix ya saia amanah saya bapak abang,1
suudzon tidak baik bapak,0
sudah jalan pns tni polri dana tunjang sbg dp,0
semangat bapak oce,1
kata aniessandi dulu sekarang aniessandi sudah robek tenun bangsa demi raih kuasa,0
betul abang kecewa tadi pas tidak suara,0
wah tumben metrotivu bener,0
abang mau tanya kata bapak ahokdjarot bapak pecat menteri tidak sinkron program beiau terus ibu puan bagaimana,0
allohumma salam,0
sindir om fahri,0
bukan artis ya video siapa bikin,0
bunglon mana jawab tanya buka laku depan debat banyak tau,0
pilih baik masyrakat dki,1
saat urus lebih serius benar oleh mereka,0
selamat tanding abang bapak abang selamat juang jkt,0
pe nakaaal kali,0
saya suka jawab bapak ahokdjarot langsung skak mat nyata bapak kait koridor busway keren,1
coblos tidak ya,0
mana bukti,0
beli rumah tanpa dp nabung dl bulan saya da nabung tahun belum cukup buat dp om,0
dulu kerjax tanpa pamrih sekarang imbalanx tanpa kerja,0
pantes pecat presiden tidak nyadar nyata,-1
program mimpi nhayalan sudah pasti,-1
wah anakkecil suruh bagi brosur jalan,0
selamat bapak abang aniessandi kalian juara,1
pantes pecat anda memang jago citra kata,-1
remember this one dia mau legalize ganja bagai bagi terapi paliatif kontroversial ilmiah,0
sudah tidak senjata saing sehat penting menang ya bapak martabat,-1
wartawan paslon apa solusi anda atas masalah banjir jakarta kita harus blaax oce,0
jwbn tidak penting bapak,-1
boleh dapat bocor rumah mau bangun mana y bujan rumah rapung,0
kepriben kiye,0
ya gitu ya bapak,0
kontestasi pilkada dki ungkap jatidiri selalu sembunyi balik kata manis,0
selamat indonesia mulai ibukota sukses pilkada dki tidak,0
saya nabung tiap hari ribu lama tahun bapak kagak ikut dp rumah,0
bapak kalah polling menang adalah abang,0
tolong kirim twiter bapak aniessandi supaya beliau baca sehingga tidak mll,0
gitu ya be,0
yo wis mari pilih tidak dia rasa tidak penting pilih,1
abang kurang cek data,0
tidak penting aba,0
cegah buat segala urus pemda dki harus tes narkoba positif rehab ato pecat ato lapor polis,0
warga mana bapak,0
benar bapak saya tuju pemimpin harus adil saya lebih percaya ahokdjarot timbang bapak thanks,1
walaupun tidak dengar suara tuhan menang,1
kalimat tutup kena warga jakarta,0
kerasan hadap perempuan atau bukan bapak,0
bapak satu anggota dewan ya,0
mohon dengar jerit hati anak bapak,0
punya ide bagus banyak banget apliasikan sedikit selalu dukung bapak,1
didik kita selesa supaya tiap anak berani bertanggungjawab atas pilih sbg diri sendiri,0
tuhan menang gubernur wakil gubernur,1
makanya dosen semua porsi masing,-1
pilkada bukan soal pasang calon soal kebahagian warga jakarta,0
saya minta kursi roda tidak kasih bapak,0
anda td tidak protes end up bagaimana ya be be be,0
bener bukan kota ramah koruptor,0
ya bapak untung beri sempat dua in the name of fairness,0
fpi usak citra islam suka grudukan keroyok masa demo kreatif gitu nanam padi sawah,-1
saat umpama diri umar dia sdg tunjuk bahwa tidak cukup punya percaya diri kenal diri sbg diri,-1
tenun bangsa tenun bangsa mana abang,0
bukan pecat henti tidak prestasi kwakaka,-1
ya rasis kenapa takut orang cina tidak punya kualitas om,-1
tidak nyambung blunder,-1
apa pokok oce wkakakakakak,1
evaluasi dua debat catat buat calon pemolih,0
jelas hy tidak masuk kategori ayo pilih gubernur muslim,-1
tidak lbh baik atas tawur ajar kerasan sekolah bahkan soeharto,0
harap abang jelas kpr bpd tanpa dp back up apbd tetap prudent tidak default gfc kpr,0
bapak tolong buat tentang alir sesat data,0
ngeres pikir abang fadlizone emang beliau selalu kritis abis jokowi ahokdjarot,0
obral janji,-1
aniessandi raih simpati fakta tidak besar lebih bapak,0
kata fakta baik abang,0
makanya henti bapak jokowi program bagus cuma kertas asli saya kecewa luar biasa sm bapak saya,-1
sudah sudah tidak penting debat ahokdjarot n aniessandi bagus cuma ahokdjarot emg lbh bagus an,1
kasih aniessandi aniessandi duit sudah mereka keluarin tidak arti tidak pilih,-1
gambar realisasi ya harus apa cuma konsep,0
cakep doa menang sejuk kedamaiaan,1
ciri kaum munafik spt kyk,-1
bolak balik apa abang aniessandi tempe goreng apa martabak,0
mau bangun rumah mana brp tipe tanah meter masih dibwh juta dp cici,0
bapak omong masyrkt dki mw pempimpin baru bapak aniessandi sm pendukungny y omong,0
tidak plin plan ya masih menteri masbro,-1
ya umpaan sadis bgt ngenak banget,0
doa ya beri percaya sbg sejuk ayom buat masyarakat jakarta,1
contoh takabur sombong lihat oleh bapak istighfar bapak,-1
benar lbh warga jakarta tidak milik rmh sendiri simak data,0
aniessandi tidak bgus debat x cuman pancing ahokdjarot ide cerdas malah nyerang nyari salah,-1
tuju klau tidak masalah pasti menteri tidak ganti ya bro,0
lap,0
kog ya tiap tidak bicara pas hilang melulu,0
skema kyk kpr beda non dp tanya angsur bunga per bulan tenor brp,0
tidak dengar ya waduh jwb dekat hati bukan keras,0
closing mantap bapak bapak kisah abu bakr utsman tuhan with sir,1
siapa gubernur dki nanti jangan lupa traktir martabak markobarnya,0
thn mo baru bukan anda ya,0
artis pandai tanpa uang pilih lain dpt bayar,0
saya betawi tetap pilih ahokdjarot,1
tidak santun closing time bukan minta restu dukung do malah bully ber etika,0
periode putar,0
thanks ya mohon dukung doa semua,1
ahokdjarot ngaco sok tau pikir bapak jokowi mana mungkin presiden bicara,-1
dulu waktu menteri solusi bagaimana bapak realisasi tidak,0
closing mantap bapak bapak tuhan bolak balik hati manusia tawakal terus ya bapak tuhan,1
pondok pinang rw sibuk rapat beberapa hari tuk nerima duit timses hanya tuhan maha tahu,0
kredit kpr rumah tetap seperti kpr lama hny down payment rendah bapak aniessandi aniessandi aniessandi,0
bung aniessandi hasil dengar aspirasi nyata bayar rusun ribu per hari banyak nunggak,0
dua,0
bapak aniessandi kasih sempat omong tho bapak khawatir ntar kyk walkot bandung one man show,0
salam hormat salut abang sejuk sistematis semoga menang,1
mana bukti omong drtd salah ketik seword kali emang seaworld,0
tanya tiga rasisme halalkn pe lupa ngra kt bhinekatungal,0
sabotase bapak,0
kapan tau wa dah tasuka ma wa bangga diri wa sendiri cieciecie pernah ngepens ma aniessandi anjaaaaay,0
maju terus aniessandi aniessandi mari raih menang,1
anak anak prnh alami kerasan sekolah benar simak data,0
fakta tampil paling baik cerdas malam tegas menang seluruh sessi debat,1
hadir seminar isi langsung cagub idam kita,0
datang jangan ubah sudah baik bagaimana,0
ubah bukan rubah,0
jawab tanya paslon tidak tekan rencana laksana transparan mimpi,0
awas makin parah gila,-1
sampa cara tulis media massa kata bapak tadi tidak dengar tq,0
waspada ktp palsu impor gagal bea cukai,0
terima kasih abang sudah mau turun tang jakarta semoga mudah selalu amanah,1
contoh orang picik haus kuasa semoga tuhan mmbktikn mn orang salah benar,-1
bapak bantu kami bangun kembali sekolah adik roboh,0
allahu akbar closing statement luar biasa ya rabbal alamin,1
emang apa salah boss kampanye masih sah wong belum masa tenang,0
jawab tu bapak,0
buntut,0
cuma paling kesan buat saya debat kemarin,0
acara agama islam ya pantes doa cagub islam kampabyenya mana,0
sejak zaman rasulullah sahabat politisasi agama politisasi tingkat tinggi maslahat masyarakat tidak spt skrng,0
harus jelas bagi bagi habis apa buat rakyat sejahtera infrastruktur baik ekonomi baik,0
banget ktika krakusan tutup lembut munafik nama ular kalah licik,-1
ahoker kafir koplak,-1
brenti ngboongn warga kagak takut dosa ya,-1
paling penting balik peci jujuran bangsa tidak kurang pemimpin pintar kurang pemimpin jujur,0
pic tidak,0
mungkin ya bukan janji rumah dpnya rp belakang nabung bln marketing boongan,-1
jangan mudah suudzon tuhan sll lindung umat ibadah maha tau apa benak umat,0
naon saya suka jokowi bot sok tau,0
saya mau bertanya kenapa pecat menteri didik,-1
lb bulus dpan rumah aniessandi or mreka mo bli dkalimantan kusus buat warga jakarta,0
bot jokowi iya gpp dia presiden saya elo presidenya sapa,0
tidak papa daripada twitter bot jokowi,0
cewek sudah tidak cantik agak tidak pinter pula,0
anak muda sedih,0
kmajuan jakarta semoga bapak ahokdjarot menang,1
carmuk rakyat dia pikir bilang soal rakyat otomatis rakyat pilih dia,0
krna lebih senang joget ktimbng ibadah btul om,0
engga abang makasih kami mau mancing laut tidak percaya kolam kalian cukup ikan buat semua,0
atau dulu kita lugu sekarang tidak lugu,0
aji tahsin subuh sydney dukung aniessandi aniessandi jakarta,0
ya rabbal alamiiin,0
kuasa n gengsi mbuat orang lupa segala,0
saya mah lebih baim dukung bapak basuki program sudah lihat timbang kalian dua,1
ya coblos peci,0
tidak jelas,-1
cum ganteng tidak ahokdjarot jarot saling lengkap,0
sehat njih bapak doa ahokdjarot,1
panik ya abang nyerang terus tidak abis abis,-1
saking takut kalah mereka dah tidak tau bagaimana cara kalahin suara pemilih ahokdjarot,0
biasa abang kristen nyali ya seperti susah lihat orang senang,0
jangan pernah kasih kertas print tri serah bapak isman wakil ketua dpc gerindra jaktim polri,0
bapak bapak semoga indonesia lebih baik,1
sudah ln beneran tul tidak oom abang bro sby mbak,0
masalah bukan dp cicil berat bange mbahe,0
pendukungx mana tunjukin foto dukung,0
semoga slalu rahmat tuhan,1
ya baca jelas gua paham,0
tinggal ntt sok coblos tidak berak hahahaj,0
bapak seluruh dukung kece keceh,0
maaf sini lebih kreatif artis papan atas,0
ahokdjarot tetp hati gubernur dki silvy lain hati aniessandi tangis,1
tentu serang fajar larang doa subuh intimidasi massa tps blh tidak kenapa tidak larang rapat,0
simak ya bro,0
sini rasa dekat bung karno pake peci kerjasama rizieq hina bung karno pancasila,0
kya omong anak tk,-1
daun jatuh sudah atur oleh tuhan apalagi gubernur legowo,0
harus punya rasa nerimo orang jawa bilang siapa gubnya sudah atur tuhan,0
kalian tidak usah ribut tinggal lihat hasil semua sudah atur allahswt,0
firzha,0
apa tanggap anda atas pemukulan trhdp jurnalis perempuan coba kasih pandang suai debat trakhir,0
tlh kotak jkt jkt hanya milik orang islam jgan harap gubernur dki,-1
bukti kata tidak bs rubah karakter,0
saya mau tanya and hitung rumah dp matematika anak t,0
