text,is_kelas
tuju agak salah strategi gaya serang tolak blkg  posisi intelektualitasnya justru ga la,-1
gantiin mario teguh,-1
satpol pp,0
super mantap pak anies saya dkk dukung pak anies sandiaga mrkan,1
anies tadi norak banget,-1
hahahamenepuk air percik muka sendiri ya pak,-1
anak mami tidak datang yaitu takut y,-1
cc  jelas  cerah pak,0
saya  malah bangga saat ahok ubah jadi lbh baik anies ubah jadi lebih nyinyir,1
betul ubah pimpin  dulu santun tapi korupsi jadi pemimpin tegas berani bersih,1
tadi pak djarot nantang adu data sama pak tuh sambut gtu kan pak,0
mention mas dong bang jgn segan ah,0
memang pak ahok sudah  resin banjir utuh yah mba kemang aja masih banjir smpe skrg,-1
koq gak pinterpintermasih sakit kah,0
sentuh karya anak bangsa  bapak bangsa,0
masa depan indonesia   tang entrepreneur,0
kalau ditanya  mungkin solusi adalah libat masyarakat  didik  rubah,0
sy tulus dukung klo pak kalahbisa ambil peran sbg motivator mumpung pasar buka lebar sejak  kasus,-1
iya sih data versus data jadi  lihat data siapa  paling valid atau jgn data  ajuk,0
kalo aku jadi ahok pasti udah ku tanya,0
nonton asli keren banget debat cagub tapi rasa debat pilpres,0
saya bukan anak ketua partai gerindrasandi bukan anak ketua partai pks pak lupa ya kalo ga ikut debat,0
agus klaim jakarta saat kreatif,0
ayo  bengkulu gaes,0
pak anies sptnya gagal move on ngmgnya didik mulu debat  cerdas jgn nyinyir n nyindir,-1
bukti cc,0
jd menteri  bantu pilih president jd dia pecat bkn lengser,-1
terus diskakmat dah sama mas anies gak pernah ngumpulin ktp,0
kata  trus   puter ulang,0
pilih gub  sdh terujiterbukti simple khan,0
betul bgt tuh skak,0
cuma  kritik tapi gabisa kasih solusi  jelas n detail pantas henti oleh pak jkw,-1
kok serang isu pribadi dr awal g dgr kyk na hya pidato adil sosial tp program scr kongkrit gk ,-1
pak tetap andal tuhan amin  orang ayah  upaya memback up sang anak,0
stelah liat debat td jujur aja makin gak respek  kok td nyerang pribadi mlulu kira santunya mana ya,-1
debate kali   dibil imbang lahyg kalah si ahy  ga datang ga  tonton ya ga coblos,-1
kritik ban  bukti lapang by,0
liat track record kami dua pecat jadi menteri  selamat hari korupsi,-1
harap simak pk,0
chirpified kritik ban  bukti lapang by,0
pak anies la mbo ajak debat,0
mau sih pilih pak anies tapi setelah periode yabiar tau repot ntar,1
gak elegant blassssgak respect lagi sama,-1
kl terus dikomporin sprti twit anda   makin bnyk orang  antipati kpd ahok sekaligus mbabibuta bela ahok,-1
 pak kalau jadi gub tolong jangan lanjut atau bikin sistem jangan rugi cc,0
mudah terus ya pakmenang atau kalah sudah   ngatur,1
bukan dipecattp dilengserkanhe,0
sempurna hadap publik  debat  kpu,0
strategi khusus pencitraansaat  mungkin sby lagi matang ahy  tampil,-1
maneeee jago lo bang chilli,0
biar bukti yuk dukung no,1
lihat nanti debat  kpu bagaimana poles sby  ahy waspada tum  sby  ahli,0
en baca bela atas tampil tadi,0
ayo dukung ahy loncat dr puun kelapamilih gub  jls normal aja jln pk kaki ga pk loncat,-1
cagub lain baru janjiahok udh bukti,1
kalau pak ahok  ngomongin agama  tengah rapat kerja kunjung kerja gak   salah ya,-1
tanya galileo lah,0
daripada bro lu kena skak konsistensi trus diem ngumpet plester mulut,0
pak ahok hebat ya sama sekal gak pancing ikut nyinyir salut pak ahok,1
om  sebut manusia apa sih ngomong manusia tapi gak  dijabarin,-1
ingat tum lebih ahok  anies  debat jadi lebih  ahy,0
nanti mbak tgl feb juta ktp siap coblos,0
jangan koruptor  dki tommy soeharto aja lawan mas  masa jaya  monopoli cengkeh,1
 kpu  tuju ajar lemah  pak  pak  debat,0
gw sih suka nonton debat tapi  pilgub jakarta ga ngerasa perlu  gw pilih antara track recnya jelas,1
terimakasih foke ye,0
jujur aja mau atau atau  menang gw ga peduli mereka semua ok asal jangan si satu  dah,0
mas apa  laku pak  ganti gusur  jakarta,0
beda kelas bang belum lma  birokrasi ahok sdh duluan,1
mungkin  kalah banding urus buat  jakarta beda  sudah kerja sama  ak,-1
iya yahhh takeberrrrrrrrrrrr,0
tapi kn agama bkn tools  pakai u serang mas pak  memang tokoh islam wajar tunjuk identitas,0
tapi saat adil sosial bagi seluruh rakyat indonesia capai tmsk adil  minoritas  mimpin,1
cc  trhormat bpk,0
keren semua  satu ga tau,1
om saya salah satu  kasih ktp  ahok ngak sakit tuh malah tambah yakin pilih no,1
beringas sekal mlm inimau serang program gk  celahserang pribadi p,-1
saran u hindar tampil nyinyir ofensif seperti rugi diri  bekal kalau sudah berani ikut debat,0
sukses selalu pak mas agus nya mana terima kasih terima,0
terima kasih sdh hadir hibur warga jakarta makin layak  pilih,1
tolak lupaaaaaa,0
paslon no niat gak sih ikut pilkada,-1
jago pak kalah telak malam   pak,-1
saya tag deh siapa tau bapak baca hehe,0
coba liat lagi mas belum lagi ngomongin kinerja mas kok jadi miskin duh mas asal nyamber sih,0
anies kecewa malam  betul bikin hilang respek,-1
edit dong biar  kandidat satu lagi,0
mantaaapppp,1
nyata pak anies  licik jg ya keteter program  serang pribadi,-1
 tentang pak,0
rkyt btuh bukti bkn jnji,0
kapan ya tayang ulang hari  ga sempat ntn,0
mohon maaf saya lihat bpk masih kurang  butuh  bukti real n untk jkt tdk mau coba,-1
debat bcra kualitas,0
 makin banyak org  nyinyir arti beliau  org baik moga jd dki ya pak anies,1
cagub   gila krj,0
mungkin dia lelah,0
bung bang adalah murni the profesionals,1
  kerja banyak tapi   gerak  baik  benar cuma dikit bray  sa,1
kata adil  semuakog perform trakhirnya lagu buat agama ajaga lebih umum gitu pak anies,-1
kader  pling byk korup,0
jangan koruptor  dki tommy soeharto aja lawan sama mas  masa jaya  monopoli cen,1
 program  kinerja ahok ga bs serang mungkin,0
ssh cari pmimpin  jujur,0
wah klo  sdal omong,0
atau mungkin kita memang seperti ,0
pak siiiip,1
pilih ahok jarot no  udh bukti lanjut,1
pilih  sdh trujitrbukti,0
ahok cuma ayan dki bkn pemimpin jd halal,0
mantap,0
u muslim ga dosa pilih jarotmuslim jg kan,1
mereka mereka lupa prihatin saiyyah,-1
pepo belum kasih ijin ikut debatnti aja debat oleh kpud br ikut,-1
ahok udh bukti pilihlg no,1
pasang sll dengung pecah masy dki pdhl slm  masy dki baik aja  ribut demo kan warga luar dki,-1
belum sampe bersih dah rusak sapu yuk dukung agussylvi tuk pimpin dki,1
ahok jujur tegas pinter cepat,1
demokrat korup agy no jdgub,0
hari  pebruari ganti gubernur dki jelas,0
demokrat korup agy no,0
kok gue kesan gak yakin sm om yee teorinye banyak padahal waktu jd menteri aja gajebo gak jelas bo,-1
kurang apa pak djarotdgn sabarnahan sabar dengar sindir seorg anis akhir kluar jgmakjleb,1
konsep mulu capek dah pantes copot dr mentri  satu lagi cabut mulu ta,-1
cagub bisnis spt anis no way,-1
tepat  nyerang pribadi malah org jd males bahas program ajah lbh fair,0
uno bisnisno,-1
kemarin mana pak,0
 nyerang pribadi malah org jd males bahas program ajah lbh fair,-1
gak nyangka bapak udah terpks mudah ,0
selamat juang moga siap program  baik  cara  baik,0
debat ugm cerdas smga budaya yak pak,0
anis teorijanji blm bukti,-1
tuh oom jangan debat lagi ikut ga usah dateng aja,-1
laporhasil polling sementara,0
indonesia didik harap baru dunia didik,0
untung buru pecat kalo enggak bs ditilep tuh duit buat modal nyagub,-1
suara buat jkw ahok  aku kecewa suara  anis sandi,1
debat  cerdas smga budaya yak pak,0
bismillah,0
kwalitas kepemimpinan dki jkt  ikut oleh kuantitas pemilih warga dki,0
pak ga pernah pake qlue ya  lapor via qlue u plynan rs  lmbt cc,-1
setujuhhh,0
terima kasih mas  mas telah yakin yakin  pilih kalian bagai tauladan kepemimpinan masa kini,1
jurus bayang tanpa wujud bang,0
timpang nya beres didik nya beres adil hadir  satu hadir,0
cukup kritis pak saya nikmat debat bapak  ahokdjarot,1
salah satu fokus program pak adalah bangun manusia  jakarta tapi pas debat  serang malah manusia terus,0
ngomongin agama sama serang personal makin lihat asli beliau bukan tenun tapi robek bangsa,-1
lihat bingung mau serang lemah program  sisi mana lagi pilih ya men,-1
ruarrrrbiasa dahsyat nya usaha sang usaha sukses,1
ahok udh bukti lanjut,1
pak anies bbrp oknum saking bebal n goblok dah gak bs  santun  pelan lg paham gak,-1
penghayal  asa jd program nya yaahhh  rasa rasa gitu,0
