"","text","is_kelas","sentimen_1","date"
"118.content","banding jelas lebih tampan aniessandi daripada gagah lebih gagah",-1,-1,"01/12/2016 21:21"
"119.content","tolong timses utama bikin suasana sejuk",-1,-1,"01/12/2016 21:21"
"120.content","posko menang relawan lima agussylvi agussylvi pangadegan pancoran jaksel",0,0,"01/12/2016 21:21"
"121.content","posko menang relawan lima agussylvi agussylvi manggarai selatan tebet jaksel",0,0,"01/12/2016 21:21"
"122.content","benerkan puji orang sendiri",-1,-1,"01/12/2016 21:21"
"123.content","posko menang relawan agussylvi agussylvi cipulir kebayoran lama jaksel",0,0,"01/12/2016 21:21"
"124.content","wahai rakyat jakarta jangan mau bohong pake uang",-1,-1,"01/12/2016 21:21"
"125.content","inshaf neng",0,0,"01/12/2016 21:21"
"126.content","doa santun anak yatim kaum dhuafa auditorium indra hasan jatiwaringin",0,0,"01/12/2016 21:21"
"127.content","posko menang relawan lima agussylvi agussylvi kuninganbarat mampang jakarta selatan",0,0,"01/12/2016 21:21"
"128.content","kalian bayar berapa timses iklan skrng kampus politik",-1,-1,"01/12/2016 21:21"
"129.content","pln rugi negara proyek listrik mangkrak",0,0,"01/12/2016 21:21"
"130.content","posko menang relawan lima agussylvi agussylvi duren tiga pancoran jakarta selatan",0,0,"01/12/2016 21:21"
"131.content","nista agama kenapa polisi menjdkn ahokdjarot trsk mikir",-1,0,"01/12/2016 21:21"
"132.content","entah harus kasih bagaimana semua takdir dy milih ikut nyagub dy tau resikknya",-1,-1,"01/12/2016 21:21"
"133.content","semoga tuhan berik amanat kepada pimpin jakarta",1,1,"01/12/2016 21:21"
"134.content","arti milih adlh orang miskin ngarep dpt uang tiap bln arti semua orang miskin kibul",-1,-1,"01/12/2016 21:21"
"135.content","emang nikmat gelintir dijadiin bancak apalagi nikmat bener",-1,-1,"01/12/2016 21:21"
"136.content","ingat iklan katak",0,0,"01/12/2016 21:21"
"137.content","abang mikir duit trilyun banyak manfaat",-1,-1,"01/12/2016 21:21"
"138.content","abang haji semngat",1,1,"01/12/2016 21:21"
"139.content","pinter tunjukin muka",-1,-1,"01/12/2016 21:21"
"140.content","semoga beliau beliau mrupkan pribadi tuan amanah baik rakyat",1,1,"01/12/2016 21:21"
"141.content","posko menang relawan agussylvi agussylvi l pancoran pancoran jaksel",0,0,"01/12/2016 21:21"
"142.content","akun bayar mulai mainin nutupin",-1,-1,"01/12/2016 21:21"
"143.content","drpd bingung mending tanya temu lngsung abang gmpng ktemunya drpd na orang laen",0,0,"01/12/2016 21:21"
"144.content","kalaupun mau jatuhin memang bangun dki bah",-1,-1,"01/12/2016 21:21"
"145.content","janji manis ajar babe nyata wujud adil sosial jkrta sjhtera",-1,-1,"01/12/2016 21:21"
"146.content","inget bray senturi hambalang lapindo tolak lupa",-1,-1,"01/12/2016 21:21"
"147.content","ckckck ngahok kaya dbayar muka naga burik rizal aj sampai dcopot",-1,0,"01/12/2016 21:21"
"148.content","tahu siapa beri peci agussylvi dur",0,0,"01/12/2016 21:21"
"149.content","duit sby banyak tenang bagi nanti asal pilih begitu cerita cagub magang",-1,-1,"01/12/2016 21:21"
"150.content","rela cuma tebar uang pes",-1,-1,"01/12/2016 21:21"
"151.content","dulu selalu bilang bahwa program jiplak program",-1,-1,"01/12/2016 21:21"
"152.content","mmg brilyan bagi duit demi comebacknya godfather cikeas",-1,-1,"01/12/2016 21:21"
"153.content","program kerja penting penting logistik jangan kasih kendor",-1,-1,"01/12/2016 21:21"
"154.content","prihatin",-1,-1,"01/12/2016 21:21"
"155.content","suka kaget bapak",-1,-1,"01/12/2016 21:21"
"156.content","buly dilakukab ahoker hadap atas tindak salah pr ahokdjarot untung elektab",-1,-1,"01/12/2016 21:21"
"157.content","lantas kenapa tuduh laku politik uang lawan mulai panik anak ingus terus leading",-1,-1,"01/12/2016 21:21"
"158.content","waduh abis ganda uang sby bagaimana ikut",-1,-1,"01/12/2016 21:21"
"159.content","tuding dalang polis",0,0,"01/12/2016 21:21"
"160.content","penjara kampanye politik uang bukti lengkap",-1,-1,"01/12/2016 21:21"
"161.content","bagaimana agussylvi rw dapet m",-1,-1,"01/12/2016 21:21"
"162.content","arti agussylvi silvy kampanye hal agussylvi silvy bicara ahokdjarot bsr",-1,-1,"01/12/2016 21:21"
"163.content","ahokdjarot susur kali ciliwung lihat hasil kerja evaluasi nikmat hasil",1,-1,"01/12/2016 21:21"
"164.content","gubernur rencana apbd disetujui oleh dprd anggar m rw ut rw bagaimana",0,0,"01/12/2016 21:21"
"165.content","hrsnya beli dagang warga walau batuk jangan kecewa",-1,0,"01/12/2016 21:21"
"166.content","mikir otak otak",-1,-1,"01/12/2016 21:21"
"167.content","sesat arti bener om aniessandi sukses bagai menteri meski pecat ama presiden",1,1,"01/12/2016 21:21"
"168.content","hanya calon yanh maju menang aniessandi tetap sakit",-1,-1,"01/12/2016 21:21"
"169.content","bagaimana",0,0,"01/12/2016 21:21"
"170.content","aniessandi janji sd hingga baik",0,0,"01/12/2016 21:21"
"171.content","halang hadir",-1,-1,"01/12/2016 21:21"
"172.content","malah datang bos",-1,-1,"01/12/2016 21:21"
"173.content","demi buah ambisi kuasa beda tulis ucap sang latih kenapa begi",-1,-1,"01/12/2016 21:21"
"174.content","selamat tuk abang mpok agussylvi smua beli dah",1,1,"01/12/2016 21:21"
"175.content","panwaslu kota jakarta utara suai jurisdiksi minta klarifikasi langsung tim kampanye",0,0,"01/12/2016 21:21"
"176.content","aksi lempar kaos sagala rupa mantap",1,1,"01/12/2016 21:21"
"177.content","berat pikul ringan jinjing",1,1,"01/12/2016 21:21"
"178.content","rujuk harus henti tni sejak anak kebal hukum",-1,-1,"01/12/2016 21:21"
"179.content","harap masyarakat dki agar pilih gubernur wakil gubernur",1,1,"01/12/2016 21:21"
"180.content","suai gaji militer harta",0,0,"01/12/2016 21:21"
"181.content","gubernur konsiten dki program rp m agussylvi agussylvi",-1,-1,"01/12/2016 21:21"
"182.content","hebat ngelanggar melulu pusing",-1,-1,"01/12/2016 21:21"
"183.content","program bagi duit sgt jelas",1,1,"01/12/2016 21:21"
"184.content","br rw dikaliin bls",0,0,"01/12/2016 21:21"
"185.content","uang program milyar",-1,-1,"01/12/2016 21:21"
"186.content","selamat tuk abang mpok agussylvi",1,1,"01/12/2016 21:21"
"187.content","yudak cerah jawab proff pwrtanyaan agung etis pake",0,0,"01/12/2016 21:21"
"188.content","kampanye jokowi undang desa mau tingkat sdgkan program agussylvi undang undang rw",-1,-1,"01/12/2016 21:21"
"189.content","ambil harta agussylvi m kmrn dilaporin bagaimana thoo kowe guuuz",-1,-1,"01/12/2016 21:21"
"190.content","gilir abang agussylvi kata in standar ganda emg mereka tu",-1,-1,"01/12/2016 21:21"
"191.content","prihatin",-1,-1,"01/12/2016 21:21"
"192.content","abang bagi uang",-1,-1,"01/12/2016 21:21"
"193.content","bawaslu omong abang sumpah pls jangan laporin fpi",-1,-1,"01/12/2016 21:21"
"194.content","mungkin mikir sampai situ penting ambisi capai lebih baik pilih bukti kerja nyata",-1,-1,"01/12/2016 21:21"
"195.content","idddiiiihhhhh malu janji uang pulak anggar kata bawaslu sportif",-1,-1,"01/12/2016 21:21"
"196.content","pesan akhir ngeri ngeri sedap bongkarrrrrrrrr",-1,-1,"01/12/2016 21:21"
"197.content","mikir mau kuliah harvard lulus kayak gin",-1,-1,"01/12/2016 21:21"
"198.content","abang teman istri cinta lihat putar ciliwung",1,1,"01/12/2016 21:21"
"199.content","tanah abang unjung antusias ingin lihat cagub dki",1,1,"01/12/2016 21:21"
"200.content","kirain bantu pribadi",-1,-1,"01/12/2016 21:21"
"201.content","usah iri masa anak mantan presiden kudu miskin mah tambah malu",-1,-1,"01/12/2016 21:21"
"202.content","putus kpud",0,0,"01/12/2016 21:21"
"203.content","jelas ahokdjarot gubernur podomoro tukang gusur pilih",-1,0,"01/12/2016 21:21"
"204.content","siapa pemimpin ibukota fasilitas harus tetap",0,0,"01/12/2016 21:21"
"205.content","abang harus cerdas nilai berita netral pihak",-1,-1,"01/12/2016 21:21"
"206.content","prilaku berita soal imbang",0,0,"01/12/2016 21:21"
"207.content","ati jebak betmen akun sebar data palsu dngn niat bully padahal gaampuh sehat el jngn gawaras",-1,0,"01/12/2016 21:21"
"208.content","yakin kalian semua ayam sayur gen penghianat",0,0,"01/12/2016 21:21"
"209.content","berita banyak miring gawat prilakunya spt",-1,-1,"01/12/2016 21:21"
"210.content","ahokdjarot dpt tunjang operasional gubernur atur bg masy tiap pg dtg",1,0,"01/12/2016 21:21"
"211.content","dengarin semua pangeran omong",-1,-1,"01/12/2016 21:21"
"212.content","tahu arah bodoh zul",-1,-1,"01/12/2016 21:21"
"213.content","kuda sampah",-1,-1,"01/12/2016 21:21"
"214.content","gagah kali abang ayo pilih agussylvi agussylvi nomor",1,1,"01/12/2016 21:21"
"215.content","sehat punya pembntu rmh sp ngepel bantu gtu ja repot kurang p",-1,-1,"01/12/2016 21:21"
"216.content","tuju program m ngajarin tingkat bawah korup program bobot jangan imingin pake duit mulu",-1,-1,"01/12/2016 21:21"
"217.content","abang jam politik uang jangan diam tindak",-1,-1,"01/12/2016 21:21"
"218.content","kata cerdas lulus as nyata level hanya segitu",-1,-1,"01/12/2016 21:21"
"219.content","abang ikut jejak mertua kabareskrim sekarang politik uang pidana",-1,-1,"01/12/2016 21:21"
"220.content","obat dulu abang sakit kambuh",-1,-1,"01/12/2016 21:21"
"221.content","nagari balik",-1,-1,"01/12/2016 21:21"
"222.content","program m per rw gampang dikalahin paslon lain bikin program m per rw nt rw tinggal milih plng bnyk dpt duit",-1,-1,"01/12/2016 21:21"
"223.content","prof banyak cari cari kurang sedang manang polling milih jabar",0,0,"01/12/2016 21:21"
"224.content","hal cuma laku kasih akun gelo agussylvi mantap sampai gila an serang",1,1,"01/12/2016 21:21"
"225.content","bos",1,1,"01/12/2016 21:21"
"226.content","kenapa harus henti",0,0,"01/12/2016 21:21"
"227.content","mau bagaimana program cuman kog plis jangan gitu tar baper terus kompres ni",-1,-1,"01/12/2016 21:21"
"228.content","semoga makin sini makin liar",-1,-1,"01/12/2016 21:21"
"229.content","mnggusur relokasi pindah warga tempat lebih layak prihatin",-1,-1,"01/12/2016 21:21"
"230.content","emang bukti",0,0,"01/12/2016 21:21"
"231.content","curang",-1,-1,"01/12/2016 21:21"
"232.content","batal",-1,-1,"01/12/2016 21:21"
"233.content","harta dilaporin oleh agussylvi harta gabung istri siapa tau punya malah istri",0,0,"01/12/2016 21:21"
"234.content","hus ngomongnya bau fitnah",-1,-1,"01/12/2016 21:21"
"235.content","bangun karir kerja keras sehingga percaya teman",0,0,"01/12/2016 21:21"
"236.content","maksdnya supaya menang cundang sejati seperti bapak halal segala cara",-1,-1,"01/12/2016 21:21"
"237.content","sby beres urus kpk bagaimana anak sby naik",-1,-1,"01/12/2016 21:21"
"238.content","biasa kerja sistematis",0,0,"01/12/2016 21:21"
"239.content","tunggu dapat hukum prof kait kampanye politik uang",0,0,"01/12/2016 21:21"
"240.content","mikir pake otak sendiri mayor jangan pake otak sby",-1,-1,"01/12/2016 21:21"
"241.content","uang politik susah menang",-1,-1,"01/12/2016 21:21"
"242.content","sampai kpud dki batal cagub kira reaksi",0,0,"01/12/2016 21:21"
"243.content","pesan aksi desember jangan anarkis",0,0,"01/12/2016 21:21"
"244.content","mau tawa ngakak sampai berak baca twit minta masukin penjara katanye",-1,0,"01/12/2016 21:21"
"245.content","mantan tentara kenapa pensiun kerja langgar atur niru siapa",-1,-1,"01/12/2016 21:21"
"246.content","jangan menang demi uang",-1,-1,"01/12/2016 21:21"
"247.content","mungkin koalisi memang sgt mengandalkn uang satu menang uang",-1,-1,"01/12/2016 21:21"
"248.content","irawadi tim sekal singgung kasus abang agussylvi fokus kampanyen",0,0,"01/12/2016 21:21"
"249.content","benar",1,1,"01/12/2016 21:21"
"250.content","prof mungkin agi sibuk cerah tentang",0,0,"01/12/2016 21:21"
"251.content","usaha banget jatohin dngn hubung isu trhdp lagu lama ampuh malah naik elektabilitas agussylvi",-1,1,"01/12/2016 21:21"
"252.content","",0,0,"01/12/2016 21:21"
"253.content","program kerja ud rampung bapak abang program bagi duit rakyat rakyat",-1,-1,"01/12/2016 21:21"
"254.content","hebat apkh bancak para koruptor ntar bakal super sibuk nangani kss muncul",-1,-1,"01/12/2016 21:21"
"255.content","lebih bodoh agama hina mlh ahokdjarot mikir",-1,0,"01/12/2016 21:21"
"256.content","foto asli pilkada ngapain kumpul cikeas hayoo",-1,-1,"01/12/2016 21:21"
"257.content","abang manfa at tau apalagi suruh mikir",-1,-1,"01/12/2016 21:21"
"258.content","cuma komen buta mata hati mah bangga bangga",-1,-1,"01/12/2016 21:21"
"259.content","aksi anarkis mk paling rugi",0,0,"01/12/2016 21:21"
"260.content","adminstratif bolh menjanjikn uang hya sj dimasukn program mnjanjikn uangkn larang",-1,-1,"01/12/2016 21:21"
"261.content","ustad benci hati",-1,0,"01/12/2016 21:21"
"262.content","hati janji janji super muluk cagub pasti tepat pilih pasti",-1,-1,"01/12/2016 21:21"
"263.content","mantap abang jangan kyk ditimpukin batu",1,1,"01/12/2016 21:21"
"264.content","helow berita benar bs rugi pasang",0,0,"01/12/2016 21:21"
"265.content","rp miliar per rw agussylvi nyata bagai politik uang harus",0,0,"01/12/2016 21:21"
"266.content","mikir mikir mikir",-1,-1,"01/12/2016 21:21"
"267.content","kaga usah pake bawaslu pernah tindak",-1,0,"01/12/2016 21:21"
"268.content","citra bilang mesra",-1,-1,"01/12/2016 21:21"
"269.content","dapat abang atas nyata",0,0,"02/12/2016 21:22"
"270.content","jelas maksud agussylvi agussylvi militer teknobirokrat terimakasih",0,0,"02/12/2016 21:22"
"271.content","mo ajar debat oleh lus maluin spt skr",-1,-1,"02/12/2016 21:22"
"272.content","prihatin",-1,-1,"02/12/2016 21:22"
"273.content","jamin warga sejahtera kaya rata",0,0,"02/12/2016 21:22"
"274.content","cuman fitnah",-1,-1,"02/12/2016 21:22"
"275.content","tahu sumpah coba bagi duit muncul turut nasehat sby",-1,-1,"02/12/2016 21:22"
"276.content","bwakakakakak dulu jkw kampanye pilpres janjiin m desa adem",0,0,"02/12/2016 21:22"
"277.content","ingat machiavellism",-1,-1,"02/12/2016 21:22"
"278.content","sekalin ketapel",0,0,"02/12/2016 21:22"
"279.content","terus dukung",0,0,"02/12/2016 21:22"
"280.content","apalagi dinasti banyak rampok duit negara terus hancur nkri",-1,-1,"02/12/2016 21:22"
"281.content","mirip bingung",0,0,"02/12/2016 21:22"
"282.content","om program m rw bagaimana mau rw kl batalin rw",-1,-1,"02/12/2016 21:22"
"283.content","sbtulnya simpati pake atribut militer giat sipil",0,0,"02/12/2016 21:22"
"284.content","mau daya sby lebih sayang ananda",-1,-1,"02/12/2016 21:22"
"285.content","jika memang benar alangkah bangsat cagub demi syahwat kuasa",-1,-1,"02/12/2016 21:22"
"286.content","maka tetiba ingat sby nyagub",-1,-1,"02/12/2016 21:22"
"287.content","prestasi hebat ketua tim cyber mulia",0,0,"02/12/2016 21:22"
"288.content","fans sosmed rame banget dunia nyata lol",-1,0,"02/12/2016 21:22"
"289.content","pikir gampang orang korban karier hormat jangan bikin fitnah byk kader pkb pan ppp marah",-1,0,"02/12/2016 21:22"
"290.content","posko menang relawan lima agussylvi agussylvi l tanah tinggi jakpus",0,0,"02/12/2016 21:22"
"291.content","pikir panjang jangan bilang semua atur bapak sby atur kader pan pkb ppp",-1,-1,"02/12/2016 21:22"
"292.content","fitnah semua atur bapak sby tinggal terima jangan rendah kader pan pkb ppp",-1,-1,"02/12/2016 21:22"
"293.content","fitnah",0,0,"02/12/2016 21:22"
"294.content","jalanam sungai cat hijau",0,0,"02/12/2016 21:22"
"295.content","jangan jumawa jangan pula panjang bicara nanti fitnah",0,0,"02/12/2016 21:22"
"296.content","satu ngutil perabot rmh nas",-1,-1,"02/12/2016 21:22"
"297.content","pasang calonpaling kece se antero jakarta",1,1,"02/12/2016 21:22"
"298.content","masalah lama program lapor bawaslu situ lapor",0,0,"02/12/2016 21:22"
"299.content","agussylvi menang taruh besar",0,0,"02/12/2016 21:22"
"300.content","lihat politik nye kelessssss demo lama ato emo neutral",-1,-1,"02/12/2016 21:22"
"301.content","tanya program lain kaga kapan blg blh bagi duit saat tua rabun serang",-1,-1,"02/12/2016 21:22"
"302.content","bagi",0,0,"02/12/2016 21:22"
"303.content","bagi",0,0,"02/12/2016 21:22"
"304.content","memang nyata program sebut cuman wajar tanya program",-1,-1,"02/12/2016 21:22"
"305.content","pernah juara debat se sumut pernah mampu pidato kayak gin",0,0,"02/12/2016 21:22"
"306.content","bicara miliar rw thn bhsmu bagibagi duit beda program jokowi miliar desa pura lupa",-1,0,"02/12/2016 21:22"
"307.content","laga orang agussylvi ahokdjarot aniessandi terus kenapa bahas malah bapak jokowi",-1,0,"02/12/2016 21:22"
"308.content","mulai sensi ama jokowi dkt omong presiden bahas",-1,0,"02/12/2016 21:22"
"309.content","sby jorok pemikiran tolong jelasin",-1,-1,"02/12/2016 21:22"
"310.content","tahu sewot asumsi negatif sj emoticon tweetku",-1,0,"02/12/2016 21:22"
