"","text","is_kelas","sentimen_3","date"
"28.content","dukung gubernur laku diskriminasi larang kendara motor lewat jalan protokol",0,0,"10/12/2016 21:21"
"29.content","golkar aroma aniessandi kerennnn dah",1,1,"10/12/2016 21:21"
"30.content","karir presenter young global leaders summit tanzania afrika",1,1,"10/12/2016 21:21"
"31.content","tahu jawab sendiri bapak ibu bapak",0,0,"10/12/2016 21:21"
"32.content","karir presenter program save our nation metro tv",1,1,"10/12/2016 21:21"
"33.content","mau ahoker lawan ikutin ritme game agussylvi lbih milih gerilya mantap sia masuk akmil syg bapak",0,0,"10/12/2016 21:21"
"34.content","menang pilgub dki jakarta",1,1,"10/12/2016 21:21"
"35.content","pakde twitwar",0,0,"10/12/2016 21:21"
"36.content","memang orang ibu tentu nasib anak kelak hari hm hmm hmmm",-1,-1,"10/12/2016 21:21"
"37.content","karir sejak rektor universitas paramadina",1,1,"10/12/2016 21:21"
"38.content","tuju bapak naik bis wisata jkt gratis keliling pusat kota jkt bis full ac bersih hasil kerja bapak ahokdjarot",1,0,"10/12/2016 21:21"
"39.content","nemu tolong bawa lokasi debat cagub dki kalian",0,0,"10/12/2016 21:21"
"40.content","karir mitra bagi baru tata pemerintahan",1,1,"10/12/2016 21:21"
"41.content","nyenengin",0,0,"10/12/2016 21:21"
"42.content","jangan lupa warga jakarta abang abang dki",1,1,"10/12/2016 21:21"
"43.content","logika ibu ngerumpi",0,0,"10/12/2016 21:21"
"44.content","mari dukung program kerja bapak bapak",1,1,"10/12/2016 21:21"
"45.content","karir mitra reformasi tata kelola pemerintahan",1,1,"10/12/2016 21:21"
"46.content","jelas pro agussylvi takut debat",-1,-1,"10/12/2016 21:21"
"47.content","baik master in political communication panik bidak catur",0,0,"10/12/2016 21:21"
"48.content","gitu para koruptor penjara rahim ibu benih korupsi",-1,-1,"10/12/2016 21:21"
"49.content","yakin pasti menang doa semua doa para ibu",1,1,"10/12/2016 21:21"
"50.content","seperti hanya harap adil irfan hakim chistina hakim ma hakim garis hakim garis",0,0,"10/12/2016 21:21"
"51.content","abang berantas korupsi sekadar bentak bentak",0,1,"10/12/2016 21:21"
"52.content","raguk rekam jejak ttg komitmen anti korupsi",1,1,"10/12/2016 21:21"
"53.content","alergi panggung",0,0,"10/12/2016 21:21"
"54.content","aceh ayo bantu nyata jangan hanya doa prihatin y",0,0,"10/12/2016 21:21"
"55.content","top",1,1,"10/12/2016 21:21"
"56.content","program bapak bapak",0,0,"10/12/2016 21:21"
"57.content","pemimpin orang ikut era sukarela baik kata mau",0,0,"10/12/2016 21:21"
"58.content","semangat",1,1,"10/12/2016 21:21"
"59.content","para mantan komisioner kpk percaya sbg pemimpin bersih fakta bagaimana banding kandidat lain publik nilai",1,1,"10/12/2016 21:21"
"60.content","abang cerita piano gading hari anti korupsi",0,1,"10/12/2016 21:21"
"61.content","demokrasi dapat pilih apakah berantas korupsi lawan para koruptor menang kalah",0,0,"10/12/2016 21:21"
"62.content","bro sis boleh mau ikut bareng",1,1,"10/12/2016 21:21"
"63.content","selamat hari korupsi bapak",-1,-1,"10/12/2016 21:21"
"64.content","kapan",0,0,"10/12/2016 21:21"
"65.content","bantah jago cagubnya tokoh gerak didik cawagubnya",1,1,"10/12/2016 21:21"
"66.content","mohon maaf rahim salah bapak didik kurang moral linhkungn mmpengaruhi",-1,-1,"10/12/2016 21:21"
"67.content","sadis kait calon koruptor rahim ibu sebut atur hukum lebih keras para koruptor",-1,-1,"10/12/2016 21:21"
"68.content","kira sadis hubung calon koruptor rahim ibu mesti sebut atur hukum lbh keras",-1,-1,"10/12/2016 21:21"
"69.content","maju terus abang semoga contoh tempat lain",0,0,"10/12/2016 21:21"
"70.content","harga tokoh bawa ubah dunia majalah foresight jepang",1,1,"10/12/2016 21:21"
"71.content","training cara debat",-1,-1,"10/12/2016 21:21"
"72.content","cara bagaimana bapak emang ibu anak koruptor gantung didik bos",-1,-1,"10/12/2016 21:21"
"73.content","mantap",1,1,"10/12/2016 21:21"
"74.content","rindu rasul nyanyi oleh abang abang",0,0,"11/12/2016 21:21"
"75.content","tuips kabar the only cagubcawagub dapat sholat jum at hoax",1,1,"11/12/2016 21:21"
"76.content","rindu mu rasul vocal by",0,0,"11/12/2016 21:21"
"77.content","mari do bapak aniessandi bapak aniessandi gubernur dihrpkn mau rutin keliling subuh an warga",1,1,"11/12/2016 21:21"
"78.content","berik contoh positif masyarakat sejuk hati",1,1,"11/12/2016 21:21"
"79.content","abang abang bapak saling sapa jelang sholat subuh sunda kelapa hari",0,0,"11/12/2016 21:21"
"80.content","abang abang masjid sunda kelapa qiamulail",0,0,"11/12/2016 21:21"
"81.content","taushiah oleh",0,0,"11/12/2016 21:21"
"82.content","subuh sunda kelapa ketemu abang abang subuh penuh takbir allahu akbar",1,1,"11/12/2016 21:21"
"83.content","semoga bila pilih gubernur wakil gubernur terus lanjut sholat subuh berjamaah",1,1,"11/12/2016 21:21"
"84.content","masjid sunda kelapa",0,0,"11/12/2016 21:21"
"85.content","lurus niat hati riya hangus semua",0,0,"11/12/2016 21:21"
"86.content","abang subuh bareng masjid sunda kelapa",0,0,"11/12/2016 21:21"
"87.content","bapak",0,0,"11/12/2016 21:21"
"88.content","tunjuk berani para calon gubernur pamer visi misi",0,0,"11/12/2016 21:21"
"89.content","hmm lepas kampanye apresiasi salat subuh berjamaahnya tuhan maha tahu",1,1,"11/12/2016 21:21"
"90.content","sampai saat pilgub dki program lebih realitis daripada coblos",1,1,"11/12/2016 21:21"
"91.content","gua bakak share lo dmna lo dapet sanksi sosial lo kgak normal seperti laki umum",0,0,"11/12/2016 21:21"
"92.content","sipdeh pokok cagub laen mah sah",0,0,"11/12/2016 21:21"
"93.content","situ tres orang jeruk makan jeruk dasar manusia homo",0,0,"11/12/2016 21:21"
"94.content","ayo sholat subuh bareng betul abang masjid sunda kelapa besok",1,1,"11/12/2016 21:21"
"95.content","bebas pokok kampanye sholat jamaah",0,0,"11/12/2016 21:21"
"96.content","jangan lupa",1,1,"11/12/2016 21:21"
"97.content","subuh berjamaah abang abang masjid sunda kelapa jakarta pusat",0,0,"11/12/2016 21:21"
"98.content","pasti jalan benar semoga demokrasi mati",0,0,"11/12/2016 21:21"
"99.content","baik sbg timses paslon medsos papar data fakta",0,0,"11/12/2016 21:21"
"100.content","tolong catat om",0,0,"11/12/2016 21:21"
"101.content","pungli biasa tulungagung fakta begitu",0,0,"11/12/2016 21:21"
"102.content","tau komit ama rakyat takut ama kritik rakyat",0,0,"11/12/2016 21:21"
"103.content","bapak dulu menghimbau pemda proaktif ingat tiap sekolah agar legal kena pungli",1,1,"11/12/2016 21:21"
"104.content","anti korupsi ni",0,0,"11/12/2016 21:21"
"105.content","abang jakarta rumah jakarta ruang menang nomer",0,0,"11/12/2016 21:21"
"106.content","tetap semangat mpok silvy bung ayo dukung dua",1,1,"11/12/2016 21:21"
"107.content","puji bgt akun fb bapak bangga beliau cinta indonesia cara",0,0,"11/12/2016 21:21"
"108.content","semalem fotbar depan bapak enak bgt masa foto depan bapak aniessandi",0,0,"11/12/2016 21:21"
"109.content","beliau betul datang tnp sepengetahuan apalagi istri buah apresiasi luar biasa seoran",1,1,"11/12/2016 21:21"
"110.content","rugi besar warga jakarta minimal warga punya alternatif cagub kompeten abal",0,0,"11/12/2016 21:21"
"111.content","salut",1,1,"11/12/2016 21:21"
"112.content","ahokdjarot gagal pilgub dki pilih akhir harus pasang pokok jangan anak sby syuramm",0,0,"11/12/2016 21:21"
"113.content","mari lihat data",0,0,"11/12/2016 21:21"
"114.content","ayo bersholawat",0,0,"11/12/2016 21:21"
"115.content","kenapa bapak ahokdjarot",0,0,"11/12/2016 21:21"
"116.content","daripada rebut basis ahokdjarot hanya mending dekat pemilih muslim sangat banyak",1,1,"11/12/2016 21:21"
"117.content","mantap",1,1,"11/12/2016 21:21"
"118.content","luarbiasa bagaimana kbr",0,0,"11/12/2016 21:21"
"119.content","nikmatin ricuh tanggal kemaren",0,0,"11/12/2016 21:21"
"120.content","miskin dampak bagi sistem bangun",0,0,"11/12/2016 21:21"
"121.content","apakah gubernur miskin kaya malah tambah makin miskin plus",-1,-1,"11/12/2016 21:21"
"122.content","bapak ajar singapura jkt singapura baru jangan mau pribumi betawi hilang jkt",0,0,"11/12/2016 21:21"
"123.content","saudara banyak teori bambang selamat sby muluk nyata panama pers intergritasnya gubernur miskin",-1,-1,"11/12/2016 21:21"
"124.content","cari sm mbak mau kasih tanya jangan kabur whooii diketawain sm",0,0,"11/12/2016 21:21"
"125.content","jakarta kece senin desember pkl wib net tv",0,0,"11/12/2016 21:21"
"126.content","menang warga jakarta",1,1,"11/12/2016 21:21"
"127.content","cagub harus sering sering citra",-1,0,"11/12/2016 21:21"
"128.content","mantap",1,1,"11/12/2016 21:21"
"129.content","makin yakin lahir pemimpin gerak nasional baru ibukota",1,1,"11/12/2016 21:21"
"130.content","lantik relawan deklarasi dukung abang sbg cagu pilih",1,1,"11/12/2016 21:21"
"131.content","berik pidato cagub dki jakarta ajak wujud maju kota bahagia warga",0,0,"11/12/2016 21:21"
"132.content","gubernur pilih qta",1,1,"11/12/2016 21:21"
"133.content","salam komando ust",1,1,"11/12/2016 21:21"
"134.content","salam komando salam menang presiden pks",1,1,"11/12/2016 21:21"
"135.content","rentak mulai acara top",1,1,"11/12/2016 21:21"
"136.content","menang siap",1,1,"11/12/2016 21:21"
"137.content","top dah bikin",1,1,"11/12/2016 21:21"
"138.content","cakep for kapan kampanye akbar aniessandi aniessandi",0,1,"11/12/2016 21:21"
"139.content","apel siaga koord rw se dki gor pertamina simprug siap menang",1,1,"11/12/2016 21:21"
"140.content","cagub paling clean korupsi anti korupsi pertama",1,1,"11/12/2016 21:21"
"141.content","tuhan kordinator rw per tps hadir oleh",0,0,"11/12/2016 21:21"
"142.content","perang opini mnj kursi dki ahokdjarot tamat kejar penyeimbang",0,0,"11/12/2016 21:21"
"143.content","serta para kordinator rw tim relawan mulai datang lokasi",0,0,"11/12/2016 21:21"
"144.content","soal debat siape nyang ngerti deket ame kongkrit rakyat jakarta om abang",1,1,"11/12/2016 21:21"
"145.content","nyang kalem nyang ngayom pilih ame rakyat met pagi om abang",1,1,"11/12/2016 21:21"
"146.content","bapak mau nanam kangkung",0,0,"12/12/2016 21:21"
"147.content","dukung warga jakarta abang abang",0,0,"12/12/2016 21:21"
"148.content","relawan abang",0,0,"12/12/2016 21:21"
"149.content","banyak orang relawan abang abang relawan begitu harga bagi mer",1,1,"12/12/2016 21:21"
"150.content","edit tu siapa coba suruh lihat ahli poto",0,0,"12/12/2016 21:21"
"151.content","kredibelitas abang ragunan makin mantap pilih",1,1,"12/12/2016 21:21"
"152.content","ahokdjarot fokus kelas mngah aniessandi fks ngangkat drajat orang miskin ahokdjarot mau gusur tnp gnt rugi",1,1,"12/12/2016 21:21"
"153.content","bagmn mau damai negara selalu evoria ujung bagi bagi jabat bagi anggar th jalan",-1,-1,"12/12/2016 21:21"
"154.content","pala pusing aniessandi",-1,-1,"12/12/2016 21:21"
"155.content","uang sm ahokdjarot skrng",0,0,"12/12/2016 21:21"
"156.content","doa menteri dki butuh",0,0,"12/12/2016 21:21"
"157.content","hujan luar biasa jelas debat ahokdjarot td malam kendali debit air",1,1,"12/12/2016 21:21"
"158.content","pantesan bela mati mati",0,0,"12/12/2016 21:21"
"159.content","lihat ubah biasa ikut bagi ubah luar biasa",0,0,"12/12/2016 21:21"
"160.content","diri republik pernah atak mayoritas minoritas semua",0,0,"12/12/2016 21:21"
"161.content","pernah lihat bapak nganterin anaknnya berangkat sekolah pake motor matic jauh cawagub dki",1,1,"12/12/2016 21:21"
"162.content","bapak ahokdjarot kece debat malam syg satu lbh suka lompat timbang share program jkt lebih kece",1,1,"12/12/2016 21:21"
"163.content","bilang fair selalu lebih dahulu jawab paslon mmliki ksmpatan brpikir",1,1,"12/12/2016 21:21"
"164.content","omong too level ngantuk tingkat dewa",-1,-1,"12/12/2016 21:21"
"165.content","hebat aniessandi aniessandi",1,1,"12/12/2016 21:21"
"166.content","indah masa jalan tangerang jakarta",0,0,"12/12/2016 21:21"
"167.content","debat cagub ahokdjarot des",0,0,"12/12/2016 21:21"
"168.content","mau cs bully jangan buzzer on",0,0,"12/12/2016 21:21"
"169.content","mari buka bapak punya solusi tata ruang kota jakarta bapak punya solusi didik jakarta",1,1,"12/12/2016 21:21"
"170.content","debat beda tetap damai",1,1,"12/12/2016 21:21"
"171.content","salute tarung ksatria spt anak sby",1,1,"12/12/2016 21:21"
"172.content","senyum bapak tetap semangat y bapak",1,1,"12/12/2016 21:21"
"173.content","hadir debat kualitas harmonis salut cerdas gagas",1,1,"12/12/2016 21:21"
"174.content","jangan dusta hati mu pilihlh cagub bs mmbw kmajuan dki ibu kota r n bs qt rasakn",0,0,"12/12/2016 21:21"
"175.content","salut hasil saji debat cagub dki konsep bangun harmoni kini keren n",1,1,"12/12/2016 21:21"
"176.content","misal beri muat ajar adil tadi bagus memang lebih ranah menteri",-1,-1,"12/12/2016 21:21"
"177.content","lebih kuasa lapang jelas banding bagi besar jawab kurang teknis",1,0,"12/12/2016 21:21"
"178.content","sekarang smakin tau kwalitas tiga kandidat makasih",0,0,"12/12/2016 21:21"
"179.content","studio primadona dukung bapak bapak",1,1,"12/12/2016 21:21"
"180.content","dukung bapak andai amit bapak pilih sgt cukup bangsa qt diam ditmpt lama th",1,1,"12/12/2016 21:21"
"181.content","iya bg semoga bs direview ulang olh pemda instansi kait",0,0,"12/12/2016 21:21"
"182.content","bapak aniessandi milih ahokdjarot",0,0,"12/12/2016 21:21"
"183.content","betul hrsnya salahsatu fokus penting tentu piliha pemimpin jkt",0,0,"12/12/2016 21:21"
"184.content","keren bapak yng dateng mungkin baper",1,1,"12/12/2016 21:21"
"185.content","bapak orang didik dekat selalu bagai guru usaha manusia manusia aga",0,0,"12/12/2016 21:21"
"186.content","exactly dude jakarta milik mari bangun jakarta lebih baik manusiwi",1,1,"12/12/2016 21:21"
"187.content","semoga dilncrkan tau kondisi geografi demografi jkt spt air bersih adlh isu pntg",1,1,"12/12/2016 21:21"
"188.content","bapak anak bapak dicariin",-1,0,"12/12/2016 21:21"
"189.content","begitu orang didik lihat hidup selalu dasar kasih sayang",1,1,"12/12/2016 21:21"
"190.content","maaf sedang bicara ttg al quran",0,0,"12/12/2016 21:21"
"191.content","soal infrastruktur dasar bidang miskin non konsumsi lain kacau",0,0,"12/12/2016 21:21"
"192.content","sangat jls ttg program sdg jalan visi baik agussylvi ojo lompat terus agussylvi",1,1,"12/12/2016 21:21"
"193.content","cocok seperti pasang gubernur wakil",0,0,"12/12/2016 21:21"
"194.content","gawsa pening abang nyata semoga om aniessandi bs lbh fokus kelola",0,0,"12/12/2016 21:21"
"195.content","bener bapak selalu hati sejak kenal im tahun",0,0,"12/12/2016 21:21"
"196.content","abang ingin jakarta maju kota bahagia warga mari semangat",1,1,"12/12/2016 21:21"
"197.content","adab ciri ciri manusia jahiliyah",0,0,"12/12/2016 21:21"
"198.content","abang pihak kepada masyarakat bawah jakarta lapang kerja harga bahan pokok jangkau didik prioritas",1,1,"12/12/2016 21:21"
"199.content","kerenn cagub kualitas tinggi",1,1,"12/12/2016 21:21"
"200.content","bohong al maidah mksdnya",0,0,"12/12/2016 21:21"
"201.content","acara debat sedia panggung lompat debat penting frame",0,0,"12/12/2016 21:21"
"202.content","siap dukung abang aniessandi",1,1,"12/12/2016 21:21"
"203.content","kurang informasi jawab",0,0,"12/12/2016 21:21"
"204.content","mirip timses ahokdjarot maaf abang aniessandi warga biasa kagak apiliasi timses",0,0,"12/12/2016 21:21"
"205.content","terima kasih telah saji desember para cagub",0,0,"12/12/2016 21:21"
"206.content","maju terus bapak jakarta butuh pemimpin spti bapak aniessandi bapak",1,1,"12/12/2016 21:21"
"207.content","smw dibwh capai nasional rendah jkt timur susul kep ribu",0,0,"12/12/2016 21:21"
"208.content","harus berani populer pasti",0,0,"12/12/2016 21:21"
"209.content","tuju program lebih masyarakat kelas bawah masalah kompleks jakarta",1,1,"12/12/2016 21:21"
"210.content","tengah cagub baru",0,0,"12/12/2016 21:21"
"211.content","lihat wajar dulu abang na siapa setelah na siapa sekarang na ckckck",0,0,"12/12/2016 21:21"
"212.content","hanya sapu bersih dapat pakai bersih",0,0,"12/12/2016 21:21"
"213.content","tiap hari bila telusur jalan jalan hati sedih jakarta",0,0,"12/12/2016 21:21"
"214.content","sukses pakde",1,1,"12/12/2016 21:21"
"215.content","nice info dukung nilai soal beliau banyak ubah",-1,-1,"12/12/2016 21:21"
"216.content","arus emang pake apbd politis ramah beneran penting mah pinter divlomasi",0,0,"12/12/2016 21:21"
"217.content","menang sangat kece",1,1,"12/12/2016 21:21"
"218.content","bapak terang filosofi konsep kerja kerja oleh",0,0,"12/12/2016 21:21"
"219.content","kagak masalah abang politis baik warga nurut koropsinya sejak abad sm",-1,-1,"12/12/2016 21:21"
"220.content","mbak paham soal sistem akut jekardah",0,0,"12/12/2016 21:21"
"221.content","semoga banyak siar live",0,0,"12/12/2016 21:21"
"222.content","bagaimana hasil debat tadi perlu apresiasi bp beliau berani datang",0,0,"12/12/2016 21:21"
"223.content","turut maaf kalah telak malam ahokdjarot is still the best",-1,-1,"12/12/2016 21:21"
"224.content","ubah dulu sistem koropsi kian abad baru bicara bangun tender sikat kagak peduli pimpin",-1,-1,"12/12/2016 21:21"
"225.content","brharap nettv maupun siar langsung",0,0,"12/12/2016 21:21"
"226.content","jkt habis warna tanah merah coklat mirip darah airmata",0,0,"12/12/2016 21:21"
"227.content","sidang langsung buka mirip sidang jessica spertinya live",0,0,"12/12/2016 21:21"
"228.content","kl lihat net tv makin yakin mereka dua lolos putar ingat el clasico",0,0,"12/12/2016 21:21"
"229.content","cara kasat mata kasat telinga mampu pidato motivasi aniessandi pidato motivasi ahokdjarot",-1,-1,"12/12/2016 21:21"
"230.content","yoi bro sdm teknologi program jalan jakarta lebih maju",1,1,"12/12/2016 21:21"
"231.content","coba sebutin baik laku substansial",0,0,"12/12/2016 21:21"
"232.content","owh gitu thx info selamat malam",0,0,"12/12/2016 21:21"
"233.content","tolong kering airmata ganti senyum cuma mohon",0,0,"12/12/2016 21:21"
"234.content","bicara bangun huni kelas tengah bawah mudah soal brp biaya bgm macet",-1,-1,"12/12/2016 21:21"
"235.content","perlu lang jauh bila cuma angan lbh baik selang nyata",-1,0,"12/12/2016 21:21"
"236.content","jujur suka cerdas santun dki cari gubernur dosen apalagi lompat",-1,-1,"12/12/2016 21:21"
"237.content","himbauan dewa pers agar siar live mngkin kena intervensi",0,0,"12/12/2016 21:21"
"238.content","byk selesai",0,0,"12/12/2016 21:21"
"239.content","tunjuk kualitas diri kalian cuma soal debat atas kertas",0,0,"12/12/2016 21:21"
"240.content","memang akur bikin akur satu siapa",-1,0,"12/12/2016 21:21"
"241.content","walaupun orang dki rasa didik demokrasi politik sangat luar biasa",0,0,"12/12/2016 21:21"
"242.content","lokal adh praktek urban abang omong urban suburban desa",0,0,"12/12/2016 21:21"
"243.content","sering baca internet jangan situs porno nonton program tv knowledge plus baca artikel ilmiah",0,0,"12/12/2016 21:21"
"244.content","sorry mau tanya bsk sidang bapak live tv thx",0,0,"12/12/2016 21:21"
"245.content","perlu uji coba bapak mereka kelinci coba tengah mahal biaya beril pake coba mulu",-1,-1,"12/12/2016 21:21"
"246.content","mau keringat campur debu wajah kalian hapus",0,0,"12/12/2016 21:21"
"247.content","ingat pesan ahokdjarot apresiasi kpd dua kandidat ahokdjarot aniessandi atas gagas",0,0,"12/12/2016 21:21"
"248.content","kait masalah subsidi abang bicara infrastruktur abang aniessandi bicara bangun manusia jakarta",0,0,"12/12/2016 21:21"
"249.content","bapak luarbiasa kali walaupun medan tetap dukung bapak semoga bsa memenangin milu damai jmpa bapak",1,1,"12/12/2016 21:21"
"250.content","ntar kapan jelasin ttg padat lantai bangun bro huni soal tanah lahan",0,0,"12/12/2016 21:21"
"251.content","mau airmata tiap hari tetes pipi kalian hapus",0,0,"12/12/2016 21:21"
"252.content","uda kerja jual konsep data jam kumis teknik bhs indah",-1,-1,"12/12/2016 21:21"
"253.content","hadir syangx hadir padahal momen adu program",0,0,"12/12/2016 21:21"
"254.content","dukung jaga damai seperti ucap mereka mari doa mereka",1,1,"12/12/2016 21:21"
"255.content","masuk tentang kelola air cukup rasa kaya masuk untul dewan pakar abang",0,0,"12/12/2016 21:21"
"256.content","mau anggur emis anak jalan",0,0,"12/12/2016 21:21"
"257.content","huni soal land based sangat kait erat tambah huni tambah beban hadap ruang harus",0,0,"12/12/2016 21:21"
"258.content","damai selalu indonesia kdepankan nilai demokrasi tumben ahokdjarot damai biasa",0,0,"12/12/2016 21:21"
"259.content","makin rasa konsep gagas visi abang jakarta tiap jawab cuma dengar rasa",1,1,"12/12/2016 21:21"
"260.content","kata harus hadir suatu",0,0,"12/12/2016 21:21"
"261.content","mau bila sakit obat gratis murah sekal",0,0,"12/12/2016 21:21"
"262.content","keren banget santun cerdas cool maju rakyat dki bapak aniessandi bapak",1,1,"12/12/2016 21:21"
"263.content","net memang televisi masa kini",0,0,"12/12/2016 21:21"
"264.content","jakarta kece duel gagas duel agussylvi",0,0,"12/12/2016 21:21"
"265.content","ditreatment grey water bs air baku bahan air minum pam refill aquifer",0,0,"12/12/2016 21:21"
"266.content","malam sgt bagus dua tunjuk kualitas pemimpin sangat baik luck abang bapak",1,1,"12/12/2016 21:21"
"267.content","kece ll bt mereka",1,1,"12/12/2016 21:21"
"268.content","soal resiko hubnya sedia huni jangkau kelas tengah bawah tengah kota",0,0,"12/12/2016 21:21"
"269.content","super bgt hanya kota warga ingin maju sdmnya",1,1,"12/12/2016 21:21"
"270.content","kasihan mention wakilin",0,0,"12/12/2016 21:21"
"271.content","bapak jawab pintar inovatif bangga bgt",1,1,"12/12/2016 21:21"
"272.content","kantor mall hotel dsb paksa kasih insentif mereka pisah grey water black water",0,0,"12/12/2016 21:21"
"273.content","mau bagaimana tiap hari pulang pergi angkot nyaman aman",0,0,"12/12/2016 21:21"
"274.content","salut kpd dua calon gubernur dki mereka dua ajar demokrasi sehat bersih",1,1,"12/12/2016 21:21"
"275.content","bangun jakarta warga sangat inspirasi sekedar bangun punya kuasa",1,1,"12/12/2016 21:21"
"276.content","tuju sm bapak aniessandi jakarta milik",1,1,"12/12/2016 21:21"
"277.content","mau cuma bagaimana esok hari hrg pasar jangkau murah",0,0,"12/12/2016 21:21"
"278.content","senang lihat ahokdjarot aniessandi senyum jakarta kece net tv m",0,0,"12/12/2016 21:21"
"279.content","abang tanggap stelah saksi debat bapak vs bapak",0,0,"12/12/2016 21:21"
"280.content","nonton acara jakarta kece sneng lihat visi misi bapak bapak nada tinggi",1,1,"12/12/2016 21:21"
"281.content","rakyat butuh teori intelek ribet jlimet susah erti",0,0,"12/12/2016 21:21"
"282.content","adem lihat",1,1,"12/12/2016 21:21"
"283.content","ahokdjarot abang s rektor teknokrat aniessandi sangat detail kerja keras ucap kontroversial",0,0,"12/12/2016 21:21"
"284.content","lucu lihat diskusi cagub jkt ma lihat kalem",1,1,"12/12/2016 21:21"
"285.content","seru pilkada damai bapak",0,0,"12/12/2016 21:21"
"286.content","pemimpin jakarta hanya cuma unggul kertas bukti nyata",0,0,"12/12/2016 21:21"
"287.content","seru lihat debat salut mereka baik kenapa warga jakarta banyak sewot",1,1,"12/12/2016 21:21"
"288.content","terima kasih bapak hadap kerja all out bapak terima kasih keren",1,0,"12/12/2016 21:21"
"289.content","bagaimana hebat berani papar pandang lawan tahana mantap",1,1,"12/12/2016 21:21"
"290.content","teoretis abang teoritis",0,0,"12/12/2016 21:21"
"291.content","terimakasih sangat kece debat adem ngeliat bapak bapak",1,1,"12/12/2016 21:21"
"292.content","bener kece badai bapak ama bapak saling bangun argumen satu lain lengkap gagas jika",1,1,"12/12/2016 21:21"
"293.content","cagub damai gin big respect",1,1,"12/12/2016 21:21"
"294.content","hebat sangat bapak bapak damai euy",1,1,"12/12/2016 21:21"
"295.content","kolaborasi antara warga pemerintah bangun wujud adil sosial rasa roh gagas abang",1,1,"12/12/2016 21:21"
"296.content","harus selalu indonesia job",1,1,"12/12/2016 21:21"
"297.content","satu hal paling lihat bapak lebih kongkrit lebih nyata drpd bapak lihat lbh bnyk teori",1,0,"12/12/2016 21:21"
"298.content","jawab akhir bapak sejuk sekal ingin rangkul smua jawab bapak malah ceramah",1,0,"12/12/2016 21:21"
"299.content","cara mudah ecek hotel mall pabrik benar random sampling air mereka cek isotope ratio",0,0,"12/12/2016 21:21"
"300.content","seperti twit bhw rival bapak aniessandi lebih tepat tarung",-1,-1,"12/12/2016 21:21"
"301.content","pungli sekolah jam bapak aniessandi byk kontroo bawah kurang",-1,-1,"12/12/2016 21:21"
"302.content","adem lihat debat n tinggal suka program coblos bikin",0,0,"12/12/2016 21:21"
"303.content","teknokrat tanya soal puji malah nyinggung cara bicara berpendidikan nymbung",-1,-1,"12/12/2016 21:21"
"304.content","bagus bapak soal sekolah gratis gratis sampai kuliah",1,1,"12/12/2016 21:21"
"305.content","mau maupun sm bgus pimpin net",1,1,"12/12/2016 21:21"
"306.content","wahh acara jakarta kece kereenn bapak agussylvi yudhoyono",0,0,"12/12/2016 21:21"
"307.content","bapak aniessandi tti",0,0,"12/12/2016 21:21"
